instructor,course_title,course_id,professor_score
"Mullen, Anthony",Fundamentals Cloud Computing,41514,-1.1
"Bonaci, Tamara","Privacy, Security  Usability",41523,8.5
"Mex Perera, Jorge",Introduction to IoT Security,41127,-3.0
"Courtney, Kyle",Special Topics in Privacy Law,41121,1.9
"Yildirim, Caglar",Foundations of Data Science,41330,-0.5
"Rachlin, John",Large-Scale Storage/Retrieval,41331,3.7
"Dupree, Jill",Principles of Macroeconomics,40048,-1.0
"Rob, Rizwanur",Principles of Macroeconomics,40283,-2.9
"Nguyen, Tuan",Principles of Macroeconomics,41619,0.6
"Sharma, Arvind",Principles of Macroeconomics,41620,4.1
"Casso Dominguez, Carlos",Principles of Macroeconomics,41714,6.8
"Stone, Michael",Principles of Microeconomics,40047,4.7
"Stone, Michael",Principles of Microeconomics,40284,2.6
"Shi, Xiaolin",Principles of Microeconomics,40299,1.3
"Stone, Michael",Principles of Microeconomics,41091,0.7
"Shi, Xiaolin",Principles of Microeconomics,41621,3.3
"Venkatesan, Madhavi",Economics of Crime,40652,6.5
"Simon, Peter",Contested Economic Issues,40541,-0.8
"Venkatesan, Madhavi",Intro Selected Topics: Micro,41397,9.7
"Kimelman, Nancy",Macroeconomic Theory,40317,-19.7
"Kimelman, Nancy",Macroeconomic Theory,41622,-2.5
"Bakkal, Ilter",Microeconomic Theory,40285,-7.7
"Bakkal, Ilter",Microeconomic Theory,41623,-7.0
"Vicentini, Gustavo",Statistics,40713,0.9
"Vicentini, Gustavo",Applied Econometrics,40653,-7.9
"Vicentini, Gustavo",Applied Econometrics,41624,-0.1
"Porter, Gerald",Money and Banking,41398,-3.7
"Porter, Gerald",Economics of Sports,41399,-4.6
"Bakkal, Ilter",History of Economic Thought,41400,1.1
"Simon, Peter",Senior Economics Seminar,40561,-9.1
"Simon, Peter",Senior Economics Seminar,41625,-1.3
"Marpaung, Julius",Embedded Des Enabling Robotics,40337,-3.8
"Basagni, Stefano",Fundamentals of Networks,41606,1.4
"Padir, Taskin",Fund Engineering Algorithms,41601,2.2
"Marpaung, Julius",Computer Architecture  Org,40957,-4.2
"Marengo Fuentes, Edwin",Electronic Design,40976,-1.8
"Ingle, Vinay",Noise  Stochastic Processes,40975,-2.6
"Shafai, Bahram",Robotics,41388,1.2
"Shafai, Bahram",ECE Capstone 1,40052,5.1
"Padir, Taskin",ECE Capstone 1,40053,-4.5
"Meleis, Waleed",ECE Capstone 1,40336,2.0
"Kimani, John",ECE Capstone 1,41389,1.9
"Meleis, Waleed",Combinatorial Optimization,41390,6.5
"Meleis, Waleed",Combinatorial Optimization,41391,6.5
"Erdogmus, Deniz",Machine Learn/Pattern Recogntn,40668,-5.6
"Erdogmus, Deniz",Machine Learn/Pattern Recogntn,41392,-5.6
"Mosallaei, Hossein",Special Topics,40974,4.4
"Aboelela, Emad",Fundamentals of Computer Engr,41393,3.5
"Kontopidis, George",Engineering Project Management,41516,1.7
"Palikhe, Himlona",Engineering Project Management,40550,-0.9
"Abdollahinamin, Amirtaher",Engineering Project Management,40424,-4.0
"Dehghani Dehghani, Mohammad Mohammad",Economic Decision Making,40568,-1.4
"Dehghani Dehghani, Mohammad Mohammad",Economic Decision Making,40425,-1.4
"Shi, Shiaoming",Economic Decision Making,41549,-4.8
"Noorian, Seyed",Financial Management for Engr,40288,0.2
"Noorian, Seyed",Financial Management for Engr,40121,-11.6
"Prince, Alanna",Modern/Contemp African Am Lit,41346,5.5
"Enos, Christen",Creative Writing,40558,0.4
"Stockman, Sebastian",Creative Writing,41080,5.6
"Messina, Cara",Writing for Social Media,41347,4.3
"DeCamp, Abbie",Writing for Social Media,41588,-2.6
"Machlin, Benjamin",First-Year Writing,40266,1.7
"Garneau, Karen",First-Year Writing,40290,-0.5
"Wolter-Gustaf, Melissa",Advanced Writing in Tech Prof,40267,4.2
"Fuchs, Carolin",Advanced Writing in Tech Prof,40940,2.8
"Zhang-Wu, Qianqian",Advanced Writing in Tech Prof,40506,5.6
"Nardone, Laurie",Advanced Writing in Tech Prof,40594,1.1
"Nardone, Laurie",Advanced Writing in Tech Prof,40608,-7.2
"Keeling, Bret",Advanced Writing in Tech Prof,40687,-2.0
"Dedek, Michael",Advanced Writing in Tech Prof,40686,-0.5
"Zhang-Wu, Qianqian",Advanced Writing in Tech Prof,41047,4.6
"Akbari, Thomas",Advanced Writing in Tech Prof,41095,1.4
"Bond, William",Advanced Writing in Tech Prof,41349,-7.7
"Ober, David",Advanced Writing in Tech Prof,41585,-2.2
"Berry-Woods, Melissa",Advanced Writing in Bus Admin,40268,-13.3
"Quinn, William",Advanced Writing in Bus Admin,40269,0.9
"Beerits, Laura",Advanced Writing in Bus Admin,40389,5.2
"Beerits, Laura",Advanced Writing in Bus Admin,40508,4.4
"Dornink, Lynn",Advanced Writing in Bus Admin,40595,-3.8
"White, Max",Advanced Writing in Bus Admin,40607,-2.7
"Enos, Christen",Advanced Writing in Bus Admin,40631,-0.5
"Riordan, Jefferson",Advanced Writing in Bus Admin,40688,-2.5
"Thornbrugh, Caitlin",Advanced Writing in Bus Admin,40689,2.2
"Oddis, Kyle",Advanced Writing in Bus Admin,41096,-5.7
"Carleton, Amy",Advanced Writing in Bus Admin,41350,-21.6
"Garneau, Karen",Adv Writing in the Health Prof,40270,3.2
"Edwards, Laurie",Adv Writing in the Health Prof,40271,2.4
"Edwards, Laurie",Adv Writing in the Health Prof,40662,3.3
"Jackson, Ellen",Adv Writing in the Health Prof,40326,-1.0
"Jackson, Ellen",Adv Writing in the Health Prof,40505,-4.6
"Balestraci, Mary",Adv Writing in the Health Prof,40663,-2.8
"Olivier, Faviana",Adv Writing in the Sciences,40390,3.4
"Akbari, Thomas",Adv Writing in the Sciences,40504,-2.7
"Dedek, Michael",Adv Writing in the Sciences,40606,-1.7
"Clark, Tabitha",Adv Writing in the Sciences,40685,-0.7
"Ober, David",Adv Writing in the Sciences,41528,-6.1
"Duggan, James",Adv Writing in the Sciences,41589,0.9
"Haq, Arsalan",Adv Writing in Social Sciences,40941,-5.5
"Flynn, Brigid",Adv Writing in Social Sciences,41598,0.9
"Avery-Miller, Emily",Adv Writing Arts/Media/Design,40942,-2.5
"Thornbrugh, Caitlin",Adv Writing Arts/Media/Design,41572,1.1
"Sirois, Carolyn",Interdisciplinary Adv Writing,40327,2.7
"Garrett, Julia",Interdisciplinary Adv Writing,40328,0.6
"Noonan, Ellen",Interdisciplinary Adv Writing,40507,2.6
"Finn, Sarah",Interdisciplinary Adv Writing,40329,5.6
"Noonan, Ellen",Interdisciplinary Adv Writing,41078,1.6
"Benda, Jonathan",Interdisciplinary Adv Writing,40330,-1.3
"Zuch, Gregory",Interdisciplinary Adv Writing,40331,3.0
"Finn, Sarah",Interdisciplinary Adv Writing,41351,2.5
"Lewis, Rachel",Interdisciplinary Adv Writing,41599,-2.3
"Metghalchi, Mohamad",Energy Storage Systems,41460,1.1
"Metghalchi, Mohamad",Energy Storage Systems,41526,3.7
"Keyvani-Someh, Ehsan",Special Topics: Energy Systems,40961,-11.6
"Friar, John",The Entrepreneurial Universe,40332,3.1
"Crane, Frederick",Innovation!,40535,-1.7
"Shaughnessy, Dennis",Social Resp/Age of Inequality,40983,1.3
"Compaine, Benjamin",Entr Svcs Retail Bus Creation,40141,-12.0
"Lentz, Robert",Fin Ventures - Early to Exit,40319,7.2
"Duffy, Tara",Oceans and Coasts,41503,1.2
"Hazelton, Glenn",Geographical Info Systems,40405,-0.5
"Slezas, Egle",Writing for Graduate School,53300,-1.0
"Goldberg, Richard",Adv Reading for Grad School,53396,4.5
"Watson, Natalya",Adv Reading for Grad School,53397,-0.6
"D'Atri, Jessica",Adv Reading for Grad School,53418,-9.9
"Bunning, Lucy",Adv Listening/Speaking Grad,53388,1.6
"McMartin-Miller, Cristine",Adv Listening/Speaking Grad,53389,4.6
"Kostka, Ilka",Adv Listening/Speaking Grad,53517,-2.6
"Venkateswaran, Anand",Financial Management,40035,0.3
"Makolo, JC",Financial Management,40034,-2.2
"Sherman, Eliot",Financial Management,40021,-5.7
"Chiou, Wan-Jiun",Financial Management,41403,3.3
"Sherman, Eliot",Corporate Finance,40333,-9.4
"Cortes, Felipe",Investments,40274,5.1
"Sherman, Eliot",Working Capital Management,40675,5.4
"Popescu, Marius",Fin Data Analytics with Python,41404,3.2
"Gooley, Mark",Personal Financial Planning,40674,-3.1
"Bernfeld, Mark",Entrepreneurial Finance,41405,7.4
"Faleye, Olubunmi",Financial Decision Making,40112,-21.5
"Osmond, Gary",Financial Decision Making,40408,-3.1
"Egan, Jerome",Mergers/Acquisitions/Prv Eqty,40407,-7.6
"Koticha, Apoorva",Deriv/Fixed Income Securities,41477,9.2
"Mehta, Ashok",Computational Mthds Finance,41408,-0.8
"Sichling, Brandon",Games and Society,41386,1.7
"Davis, Duncan",Principles of Board Game Dev,40953,2.1
"Sichling, Brandon",Foundations of Game Design,41387,5.3
"O'Connell, Brian",Engineering Design,40208,-2.2
"Whalen, Richard",Engineering Design,40208,2.0
"Schulte Grahame, Kathryn",Energy Sys: Sci/Tech/Sustain,40691,-0.1
"Sivak, Mark",Iterative Prod Prototyp Engr,40523,-0.2
"Fuchs, Carolin",Special Topics in German,41418,6.2
"Robinson, James",History of the United States,41299,0.8
"Scalone, Luke",Origins of Today,41508,0.3
"Burds, Jeffrey",Espionage 2: Cold War Spies,41058,-0.3
"Luongo, Katherine",The World Since 1945,41608,-0.1
"Purdue, Simon",Global Far-Right since 1945,41300,1.3
"Luongo, Katherine",Colonialism/Imperialism,40643,-5.5
"O'Connor, Catherine",Interprof Ethics Ind/Pop Hlth,41679,0.0
"Littlefield, Heather",Honors Seminar,41414,1.2
"Cordell, Ryan",Honors Seminar,41415,-2.0
"Glick, Leonard",Great Companies,41401,0.6
"Larson, Barbara",Human Side of Innovation,41077,5.1
"Baskerville, Marla",Managing the Organization,41476,-1.1
"Maras, Janice",Human Nutrition,40230,-1.7
"Mann, Emily",Science of Play,41365,3.7
"Abels, Margot",Sex Orient  Gender Expression,41366,0.9
"Zeid, Ibrahim",Engineering Database Systems,40324,-10.6
"Ranjit, Manish",Engineering Economy,41372,-0.3
"McManus, Hugh",Lean Concepts and Applications,40680,6.5
"Kamarthi, Sagar",Data Mining Engineering Apps,40394,-2.7
"Kamarthi, Sagar",Data Mining Engineering Apps,40395,-2.7
"Schmucker, Douglas",Engineering Probs  Stats,40292,-2.5
"Zaarour, Nizar",Engineering Probs  Stats,41533,5.6
"Radhakrishnan, Srinivasan",Computation and Visualization,41068,2.2
"Pei, Jinxiang",Supply Chain Engineering,41474,-3.6
"Gupta, Surendra",Supply Chain Engineering,40549,-3.1
"Jin, Xuemin",Data Mining in Engineering,41373,1.5
"Lu, Zhenyuan",Data Mining in Engineering,41374,7.0
"Fard, Nasser",Stat Methods in Engineering,41375,-10.2
"Jin, Xuemin",Special Topics in Indstrl Engr,41522,3.1
"Boivin, Nicholas",Business Ethics and IP,41357,-2.7
"Housman, Jacob",Agile Software Development,41661,1.0
"Zhao, Yizhen",Special Topics in Info Systems,40799,0.1
"Mirzaee, Sahar",Research Methods in Soc Sci,41368,-14.2
"Kowalcky, Linda",Experiential Integration,41273,-2.1
"Un, Chhomroth",Intl Bus and Social Resp,40056,2.1
"Roth, Alexandra",Intl Bus and Social Resp,40055,-1.2
"Baraldi Borgida, Monica",Intl Bus and Social Resp,40369,-0.1
"Moore, Elizabeth",Managing the Global Ent,40105,-3.9
"Livanis, Ioannis",Globalization  Int Affairs,40157,-3.0
"Diamanti-Karanou, Panagoula",Intl Conflict  Negotiation,40525,3.1
"Sullivan, Denis",Dialogue/Civilizatn - Regional,40576,3.2
"Schedlbauer, Martin",Principles Information Science,41579,0.0
"Inouye, Rei",Elementary Japanese 1,40286,5.0
"Tsuji, Kumiko",Elementary Japanese 2,40287,4.2
"Ross, James",Special Topics,41520,3.4
"Marcus, Jon",Nonfiction Writing,40597,-2.2
"Malhotra, Shiti",Intro to Lang  Linguistics,40018,3.1
"Cooper, Adam",Intro to Lang  Linguistics,41663,6.3
"Hoag, Jamie",Introduction to Law,41597,2.4
"Rainho, Marco",Mathematical Thinking,40131,-1.6
"Rainho, Marco",Mathematical Thinking,40145,-0.0
"Bai, Rekha",Calculus for Business/Econ,40015,-0.6
"Veetel, Bindu",Calculus for Business/Econ,40160,-8.3
"Bai, Rekha",Calculus 1,40005,-7.7
"Gibbins, Aliska",Calculus 1,41712,0.2
"Gibbins, Aliska",Calculus 2 for Sci/Engr,40046,-1.2
"Hower, Valerie",Calculus 2 for Sci/Engr,40058,2.6
"Karapetian, Edgar",Calculus 2 for Sci/Engr,40147,-0.8
"Lindhe, John",Calculus 3 for Sci/Engr,40004,-0.1
"Seo, Sumi",Calculus 3 for Sci/Engr,40169,-0.2
"George, Prasanth",Calculus 3 for Sci/Engr,40717,2.7
"Wang, He",Linear Algebra,40382,-0.5
"Hower, Valerie",Linear Algebra,40788,1.3
"George, Prasanth",Diff Eq and Lin Alg for Engr,40383,2.3
"George, Prasanth",Diff Eq and Lin Alg for Engr,40512,1.7
"Seo, Sumi",Probability and Statistics,40045,-4.5
"Toledano Laredo, Valerio",Probability and Statistics,40221,0.6
"Wilson, Elizabeth",Probability and Statistics,40740,1.3
"Wang, He",Probability and Statistics,41472,-1.4
"Sorokin, Oleksii",Number Theory 1,40263,-5.3
"Ehrmann, Daniel",Geometry,40526,-7.6
"Hoffman, Aaron",Complex Variables,40527,0.2
"Sadaka, Hanai",Probability and Risks,40862,-3.9
"Sadaka, Hanai",Interest/Basic Life Insurance,40712,0.6
"Kumar, Abhishek",Statics,40325,1.6
"Gouldstone, Andrew",Statics,41577,5.7
"Coskun, Ahmet",Thermodynamics,40557,-2.9
"Taslim, Mohammad",Fluid Mechanics,40050,-9.1
"Metghalchi, Mohamad",Fluid Mechanics,40132,-1.1
"Taslim, Mohammad",Fluid Mechanics,41018,-16.9
"Nayeb Hashemi, Hamid",Mechanical Engineering Design,40002,-6.4
"Nayeb Hashemi, Hamid",Mechanical Engineering Design,40146,-4.8
"Sipahi, Rifat",Mechanical Engineering Design,40962,1.2
"Hertz, Joshua",Ceramic Science  Engineering,41376,9.3
"Koh, Min Hyong",Mechatronic Systems,41551,-6.2
"Smyser, Bridget",Materials Process Selection,40233,7.2
"Smyser, Bridget",Materials Process Selection,40625,7.6
"Nayeb Hashemi, Hamid",Dynamics  Mechanicl Vibration,40206,2.0
"Heredia Juesas, Juan",Control Systems Engineering,41019,-1.0
"Levendis, Yiannis",Gas Turbine Combustion,40291,5.7
"Jin, Xuemin",Math Mthods for Mech Engneer 1,41074,-6.2
"Platt, Harlan",Global Compet/Mkt Dominance,41417,0.0
"Gouldstone, Andrew",Capstone Design 1,40049,4.0
"Smyser, Bridget",Capstone Design 1,40049,4.7
"Jaeger-Helton, Beverly",Capstone Design 1,41224,3.4
"McManus, Hugh",Capstone Design 1,41224,2.5
"Fotiadis, Dimitrios",Business Statistics,40275,0.4
"Zaarour, Nizar",Business Statistics,40334,3.3
"Slusser, James",Managing Information Resources,40108,-8.0
"Moran, George",Service Innovation  Managemnt,40880,6.7
"Haley, John",Management Information Systems,40030,-5.6
"Dias, Martin",Management Information Systems,40029,3.6
"Zhu, Hongwei",Special Topics in MISM,41510,5.6
"Tarasewich, Peter",Info Visual/Dashboard Business,40725,2.3
"DePaoli, Alexander",Introduction to Marketing,40028,-0.9
"Gallagher, Sean",Introduction to Marketing,40027,1.4
"Gallagher, Sean",Introduction to Marketing,40026,2.5
"Cieplik, Kenneth",Sales Management,41381,2.4
"O'Connor, Chad",Advertising  Brand Promotion,40716,1.8
"McCullough, Robert",New Product Development,40715,-0.8
"McCullough, Robert",Creating/Sustain Cust Markets,40109,-23.2
"Clark, Bruce",Market Focused Strategy,41382,3.5
"O'Connor, Chad",Brand and Advertising Mgmt,40280,2.1
"Blake, Nathan",Film 101,40532,0.7
"Cannon, Kristopher",TV 101,40667,7.5
"Cannon, Kristopher","Media, Culture, and Society",41336,-1.8
"Leavey, Sean",Media and Social Change,41337,2.9
"Leavey, Sean",Global Media,41338,0.7
"Blake, Nathan",American Film and Culture,40886,2.6
"Fontana, Ellen",Screenwriting,41339,8.3
"Ho, Hubert",Fundamentals of Music Theory,40938,1.0
"Ward, Robert",Guitar Class,40237,6.0
"Loughridge, Deirdre",MusicTech-StoneAge/DigitalAge,41050,5.3
"Lomanno, Mark",Black Popular Music,40279,0.2
"Robison, Brian",Introduction to Songwriting,40939,-5.6
"Bielmeier, Doug",Music Recording 1,40135,-22.7
"Bielmeier, Doug",Music Recording 2,40044,4.3
"Herlihy, David",Special Topics Music Industry,41662,6.7
"McCool, Jane",Wellness,40793,1.9
"Despard, Brecia",Stats for Health Science,41706,-4.7
"Rejtar, Marketa",Care of Critically Ill Child,41360,8.1
"Foley, Mary",Child  Adolescent Psychopharm,40103,-7.4
"Foley, Mary",Geriatric/Adult Psychopharm,40250,5.3
"Koob, Colleen",Teaching Nursing: Art  Sci,40300,0.9
"Melachrinoudis, Emanuel",Deterministic Ops Research,40252,-1.3
"Heskiau, Ravit",Organizational Behavior,40033,-2.7
"McCarty, Paulette",Organizational Behavior,40032,-0.2
"Hoff, Timothy",Organizational Behavior,40020,1.1
"Sugiyama, Keimei",Organizational Behavior,40276,0.0
"Shorey, Katy",Introduction to Philosophy,41319,4.9
"Basl, John",Intro Contmporary Moral Issues,40529,1.3
"Caouette, Justin",Technology and Human Values,40647,-7.3
"Caouette, Justin",Technology and Human Values,41716,3.3
"Wells, Mark",Moral Soc Prblms in Hlthcare,40261,1.0
"Wells, Mark",Moral Soc Prblms in Hlthcare,41600,-3.2
"Winborne, Sheila",Apocalypticism in Film,40530,-1.1
"Winborne, Sheila",Apocalypticism in Film,41718,2.5
"Bucar, Elizabeth",Sex in Judasm/Christnity/Islam,40860,7.9
"Smith, Matthew",Ancient Phil/Political Thought,40648,2.1
"Huer, Jennifer",American Healthcare System,40547,0.5
"Milbauer, Deboorah",Community and Public Health,40391,5.1
"Noyes, Lysbeth",Health Advocacy,40120,-16.8
"Maniar, Swapnil",Hlth Ed and Prog Planning,40420,2.1
"Maniar, Swapnil",Urban Community Health Assess,40392,1.4
"Di Credico, Alessandra",Astronomy,40129,5.0
"Soukos, Nikolaos",Modern Science,40690,8.7
"Di Credico, Alessandra",Physics for Engineering 1,40238,-4.2
"Joshi, Joha",Lab for PHYS 1151,40239,2.7
"Price, Liam",Lab for PHYS 1151,40240,6.8
"Van Alfen, Nicholas",Lab for PHYS 1151,40248,-2.4
"Joshi, Joha",Lab for PHYS 1151,40302,7.4
"Stoner, Keegan",Lab for PHYS 1151,40370,5.6
"Maiti, Anindita",Lab for PHYS 1151,41538,3.8
"Di Credico, Alessandra",Interact Learn for PHYS 1151,40241,-0.4
"Moreno, Enrique",Physics for Engineering  2,40011,-0.7
"Moreno, Enrique",Physics for Engineering  2,40542,0.1
"Chen, Hongwei",Lab for PHYS 1155,40010,-1.2
"Deng, Hang",Lab for PHYS 1155,40009,-0.3
"Han, Yixiao",Lab for PHYS 1155,40008,1.1
"Price, Liam",Lab for PHYS 1155,40209,1.3
"Stoner, Keegan",Lab for PHYS 1155,40210,5.0
"Timilsina, Sudip",Lab for PHYS 1155,40251,5.6
"Waguespack, Matthew",Lab for PHYS 1155,40294,7.9
"Chen, Hongwei",Lab for PHYS 1155,40301,4.3
"Deng, Hang",Lab for PHYS 1155,40359,-2.1
"Han, Yixiao",Lab for PHYS 1155,40360,-2.3
"Timilsina, Sudip",Lab for PHYS 1155,40363,8.3
"Wang, Zhuyao",Lab for PHYS 1155,40371,5.0
"Yu, Luning",Lab for PHYS 1155,40427,-9.1
"Wang, Zhuyao",Lab for PHYS 1155,40428,4.9
"Yu, Luning",Lab for PHYS 1155,41682,-5.6
"Moreno, Enrique",Interact Learn for PHYS 1155,40187,-3.4
"Moreno, Enrique",Interact Learn for PHYS 1155,40543,-0.8
"Heiman, Donald",Advanced Physics Lab,40043,-6.8
"Heiman, Donald",Advanced Physics Lab,40150,1.3
"Smith, Henry",Medical Physics,41364,-11.5
"Miller, Edward",Intro to American Government,54673,-0.1
"Braff, Paul",Intro to American Government,54673,-0.2
"Badruzzaman, Aeshna",Comparative Politics,40956,0.7
"Ostojski, Jennifer",International Relations,41513,1.4
"Smith, Matthew",Ancient Phil/Political Thought,40672,-1.7
"Kay, William",Business and Government,41328,-4.9
"Robson, Maria",Research Methods,41329,0.1
"Bosso, Christopher",Public Policy  Administration,40340,1.6
"Hume, Heather",Transportation Policy,41594,-0.0
"Stanica, Cristina",Comparative Public Policy,41314,0.2
"Mirzaee, Sahar",Ecological Economics,41315,-1.4
"Walker, Elaine",Topics Pub Policy/Urban Affair,41592,-6.0
"Stanica, Cristina",Techniques of Policy Analysis,41590,3.1
"Cisewski, Dawn",Foundations of Psychology,40042,2.4
"Money, Karina",Psychology and the Law,41361,-12.4
"Kimball, Grayson",Stats in Psychological Resrch,40152,4.1
"Kimball, Grayson",Stats in Psychological Resrch,40314,3.3
"Ricci, Lesley",Stats in Psychological Resrch,41082,8.1
"Spikes, Karen",Social Psychology,40019,-5.0
"Spikes, Karen",Developmental Psychology,40012,-6.3
"Cisewski, Dawn",Abnormal Psychology,40315,5.5
"Eidson, Robert",Cognition,40316,1.8
"Melloni Jr, Richard",Psychopharmacology,40861,-12.4
"Eidson, Robert",Laboratory in Cognition,41362,4.4
"Prokosch, Mark",Seminar in Social Psychology,41363,7.9
"Hickey, Mary",Adv Special Topics in PT,41632,7.2
"Corkery, Marie",Diagnostic Imaging,41634,-7.9
"Markowski, Alycia",Diagnostic Imaging,41635,-0.8
"Corkery, Marie",Diagnostic Imaging,41636,3.6
"Power, Michael",Supply Chain  Operations Mgmt,40231,-3.4
"Power, Michael",Supply Chain  Operations Mgmt,40232,-2.2
"Tagliamonte, Paul",Ops and Supply Chain Mgmt,40635,9.2
"Nyaga, Gilbert",Healthcare Supply Chain Ops,40560,10.3
"Hammons, Jonathan",Counseling in SLP,41332,4.3
"Piel, Jordan",Accent Modification for SLP,41559,-7.3
"Templeton, Boris",Introduction to Sociology,41352,-2.8
"Darom, Naomi",Introduction to Sociology,41674,1.4
"Cousins, Elicia",Gender in a Changing Society,41354,4.1
"Kelleher, Maureen",Drugs and Society,41355,1.4
"Alden, Alexandra",Research Methods in Sociology,41356,5.6
"Faber, Daniel",Pol Ecology  Envron Justice,41564,-7.4
"Sokol, Claudia",Elementary Spanish 1,40007,-15.8
"Yelin, Boris",Elementary Spanish 2,40006,-12.1
"Canavan, Yanet",Intermediate Spanish 1,41609,4.7
"Muino, Tania",Intermediate Spanish 2,41610,-8.8
"Agostinelli-Fucile, Christina",Special Topics in Spanish,41611,2.6
"Crittenden, William",Strategy in Action,40031,-2.1
"McCullough, Robert",Strategy in Action,40014,1.9
"McCullough, Robert",Strategy in Action,40362,0.1
"Spector, Bert",Strategy in Action,40385,3.8
"Clark, Edmund",Managing a Tech-Based Business,40122,0.7
"Katz, Ralph",Tech Entrepreneur as Leader,40320,-0.4
"Carr, Jonathan",Introduction to Theatre,40681,2.0
"O'Leary, Bridget",The Eloquent Presenter,40683,1.1
"O'Leary, Bridget",The Eloquent Presenter,40766,-4.6
"Vidrin, Ilya",The Eloquent Presenter,41473,2.9
"Ball, Megan",Fashion Retailing,41301,-2.8
"Abels, Margot","Sex, Gender, and Pop Culture",41369,0.5
"Bucar, Elizabeth",Sex in Judasm/Christnity/Islam,41416,4.5
"Abels, Margot",Sex Orient  Gender Expression,41367,2.6
"Arcadipone, Diana",Arts and Culture Leadership,37843,0.4
"Kenyon, Arnold",Planning for Arts Orgs,38031,-2.0
"Lyons, Robert",IT for Arts Organizations,37847,0.2
"Evans, Darren",Programming and Engagement,38030,4.3
"Vittori, Kamber",Financl Accounting  Reporting,30581,3.7
"Ruff, Michael",Financl Accounting  Reporting,30534,0.1
"Vittori, Kamber",Financl Accounting  Reporting,30533,2.7
"Regan, James",Financl Accounting  Reporting,30532,-6.4
"Xiao, Xia",Financl Accounting  Reporting,30531,-1.0
"Vittori, Kamber",Financl Accounting  Reporting,30530,4.0
"Xiao, Xia",Financl Accounting  Reporting,30529,0.3
"Ruff, Michael",Financl Accounting  Reporting,30119,1.1
"Martin, Kristina",Financl Accounting  Reporting,30023,-6.1
"Xiao, Xia",Financl Accounting  Reporting,30065,-1.3
"Ruff, Michael",Financl Accounting  Reporting,30376,-2.2
"O'Kelly, Peggy",Financl Accounting  Reporting,31260,3.6
"Regan, James",Financl Accounting  Reporting,32072,-7.8
"Regan, James",Financl Accounting  Reporting,35766,-3.0
"O'Kelly, Peggy",Financl Accounting  Reporting,37520,3.4
"O'Kelly, Peggy",Financl Accounting  Reporting,38057,5.0
"Russo, Anthony",Financl Accounting  Reporting,31242,-1.9
"Russo, Anthony",Financl Accounting  Reporting,31243,-0.9
"Zullo, Ronald",Managerial Accounting,30528,-1.0
"Mello Codesso, Mauricio",Managerial Accounting,30527,-6.6
"Pritchett, Andrieta",Managerial Accounting,30526,-1.4
"Goldman, William",Managerial Accounting,30525,4.8
"Sherman, Jennifer",Managerial Accounting,30375,1.5
"Goldman, William",Managerial Accounting,31126,2.8
"Fionda, David",Managerial Accounting,31848,-2.6
"Zullo, Ronald",Managerial Accounting,32710,-1.4
"Fionda, David",Managerial Accounting,33213,1.4
"Mello Codesso, Mauricio",Managerial Accounting,33907,5.3
"Gagnon, Timothy",Bus Law  Professional Ethics,31127,-0.6
"Fitzgerald, Brian",Financl Reporting  Analysis 1,30523,1.7
"Fitzgerald, Brian",Financl Reporting  Analysis 1,30141,2.1
"Moreno, Kimberly",Stratgc Cost Anly for Decision,30520,1.2
"Goldman, William",Auditing  Other Assur Srvcs,30254,3.0
"Ginsberg, Laurance",Inc Tax Detrmnation  Planning,30521,1.0
"Ginsberg, Laurance",Inc Tax Detrmnation  Planning,31842,1.9
"Bame-Aldred, Charles",Financl Reporting  Analysis 2,30519,2.9
"Bame-Aldred, Charles",Financl Reporting  Analysis 2,30651,2.5
"Moolman, Daniel",Fin Reptg  Manag Dec Mkg 1,31049,-1.5
"Petit, Matthew",Fin Reptg  Manag Dec Mkg 1,32852,1.8
"Williams, Christina",Fin Reptg  Manag Dec Mkg 2,30794,-4.3
"Sherman, H",Strategic Cost Management,31046,0.5
"Bailey, Moya",Black Popular Culture,37501,0.0
"Bailey, Moya","Gender, Race, and Medicine",37348,-2.4
"Martinez, Ramiro","Race, Crime, and Justice",37932,-6.4
"Panford, Kwamina",Intro to African Studies,37503,-1.1
"Wamai, Richard",Introduction to Global Health,33844,-4.0
"Panford, Kwamina",Africa Today,34072,-2.1
"Castor, Nicole",Rel  Spir in African Diaspora,37504,2.2
"Thompson, Troy",Elementary ASL 1,30086,-2.4
"Thompson, Troy",Elementary ASL 1,31274,-0.1
"Thompson, Troy",Elementary ASL 2,30085,-5.3
"Bournazian, Alma",Elementary ASL 2,35494,3.9
"Bournazian, Alma",Intermediate ASL 1,37986,2.5
"Bournazian, Alma",Intermediate ASL 2,30084,-0.1
"Lipsky, James",Advanced ASL 2,30015,0.1
"Klein, Alan",Peoples and Cultures,30359,-4.3
"Hersh, Carie",Peoples and Cultures,35954,1.1
"Hersh, Carie",Gender/Sexuality: Cross-Cult,37416,2.8
"Lee, Doreen",Global Markets  Local Culture,32034,-1.5
"Gluck, Zoltan",Political Anthropology,37417,0.7
"Sylvanus, Nina",Found of Anthro Theory,35828,2.8
"Sylvanus, Nina",Anthropology of Africa,35358,3.1
"Hersh, Carie",Special Topics in Anthropology,35359,1.0
"Klein, Alan",Senior Seminar,31135,4.6
"Bruce, Muna",Elementary Arabic 1,31690,-2.0
"Mustafa, Shakir",Intermediate Arabic 2,30001,2.8
