instructor,course_title,course_id,professor_score
"Ozdemir, Ugurcan",Lab for CIVE 2340,60420,0.5
"Touran, Ali",Construction Management,60022,0.9
"Granelli, Steven",Intro Communication Studies,61289,1.3
"Jarvis, Caitlyn",Public Speaking,60224,6.1
"Weickum, Nikki",Public Speaking,61306,-7.8
"Jarvis, Caitlyn",Business/Professional Speaking,60535,4.0
"Hobeika, Marie Odile",Business/Professional Speaking,61307,-4.1
"Tannebaum, Michael",Sex  Relationships,60246,3.7
"Glowacki, Elizabeth",Communication Theory,60697,-0.4
"Doroshenko, Larisa",Princ of Organizational Com,60419,0.4
"Carr, Michelle",Sound Production Digital Media,61188,3.6
"Lewis, Jonothan","Sports, Media,  Communication",61189,3.6
"Schwartz, Joseph",Dark Side Interpersonal Comm,60386,-5.1
"Lind, Katherine",Visual Communication,60698,0.4
"Van Gilder, Bobbi",Communication Research Methods,60258,-5.4
"Williams, Margaret",Global and Intercultural Comm,60360,-5.1
"O'Malley, Donica",Communication and Gender,60418,8.4
"Granelli, Steven",Sport and Spectacle,60596,-5.1
"Depue, Jacob","Sports, Politics and Comm",61288,3.1
"Williams, Margaret",Interpersonal Communication,60460,-9.1
"Weickum, Nikki",Advocacy Writing,60536,0.0
"Schwartz, Joseph",Communication and Sexualities,60256,-0.6
"Rodriguez-Whitney, Eric","Crime, Media, and Politics",61163,2.5
"Yohros, Alexis",Criminology,60528,1.5
"St. Louis, Stacie",Criminal Justice Research Meth,60714,-1.5
"Passas, Nikolaos",Topics in CJ and Criminology,60716,3.6
"Catalano, Steven",Topics in CJ and Criminology,61164,-4.0
"Nunez, Lucia",Discrete Structures,61184,-1.3
"Nunez, Lucia",Seminar for CS 1800,61185,-2.7
"Van Der Poel, Andrew",Algorithms  Data,60539,6.5
"Schnyder, Walter",Theory of Computation,61387,-6.7
"Shah, Michael",Computer Science Topics,61382,4.6
"Running Wolf, Michael",Mixed Reality,61346,-80.4
"Selinger, Ethan",Engage Ind Partners Rising Pro,61528,3.3
"Smith, Jeffrey",Software Engineering,60892,-2.0
"Sierra, Jose",Foundations of Cybersecurity,60906,-3.8
"Sierra, Jose",Cyberspace Tech  Applications,61372,3.2
"Sierra, Jose",Cloud Security,61182,3.5
"Dupree, Jill",Principles of Macroeconomics,60038,-0.7
"Pan, Yushuo",Principles of Macroeconomics,60847,-0.2
"Dupree, Jill",Principles of Macroeconomics,61334,-1.3
"Dupree, Jill",Principles of Macroeconomics,61357,4.6
"Nekui, Farzaneh",Principles of Microeconomics,60037,6.9
"Shi, Xiaolin",Principles of Microeconomics,60530,1.6
"Venkatesan, Madhavi",Economics of Crime,61107,-1.1
"Dew, James",Macroeconomic Theory,60263,-2.2
"Bakkal, Ilter",Microeconomic Theory,60227,-1.5
"Konan, Martin",Statistics,60532,1.2
"Shi, Xiaolin",Applied Econometrics,60417,-2.3
"Konan, Martin",Money and Banking,61312,-5.0
"Bakkal, Ilter",History of Economic Thought,61110,14.7
"Bakkal, Ilter",Senior Economics Seminar,60350,9.5
"Aboelela, Emad",Fund Digital Design/Comp Org,61192,0.2
"Tajdini, Mohammad",Fundamentals of Electronics,61194,0.9
"Salehi, Masoud",Noise  Stochastic Processes,60544,4.0
"Shafai, Bahram",Robotics,61196,0.1
"Shafai, Bahram",ECE Capstone 1,60044,-2.0
"Salehi, Masoud",ECE Capstone 1,60015,-4.7
"Dimarzio, Charles",ECE Capstone 1,60241,5.5
"Padir, Taskin",ECE Capstone 1,60934,3.4
"Brady, David",Machine Learn/Pattern Recogntn,60423,-7.1
"Johnson, Tristan",Engineering Project Management,60264,4.2
"Kontopidis, George",Engineering Project Management,60879,-2.3
"Dehghani Dehghani, Mohammad Mohammad",Economic Decision Making,60359,-2.0
"Ranjit, Manish",Economic Decision Making,60361,7.2
"Kelly, Kathleen",Travel Writing,60789,-1.9
"Bushnell, Jeremy",Creative Writing,60538,-7.8
"Block, Aaron",Fiction Workshop,61105,-6.9
"Prince, Alanna",Black Poetry  the Spoken Word,61217,4.5
"McCarthy, Suzanne",First-Year Writing,60201,-15.0
"Vestri, Talia",Advanced Writing in Tech Prof,60202,2.6
"DeCamp, Abbie",Advanced Writing in Tech Prof,60435,8.1
"Balestraci, Mary",Advanced Writing in Tech Prof,60434,-5.6
"Blankenship, Avery",Advanced Writing in Tech Prof,60203,7.8
"Dedek, Michael",Advanced Writing in Tech Prof,60204,3.5
"Keeling, Bret",Advanced Writing in Tech Prof,60274,-3.3
"Vestri, Talia",Advanced Writing in Tech Prof,60389,-0.8
"Keller, Nicole",Advanced Writing in Tech Prof,60431,0.4
"Gonso, Kathleen",Advanced Writing in Tech Prof,60430,4.2
"Wessels, Julianna",Advanced Writing in Tech Prof,60519,-4.7
"Templeton, Kathryn",Advanced Writing in Tech Prof,61364,-8.2
"Ober, David",Advanced Writing in Bus Admin,60230,11.1
"Duggan, James",Advanced Writing in Bus Admin,60231,2.2
"Carleton, Amy",Advanced Writing in Bus Admin,60242,-4.9
"Moss, Edward",Advanced Writing in Bus Admin,60379,5.1
"Moss, Edward",Advanced Writing in Bus Admin,60390,2.6
"Noonan, Matthew",Advanced Writing in Bus Admin,60429,-3.3
"Noonan, Matthew",Advanced Writing in Bus Admin,60428,-4.3
"Gonso, Kathleen",Adv Writing in the Health Prof,60205,1.4
"Oravetz, Kenneth",Adv Writing in the Health Prof,60243,2.3
"Block, Aaron",Adv Writing in the Sciences,60261,7.9
"Bunting, Galen",Adv Writing in the Sciences,60433,-2.3
"Morelli, Katherine",Adv Writing in the Sciences,60426,4.9
"Oddis, Kyle",Adv Writing in the Sciences,60831,2.5
"Saini, Vijeta",Adv Writing in Social Sciences,60577,-10.3
"Olivier, Faviana",Advanced Writing for Prelaw,60432,8.4
"Sirois, Carolyn",Adv Writing Arts/Media/Design,60537,-3.6
"Nguyen, Duyen",Interdisciplinary Adv Writing,60232,5.4
"Medina, David",Interdisciplinary Adv Writing,60233,10.3
"Machlin, Benjamin",Interdisciplinary Adv Writing,60840,7.6
"Berry-Woods, Melissa",Interdisciplinary Adv Writing,60581,-30.5
"Berry-Woods, Melissa",Interdisciplinary Adv Writing,60654,-33.1
"Benda, Jonathan",Interdisciplinary Adv Writing,60236,10.8
"Patterson, Amy",Interdisciplinary Adv Writing,60234,1.2
"Patterson, Amy",Interdisciplinary Adv Writing,60235,4.1
"Juerjens, Katelyn",Interdisciplinary Adv Writing,60237,-3.9
"Balestraci, Mary",Interdisciplinary Adv Writing,61544,-6.4
"Forghan, Fariborz",Smart Grid,60567,-10.9
"Dockser, Mark",Innovation!,60210,3.6
"Wolfel, Christopher",New Venture Development,61401,-1.0
"Meyer, Marc",Enterprise Growth  Innovation,60271,3.1
"Marion, Tucker",Lean Innovation,60533,4.2
"Suarez, Fernando",Competing Dynamic/Innov Mkts,60416,6.3
"Marion, Tucker",Innovating  Creating Futures,60783,-7.3
"Salerno, Jack",Innovating  Creating Futures,61463,-2.2
"Berkey, Rebecca",Food Justice  Community Dev,61340,0.0
"Liu, Weiling",Financial Management,60031,5.7
"Muzere, Mark",Financial Management,60030,-14.5
"Porter, Gary",Investments,60446,-8.3
"Salem, Razan",Behavioral Finance,61230,-3.9
"Muscolino, Vincent",Working Capital Management,61228,1.1
"Herron, Richard",Fin Data Analytics with Python,61229,4.9
"Campasano, Vincent",Financial Modeling,60548,3.0
"Yang, Shiawee",Real Estate Finance  Invstmnt,60734,7.0
"Muscolino, Vincent",Portfolio Management,60266,2.5
"Maroun, George",Fin Mkts  Banking Postcrisis,60870,-0.5
"Turner, Catherine",Intro to Health Informatics,60891,0.0
"Lavelle, Debra",Origins of Today,60790,-5.6
"Salter, Heather",Origins of Today,61345,0.9
"Burds, Jeffrey",Espionage 1: Antiquity to WWII,61320,-0.7
"Fraunholtz, Peter",The World Since 1945,60146,6.3
"Gallagher, Susan",Interprof Ethics Ind/Pop Hlth,60811,1.2
"O'Connor, Catherine",Interprof Ethics Ind/Pop Hlth,61353,-3.0
"Bernstein, Eugene",Alternative Medicine,60249,-8.0
"Gale, Kevan",Mindfulness: Theory  Practice,61000,3.2
"Katz, Ralph",Creating Innovative Organizatn,60108,0.0
"Berkey, Rebecca",Food Justice  Community Dev,61337,8.5
"Guschin, Andrei",Lean Concepts and Applications,60362,1.8
"Dehghani Dehghani, Mohammad Mohammad",Engineering Probs  Stats,60902,2.3
"Radhakrishnan, Srinivasan",Computation and Visualization,61197,2.2
"Jin, Xuemin",Data Management for Analytics,61198,-0.7
"Shi, Shiaoming",Account/Budgets for Engineers,61328,3.8
"Housman, Jacob",Agile Software Development,61347,0.0
"Cisewski, Dawn",Experiential Project,61418,-13.8
"Garrett, Julia",Experiential Project,61414,9.2
"Garrett, Julia",Experiential Project,61415,1.2
"Mellette, Thomas",Projects for Professionals,61416,-11.9
"Winter, Eric",Experiential Integration,60480,-3.3
"Workman, Michael",Visual Storytelling in Jrnl,60722,-6.3
"Krichko, Kade",Sports Media & Digital Strytel,61323,37.7
"Krichko, Kade",Sports Media & Digital Strytel,61324,37.7
"Cooper, Adam",Intro to Lang  Linguistics,60270,3.6
"Rainho, Marco",Mathematical Thinking,60118,5.7
"Bai, Rekha",Calculus 2 for Sci/Engr,60043,-13.0
"Rainho, Marco",Calculus 2 for Sci/Engr,60180,2.1
"Hower, Valerie",Linear Algebra,60042,3.3
"Lupi, Robert",Diff Eq and Lin Alg for Engr,60013,-2.0
"Lupi, Robert",Diff Eq and Lin Alg for Engr,60159,0.9
"Dummit, Evan",Probability and Statistics,60411,2.2
"Dummit, Evan",Probability and Statistics,60188,1.2
"Lee, Lee-Peng",Group Theory,60366,2.3
"Garcia, Matthew",Number Theory 1,61315,-19.7
"Lee, Lee-Peng",Statistics  Stochastic Procss,60211,-1.5
"Sadaka, Hanai",Financial Derivatives,61316,-86.0
"Abedi, Mehdi",Thermodynamics,61201,5.9
"Wan, Kai-tak",Fluid Mechanics,60124,-5.1
"Abedi, Mehdi",Fluid Mechanics,60199,-3.1
"Tjiptowidjojo, Yustianto",Mechanical Engineering Design,60002,-3.3
"Tjiptowidjojo, Yustianto",Mechanical Engineering Design,60125,-2.0
"Smyser, Bridget",Materials Process Selection,61202,6.5
"Nayeb Hashemi, Hamid",Advanced Mechanics of Material,60442,-16.2
"Jin, Xuemin",Math Mthods for Mech Engneer 1,60367,-12.1
"Gouldstone, Andrew",Capstone Design 1,60001,2.2
"Smyser, Bridget",Capstone Design 1,60001,2.6
"Moy, Kenneth",Business Law  Prof Ethics,60101,10.1
"Wertheim, Edward",Negotiations,60109,2.3
"Spencer, Denise",Business Statistics,60152,6.9
"Liu, Xiaoping",Information Analysis,60550,-11.0
"Dedeke, Adenekan",Management Information Systems,60026,-2.2
"Dedeke, Adenekan",Management Information Systems,60025,3.5
"Andersen, Richard",Introduction to Marketing,60024,-4.2
"McCullough, Robert",Introduction to Marketing,60023,-2.3
"Keeney, Ashley",Sales Management,61233,3.8
"Keeney, Ashley",Consumer Behavior,60728,3.3
"Rivas, Ronald",International Marketing,60808,6.8
"Andersen, Richard",New Product Development,60448,-12.4
"Mulki, Jay",B2B and Strategic Sales,61234,-2.7
"Lassk, Felicia",Customer-Centric Rsrch Methods,60449,-7.3
"Ahnert, Laurel",Film 101,60699,5.3
"Mulliken, Seth","Media, Culture, and Society",61190,-6.4
"Mulliken, Seth",Intro to Film Production,60700,-12.6
"Ahnert, Laurel",American Film and Culture,60701,9.8
"Gutierrez, James",Music in Everyday Life,61215,-3.3
"Ho, Hubert",Fundamentals of Music Theory,60897,1.7
"Ward, Robert",Guitar Class,60365,18.8
"Lomanno, Mark",Black Popular Music,60587,-1.3
"Mayville, Mary",Nursing with Women   Families,60144,2.2
"Ye, Lichuan",Stats for Health Science,60868,-16.4
"King, Christopher",Organizational Behavior,60029,-4.4
"King, Christopher",Organizational Behavior,60028,-4.1
"Glick, Leonard",Organizational Behavior,60208,1.8
"King, Christopher",Organizational Behavior,60214,-3.8
"Shorey, Katy",Intro Contmporary Moral Issues,60412,-2.7
"Shorey, Katy",Intro Contmporary Moral Issues,61351,-7.0
"Caouette, Justin",Technology and Human Values,60527,2.2
"Caouette, Justin",Moral Soc Prblms in Hlthcare,60226,2.7
"Yelle, Benjamin",The Ethics of Food,60688,-15.9
"Winborne, Sheila",The Problem of Evil in Film,60689,-0.2
"Lustila, Getty",Ancient Phil/Political Thought,60851,9.9
"Huer, Jennifer",American Healthcare System,60843,-0.7
"Huer, Jennifer",American Healthcare System,61377,0.2
"Wamai, Richard",Introduction to Global Health,61321,-14.7
"Santelices, Claudia",Community and Public Health,61172,0.4
"Phaneuf, Tiffany",Global Persect: Discrim  Hlth,61180,-0.0
"Helburn, Amy",Health Ed  Program Planning,60447,-5.2
"Olawepo, John","Race, Ethnicity,  Hlth in US",60262,7.2
"Schwartz, Randy",Project Mgmt in Public Health,60465,1.4
"Schwartz, Randy",Budget Principles Pub Health,60463,0.9
"Schwartz, Randy",Grant Writing in Public Health,60464,1.1
"Fotovatian, Assad",Physics for Life Sciences 2,60018,2.7
"Bellas, Alexander",Lab for PHYS 1147,60189,6.4
"Voce, Nicole",Lab for PHYS 1147,60007,0.3
"Bellas, Alexander",Lab for PHYS 1147,60006,8.4
"Voce, Nicole",Lab for PHYS 1147,60826,-0.6
"Postlewaite, Abigail",Lab for PHYS 1147,60005,-1.6
"Abrams, Daniel",Lab for PHYS 1147,60004,-10.0
"Ferrer, Nica Jane",Lab for PHYS 1147,60859,-7.9
"Postlewaite, Abigail",Lab for PHYS 1147,60875,1.6
"Webber, Matthew",Physics for Engineering 1,60041,-9.6
"Bellas, Alexander",Lab for PHYS 1151,60040,-5.3
"Voce, Nicole",Lab for PHYS 1151,60008,8.0
"Postlewaite, Abigail",Lab for PHYS 1151,60436,-15.1
"Webber, Matthew",Interact Learn for PHYS 1151,60143,-3.2
"Kelley, Thomas",Modern Physics,60791,7.4
"Kumarakuru, Haridas",Advanced Physics Lab,60179,5.1
"Kumarakuru, Haridas",Advanced Physics Lab,60742,-1.0
"Espino, Giuliano",International Relations,60228,3.8
"Lustila, Getty",Ancient Phil/Political Thought,60856,3.6
"Barraza, Austin",Quantitative Techniques,60694,-1.0
"Kammerer, Edward",LGBT Issues in Public Policy,60695,-14.3
"Kammerer, Edward",Law and Society,60696,3.3
"Gleba, Michael",Problems Metropolitan Policy,60914,-1.6
"Kenney, Kathleen",Managing Ppl Public/Nonprofit,60687,-2.6
"Ahern Jr, Francis",Admin Ethics and Public Mgmt,61167,7.7
"Prokosch, Mark",Foundations of Psychology,60039,1.4
"Cisewski, Dawn",Foundations of Psychology,61311,-6.5
"Cisewski, Dawn",Foundations of Psychology,61384,-5.1
"Kimball, Grayson",Stats in Psychological Resrch,60127,2.9
"Weine, Erienne",Developmental Psychology,60173,-3.3
"Gobrogge, Kyle",Abnormal Psychology,60254,4.2
"Richters, David",Sensation  Perception,60255,-0.8
"Ricci, Lesley",Biological Psychology,60711,-1.5
"Eidson, Robert",Cognition,60206,2.7
"Ricci, Lesley",Lab in Biological Psychology,61403,9.4
"Eidson, Robert",Laboratory in Cognition,60832,3.3
"Richters, David",Lab in Sensation and Percept,61404,-85.6
"Ricci, Lesley",Seminar Biological Psychology,60713,6.4
"Thomas, Adam",Foundations of Phys Therapy,60736,4.3
"Thomas, Adam",Lab for PT 5101,60737,4.0
"Machold, Danielle",Lab for PT 5101,60737,3.7
"Merola, Taylor",Lab for PT 5101,60737,2.3
"Tscherne, David",Lab for PT 5101,61291,-4.4
"Tscherne, David",Lab for PT 5101,61292,0.4
"Bangs, Debra",Lab for PT 5101,61292,0.6
"Merola, Taylor",Lab for PT 5101,61292,0.7
"Donlan, Pamela",Psychosocial Aspects,60738,-0.5
"Donlan, Pamela",Psychosocial Aspects,61336,-7.0
"Watkins, Maureen",Integumentary Systems,60110,-1.1
"Watkins, Maureen",Lab for PT 5515,60102,-3.5
"Cummings, Morgan",Lab for PT 5515,60102,-6.6
"Tscherne, David",Lab for PT 5515,60116,1.1
"Foy, Kathryn",Lab for PT 5515,60116,3.1
"Watkins, Maureen",Lab for PT 5515,61293,-5.9
"Cummings, Morgan",Lab for PT 5515,61293,-6.7
"Tscherne, David",Lab for PT 5515,61294,1.6
"Foy, Kathryn",Lab for PT 5515,61294,3.0
"Cheerman, Heidi",Clinical Integration 1,60174,2.9
"Dunn, Kristin",Clinical Integration 1,60174,1.0
"Nolan, David",Assistive Technology,60351,4.1
"Corrente, James",Assistive Technology,60351,-0.4
"Nolan, David",Lab for PT 6215,60352,-0.3
"Corrente, James",Lab for PT 6215,60352,-8.5
"Bendix, Katherine",Lab for PT 6215,60352,-0.7
"Tarantino, Katherine",Lab for PT 6215,60352,-4.8
"Troy, Lisa",Lab for PT 6215,60352,-8.2
"Aaronson, Mala",Lab for PT 6215,60352,-10.2
"Nolan, David",Lab for PT 6215,60353,14.6
"Corrente, James",Lab for PT 6215,60353,14.6
"Bendix, Katherine",Lab for PT 6215,60353,14.6
"Tarantino, Katherine",Lab for PT 6215,60353,14.6
"Troy, Lisa",Lab for PT 6215,60353,14.6
"Aaronson, Mala",Lab for PT 6215,60353,14.6
"Nolan, David",Adv PT Topics in Orthopedics,60354,4.4
"Dunlea, Kristina",Adv Special Topics in PT,60355,14.6
"Clark, Stephen",Adv Special Topics in PT,60356,-80.4
"Cesario, Christopher",Adv Special Topics in PT,60357,1.6
"Hickey, Mary",Adv Special Topics in PT,60357,0.6
"Clark, Stephen",Adv Special Topics in PT,60549,-80.4
"Golub-Victor, Ann","Hlth Ed, Promotion,  Wellness",60176,-2.8
"Golub-Victor, Ann",Recitation for PT 6243,60177,-6.9
"Donlan, Pamela",Recitation for PT 6243,60178,-3.2
"Golub-Victor, Ann",Recitation for PT 6243,60803,-5.8
"Donlan, Pamela",Recitation for PT 6243,61297,-2.0
"Hickey, Mary",Clinical Integration 2,60358,-8.4
"Lowe, Susan",Clinical Integration 2,60358,-18.1
"Hickey, Mary",Clinical Integration 2,61298,-80.4
"Lowe, Susan",Clinical Integration 2,61298,-80.4
"Corkery, Marie",Clinical Integration 2,61299,12.6
"Corkery, Marie",Clinical Integration 2,61300,13.1
"Stefanik, Joshua",Functional Anatomy 1,60739,0.3
"Yen, Sheng-Che",Functional Anatomy 1,60739,1.8
"Hunt, Christopher",Lab for PT 6330,60740,3.4
"Brisbin, Luke",Lab for PT 6330,60740,3.9
"Yen, Sheng-Che",Lab for PT 6330,60740,1.1
"Clark, Stephen",Lab for PT 6330,60740,2.0
"Hunt, Christopher",Lab for PT 6330,60741,7.1
"Brisbin, Luke",Lab for PT 6330,60741,7.0
"Yen, Sheng-Che",Lab for PT 6330,60741,6.5
"Clark, Stephen",Lab for PT 6330,60741,4.7
"Manolis, Elaina",Lab for PT 6330,61301,2.0
"Brisbin, Luke",Lab for PT 6330,61301,1.6
"Yen, Sheng-Che",Lab for PT 6330,61301,2.5
"Clark, Stephen",Lab for PT 6330,61301,-2.1
"Manolis, Elaina",Lab for PT 6330,61302,0.9
"Brisbin, Luke",Lab for PT 6330,61302,1.7
"Yen, Sheng-Che",Lab for PT 6330,61302,1.8
"Clark, Stephen",Lab for PT 6330,61302,0.6
"Power, Michael",Supply Chain  Operations Mgmt,60209,-0.7
"Moshref-Javadi, Mohammad",Supply Chain  Operations Mgmt,61251,0.7
"Cheron, Jennifer",Autism Spectrum Disorders,60814,-12.6
"Carpenito, Thomas",Stats for SLP  Audiology,60482,7.6
"Da Fonseca, Tibrine",Introduction to Sociology,60874,4.5
"Petersen, Camille",Introduction to Sociology,61399,-8.6
"Blum, Linda",Sociology of the Family,61308,-10.2
"Keren, Ran",Social Theory,61327,-0.6
"Joyce, Theodore",Strategy in Action,60027,-1.7
"Rivas, Ronald",Strategy in Action,60011,3.7
"Rivas, Ronald",Strategy in Action,60479,-5.8
"Masiello, Diletta",Strategy in Action,61287,-3.7
"Baraldi Borgida, Monica",Strategic Planning,61253,9.8
"Boehm, Samantha",Improvisation,60347,3.6
"Allen, Gregory",The Eloquent Presenter,60424,-2.2
"O'Leary, Bridget",The Eloquent Presenter,60425,-1.5
"Allen, Gregory",The Eloquent Presenter,60896,-0.9
"Braga-Kenyon, Paula",Programmed Learning,50979,-0.7
"Donnelly, Maeve",Behavior Assessment,51054,5.5
"Braga-Kenyon, Paula",Research  Design Methods,50773,11.3
"Kenyon, Shawn",Service Administration,51055,-31.7
"Davis, Nicole",Advanced Learning Seminar 1,50350,2.0
"Williams, Ashley",Advanced Learning Seminar 1,50975,2.0
"Dorsey, Michael",Applied Programming Seminar 1,50980,-7.0
"Kenyon, Shawn",Applied Programming Seminar 1,50981,-3.7
"Beuning, Penny",Research Skills/Ethics in Chem,50173,0.0
"Oliveira, Alexandre",Public Speaking,51782,2.6
"Birioukova, Olga",Public Speaking,51783,-4.2
"Birioukova, Olga",Public Speaking,51784,-0.2
"Birioukova, Olga",Public Speaking,51785,-0.3
"Oliveira, Alexandre",Public Speaking,51786,-1.7
"Oliveira, Alexandre",Public Speaking,51787,0.8
"Dehghan, Elham",Public Speaking,51788,2.7
"Slezas, Egle",Public Speaking,51789,3.0
"Oliveira, Alexandre",Public Speaking,51790,3.0
"Shimer, Barbara",Public Speaking,51791,6.0
"Birioukova, Olga",Public Speaking,51792,-4.0
"Jamieson, Lindsay",Intensive Foundations of CS,52102,5.0
"Jamieson, Alan",Discrete Structures,52103,4.0
"Jamieson, Lindsay",Recitation for CS 5001,52104,13.6
"Cantrell, Gary",Object-Oriented Design,50566,-0.8
"Bonaci, Tamara",Object-Oriented Design,51938,2.0
"Coria Mendoza, Lino",Object-Oriented Design,51939,-6.4
"Cheng, Zhuoqun",Object-Oriented Design,51954,-15.0
"Cheng, Zhuoqun",Object-Oriented Design,51955,0.6
"Cantrell, Gary",Object-Oriented Design,51979,-7.0
"Cantrell, Gary",Recitation for CS 5004,50567,-0.7
"Bonaci, Tamara",Recitation for CS 5004,51940,2.3
"Coria Mendoza, Lino",Recitation for CS 5004,51941,-3.5
