instructor,course_title,course_id,professor_score
"Milne, Sharon",Nur  Promo of Mental Health,40165,-5.7
"Mingolelli, Anne",Nur  Promo of Mental Health,41699,-0.6
"Rejtar, Marketa",Care of Critically Ill Child,40899,9.4
"Foley, Mary",Child  Adolescent Psychopharm,40088,-2.5
"Foley, Mary",Geriatric/Adult Psychopharm,40219,3.7
"Koob, Colleen",Teaching Nursing: Art  Sci,40263,4.5
"Tolosko, Jacqueline",Family Theory,41482,8.6
"Tolosko, Jacqueline",Family Theory,41483,11.8
"Hamn, Gretchen",Neonatal Clinical Practicum 3,40207,-21.5
"Melachrinoudis, Emanuel",Deterministic Ops Research,40221,-16.0
"Albano, Sondra",Organizational Behavior,40026,5.7
"McCarty, Paulette",Organizational Behavior,40025,0.8
"Heskiau, Ravit",Organizational Behavior,40017,-1.3
"Gregory-Mina, Heidi",Organizational Behavior,40243,-6.9
"Basl, John",Intro Contmporary Moral Issues,40449,-5.0
"Lee-Stronach, Chad",Technology and Human Values,40535,-2.1
"Caouette, Justin",Technology and Human Values,41686,0.5
"Caouette, Justin",Moral Soc Prblms in Hlthcare,40229,0.9
"Jerndal, Emma",Environmental Ethics,41364,-3.9
"Winborne, Sheila",Apocalypticism in Film,40450,-1.3
"Bucar, Elizabeth",Sex in Judasm/Christnity/Islam,40638,3.5
"Smith, Matthew",Ancient Phil/Political Thought,40536,2.5
"Adler, Libby","Sexuality, Gender, and the Law",41421,4.3
"Meeker, Samantha",American Healthcare System,40460,-2.0
"Glowacki, Elizabeth",Comm Skills for the Hlth Prof,41450,3.8
"Wang, Yiwei",Comm Skills for the Hlth Prof,41685,-3.4
"Milbauer, Deboorah",Community and Public Health,41454,-0.1
"Helburn, Amy",Healthcare Policy  Admin,41586,-3.9
"Olawepo, John",Global Persect: Discrim  Hlth,41605,2.5
"Schwartz, Randy",Health Advocacy,40102,0.9
"Maniar, Swapnil",Hlth Ed and Prog Planning,40354,3.5
"Maniar, Swapnil",Urban Community Health Assess,40336,1.7
"Di Credico, Alessandra",Astronomy,40111,4.5
"Soukos, Nikolaos",Modern Science,40566,9.1
"Di Credico, Alessandra",Physics for Engineering 1,40209,-2.5
"Abrams, Daniel",Lab for PHYS 1151,40210,-1.7
"Abrams, Daniel",Lab for PHYS 1151,40211,-7.7
"Baktay, Joshua",Lab for PHYS 1151,40217,5.7
"Whitener, Joshua",Lab for PHYS 1151,40265,-7.3
"Torkashvand, Mohammad Mahdi",Lab for PHYS 1151,40319,9.7
"Baktay, Joshua",Lab for PHYS 1151,41048,4.6
"Di Credico, Alessandra",Interact Learn for PHYS 1151,40212,-4.1
"Moreno, Enrique",Physics for Engineering  2,40009,4.5
"Moreno, Enrique",Physics for Engineering  2,40455,5.2
"Abrams, Daniel",Lab for PHYS 1155,40008,-3.4
"Baktay, Joshua",Lab for PHYS 1155,40007,9.1
"Waguespack, Matthew",Lab for PHYS 1155,40006,9.2
"Waguespack, Matthew",Lab for PHYS 1155,40186,4.5
"Whitener, Joshua",Lab for PHYS 1155,40187,6.0
"Ferrer, Nica Jane",Lab for PHYS 1155,40220,7.2
"Torkashvand, Mohammad Mahdi",Lab for PHYS 1155,40257,0.9
"Timilsina, Sudip",Lab for PHYS 1155,40264,-11.9
"Waguespack, Matthew",Lab for PHYS 1155,40309,-3.1
"Whitener, Joshua",Lab for PHYS 1155,40310,2.3
"Torkashvand, Mohammad Mahdi",Lab for PHYS 1155,40313,-3.1
"Ferrer, Nica Jane",Lab for PHYS 1155,40320,10.3
"Ferrer, Nica Jane",Lab for PHYS 1155,40358,-6.9
"Timilsina, Sudip",Lab for PHYS 1155,40359,9.5
"Timilsina, Sudip",Lab for PHYS 1155,41189,-3.3
"Moreno, Enrique",Interact Learn for PHYS 1155,40164,3.6
"Moreno, Enrique",Interact Learn for PHYS 1155,40456,4.3
"Altunkaynak, Ismet",Advanced Physics Lab,40036,-5.9
"Heiman, Donald",Advanced Physics Lab,40128,-7.7
"Heiman, Donald",Advanced Physics Lab,40949,-11.0
"Smith, Henry",Electricity and Magnetism 2,41495,-13.8
"Panagopoulos, Costas",American Government,41516,-5.6
"Utku, Hatice",Comparative Politics,40660,4.0
"Smith, Matthew",Ancient Phil/Political Thought,40552,3.2
"Kay, William",Business and Government,40867,-3.8
"Fraser, Timothy",Research Methods,40868,-1.2
"Moyer, Jeffrey",Public Policy  Administration,40293,-3.3
"Adler, Libby","Sexuality, Gender, and the Law",41420,5.0
"Hume, Heather",Transportation Policy,41104,-0.9
"Stanica, Cristina",Comparative Public Policy,40854,6.6
"Mirzaee, Sahar",Ecological Economics,40855,0.4
"Berdrow, Iris",Topics Pub Policy/Urban Affair,40856,-7.9
"Liu, Shiqin",Research Toolkit: Python Pol,41423,-0.1
"Goldstein, Rachel",Comms for Policy Impact,41424,-0.0
"Griffin, Joseph",Research Toolkit: Project Mgt,40184,-5.4
"Riccio, Rebecca",Toolkit: Grant Writing,41492,4.2
"Cisewski, Dawn",Foundations of Psychology,40035,-5.9
"Ricci, Lesley",Foundations of Psychology,41496,-0.7
"Gobrogge, Kyle",Drugs and Behavior,41497,5.7
"Kimball, Grayson",Stats in Psychological Resrch,40130,1.3
"Ricci, Lesley",Stats in Psychological Resrch,40717,-7.8
"Kimball, Grayson",Stats in Psychological Resrch,41855,7.0
"Spikes, Karen",Social Psychology,40016,-0.9
"Spikes, Karen",Developmental Psychology,40010,-0.1
"Cisewski, Dawn",Abnormal Psychology,40272,4.5
"Eidson, Robert",Cognition,40273,-0.7
"Melloni Jr, Richard",Psychopharmacology,40639,-1.1
"Weine, Erienne",Laboratory in Research Design,41868,-2.2
"Eidson, Robert",Laboratory in Cognition,40901,7.2
"Nielson, Catherine",Lab in Social Psychology,41498,6.6
"Prokosch, Mark",Seminar in Social Psychology,40902,6.5
"Sikes, Robert",Neuroscience,41591,-0.7
"Marchand, James",Lab for PT 5138,41592,-23.0
"Furmanek, Mariusz",Lab for PT 5138,41592,-6.4
"Sikes, Robert",Lab for PT 5138,41592,-9.7
"Kiami, Sheri",Lab for PT 5138,41592,-11.7
"Marchand, James",Lab for PT 5138,41593,-15.1
"Furmanek, Mariusz",Lab for PT 5138,41593,-1.4
"Sikes, Robert",Lab for PT 5138,41593,-1.2
"Kiami, Sheri",Lab for PT 5138,41593,-5.1
"Marchand, James",Lab for PT 5138,41594,-23.4
"Furmanek, Mariusz",Lab for PT 5138,41594,0.5
"Sikes, Robert",Lab for PT 5138,41594,-1.9
"Kiami, Sheri",Lab for PT 5138,41594,-6.1
"Golub-Victor, Ann",Motor Cntrl/Develpmnt/Learning,41595,12.6
"Cheerman, Heidi",Motor Cntrl/Develpmnt/Learning,41595,11.3
"Kiami, Sheri",Lab for PT 5150,41596,3.1
"Tscherne, David",Lab for PT 5150,41597,8.1
"Cheerman, Heidi",Lab for PT 5150,41597,8.3
"Lopes, Alexandre",Lab for PT 5150,41598,9.6
"Watkins, Maureen",Lab for PT 5515,41599,-3.7
"Donlan, Pamela",Lab for PT 5515,41599,-4.3
"Tscherne, David",Lab for PT 5515,41600,-8.9
"Blood, Laura",Lab for PT 5515,41600,-3.4
"Watkins, Maureen",Lab for PT 5515,41601,7.4
"Donlan, Pamela",Lab for PT 5515,41601,7.4
"Power, Michael",Supply Chain  Operations Mgmt,40202,-0.1
"Power, Michael",Supply Chain  Operations Mgmt,40203,-2.3
"Eroglu, Cuneyt",Ops and Supply Chain Mgmt,40528,4.2
"Powell, Adam",Healthcare Supply Chain Ops,40472,-5.1
"Martin, Elizabeth",Spch-Lang Patholgy Med Settngs,41794,3.2
"Hammons, Jonathan",Counseling in SLP,40871,2.7
"Piel, Jordan",Accent Modification for SLP,41069,-6.9
"Fine, Susan",Language Literacy Exp Prog,41467,-0.9
"Braswell, Taylor",Introduction to Sociology,40891,-2.8
"Maron, Samuel",Introduction to Sociology,41678,6.2
"Darom, Naomi",Gender in a Changing Society,41505,-5.8
"Sokol, Claudia",Elementary Spanish 1,40005,-22.7
"Muino, Tania",Elementary Spanish 2,40004,7.2
"Canavan, Yanet",Intermediate Spanish 1,41119,5.3
"Muino, Tania",Intermediate Spanish 2,41120,-15.2
"Cuenca, Daniel",Advanced Spanish 1,41349,4.5
"McCullough, Robert",Strategy in Action,40011,-8.5
"Raynus, Joseph",Strategy in Action,40731,-9.7
"Spector, Bert",Strategy in Action,40312,5.1
"McCullough, Robert",Strategy in Action,40330,0.7
"Clark, Edmund",Managing a Tech-Based Business,40104,3.3
"Katz, Ralph",Tech Entrepreneur as Leader,40277,-1.6
"Carr, Jonathan",Improvisation,41352,1.1
"Carr, Jonathan",Introduction to Acting,40332,0.4
"O'Leary, Bridget",The Eloquent Presenter,40559,3.5
"O'Leary, Bridget",The Eloquent Presenter,40602,-5.8
"Allen, Gregory",The Eloquent Presenter,41009,5.4
"Allen, Gregory",The Eloquent Presenter,41353,-4.5
"Abels, Margot",Intro Womens/Gender/Sexuality,41547,6.6
"Bucar, Elizabeth",Sex in Judasm/Christnity/Islam,40952,1.6
"Adler, Libby","Sexuality, Gender, and the Law",41419,4.7
"Arcadipone, Diana",Arts and Culture Leadership,35561,-9.1
"Kenyon, Arnold",Experiential Study,37790,9.0
"Evans, Darren",Programming and Engagement,35734,2.6
"Evans, Brooke",Building Value Cultural Enterp,37791,5.2
"Kenyon, Arnold",Audience Engagement,37792,-1.2
"Xiao, Xia",Financl Accounting  Reporting,30518,-3.0
"Vittori, Kamber",Financl Accounting  Reporting,30487,0.9
"Vittori, Kamber",Financl Accounting  Reporting,30486,3.5
"Xiao, Xia",Financl Accounting  Reporting,30485,-9.1
"Xiao, Xia",Financl Accounting  Reporting,30484,-4.8
"Russo, Anthony",Financl Accounting  Reporting,30483,-3.9
"Zhang, Yue",Financl Accounting  Reporting,30482,1.3
"Ruff, Michael",Financl Accounting  Reporting,30102,-1.1
"Ruff, Michael",Financl Accounting  Reporting,30022,-1.2
"Vittori, Kamber",Financl Accounting  Reporting,30061,3.1
"Martin, Kristina",Financl Accounting  Reporting,30336,-13.7
"Zhang, Yue",Financl Accounting  Reporting,30245,-0.0
"Krishnamoorthy, Ganesh",Financl Accounting  Reporting,31766,5.2
"Zhang, Yue",Financl Accounting  Reporting,34363,2.1
"O'Kelly, Peggy",Financl Accounting  Reporting,35278,4.1
"Goldman, William",Financl Accounting  Reporting,31082,2.3
"Goldman, William",Financl Accounting  Reporting,31083,-1.3
"Zullo, Ronald",Managerial Accounting,30481,-5.4
"Mello Codesso, Mauricio",Managerial Accounting,30480,-0.8
"Russo, Anthony",Managerial Accounting,30479,-1.2
"Moreno, Kimberly",Managerial Accounting,30478,3.6
"Mello Codesso, Mauricio",Managerial Accounting,30477,-0.3
"Moreno, Kimberly",Managerial Accounting,30335,-4.3
"O'Haver, Robert",Managerial Accounting,30985,6.7
"Regan, James",Managerial Accounting,31572,-12.3
"Zullo, Ronald",Managerial Accounting,32271,-3.2
"Sunderland, Daniel",Managerial Accounting,32688,-1.5
"Sunderland, Daniel",Managerial Accounting,33224,5.4
"Gagnon, Timothy",Bus Law  Professional Ethics,30986,-4.4
"Fitzgerald, Brian",Financl Reporting  Analysis 1,30476,2.2
"Fitzgerald, Brian",Financl Reporting  Analysis 1,30122,4.2
"O'Haver, Robert",Advisory Serv  Emerging Acct,37801,4.5
"Goldman, William",Stratgc Cost Anly for Decision,30474,-3.4
"Bame-Aldred, Charles",Auditing  Other Assur Srvcs,30229,5.6
"Zullo, Ronald",Inc Tax Detrmnation  Planning,30475,-14.7
"Ginsberg, Laurance",Inc Tax Detrmnation  Planning,31567,1.6
"O'Kelly, Peggy",Financl Reporting  Analysis 2,30473,0.1
"O'Kelly, Peggy",Financl Reporting  Analysis 2,30573,6.1
"Petit, Matthew",Fin Reptg  Manag Dec Mkg 1,30915,1.6
"Bame-Aldred, Charles",Fin Reptg  Manag Dec Mkg 1,32391,3.6
"Williams, Christina",Fin Reptg  Manag Dec Mkg 2,30702,6.2
"Sherman, H",Strategic Cost Management,30913,2.0
"Castor, Nicole",Black Popular Culture,35264,-9.0
"Jackson, Eric",John Coltrane  Hist Jazz,35265,7.2
"Lee, Matthew",Race Identity Soc Change Empw,36103,8.1
"Lee, Matthew",Race Identity Soc Change Empw,38796,6.7
"Panford, Kwamina",Intro to African Studies,35266,-0.6
"Wamai, Richard",Introduction to Global Health,33176,-3.2
"Panford, Kwamina",Africa Today,33356,-1.8
"Velez, Elisa",Elementary ASL 1,37725,-18.9
"Velez, Elisa",Elementary ASL 1,30075,-6.3
"Wilson, Keri",Elementary ASL 1,31108,-3.5
"Gough, Jenny",Elementary ASL 1,38728,-2.8
"Bournazian, Alma",Elementary ASL 2,30074,2.4
"Wilson, Keri",Elementary ASL 2,34205,-12.8
"Bournazian, Alma",Intermediate ASL 1,35691,6.8
"Bournazian, Alma",Intermediate ASL 2,30073,9.3
"Gluck, Zoltan",Peoples and Cultures,30321,-2.1
"Karsak, Baran",Peoples and Cultures,37742,-0.5
"Sylvanus, Nina",Global Markets  Local Culture,31735,1.5
"Deniz Rasit, Ezgi",Ethnographic Field Experience,37743,-0.7
"Weinstein, Liza",Culture/Politics Modern India,37745,6.9
"Sylvanus, Nina",Senior Seminar,30994,9.8
"Bruce, Muna",Elementary Arabic 1,30098,6.0
"Bruce, Muna",Elementary Arabic 1,31432,1.5
"Mustafa, Shakir",Elementary Arabic 2,30097,0.5
"Wright, Alysoun",Fundamental Arch Representatn,34243,3.4
"Hale, Mary",Fundamental Arch Representatn,34243,3.8
"Wright, Alysoun",Fundamental Arch Representatn,34244,0.5
"Hale, Mary",Fundamental Arch Representatn,34244,1.7
"Wright, Alysoun",Fundamental Arch Representatn,34245,-5.5
"Hale, Mary",Fundamental Arch Representatn,34245,-5.0
"Wright, Alysoun",Fundamental Arch Representatn,34661,-5.7
"Hale, Mary",Fundamental Arch Representatn,34661,-5.6
"Wright, Alysoun",Fundamental Arch Representatn,38429,1.1
"Hale, Mary",Fundamental Arch Representatn,38429,0.9
"Wright, Alysoun",Fundamental Arch Representatn,38442,0.9
"Hale, Mary",Fundamental Arch Representatn,38442,0.5
"Winston, ElDante",Fundamental Arch Design,30457,7.7
"Haouzi, Chana",Fundamental Arch Design,30456,5.5
"Hait, Benjamin",Fundamental Arch Design,30455,-7.0
"Salamoun, Danny",Fundamental Arch Design,34242,8.5
"Okazaki, Matthew",Fundamental Arch Design,34487,10.5
"Gagnebin, Ryan",Fundamental Arch Design,36098,13.7
"Kuong, Ho In",Fundamental Arch Design,36097,8.7
"Ashby, Emily",Fundamental Arch Design,38427,10.2
"Peek, Benjamin",Fundamental Arch Design,38443,-18.8
"Chang, Gloria",Fundamental Arch Design,38785,3.3
"Winston, ElDante",Buildings and Cities,31545,1.9
"Yu, Shuishan",Buildings and Cities,36095,-7.9
"Gin, Matthew",Buildings and Cities,38025,5.0
"Hara, Mari",Buildings and Cities,38428,3.8
"Hale, Mary",Understanding Design,33041,-1.9
"Love, Timothy",Urban Institutions,30454,8.8
"Sheldahl, Paxton",Urban Institutions,30453,1.4
"Barker, Kyle",Urban Institutions,30100,9.1
"Hollywood, Elizabeth",Urban Institutions,35391,7.1
"Izeogu, Chimaobi",Urban Institutions,35392,3.7
"Yu, Shuishan",Hist of Chinese Architecture,37517,0.7
"Maulsby, Lucy",Modern Architecture,32400,9.1
"Maulsby, Lucy",Modern Architecture,35394,3.9
"Costa, Xavier",Architecture Conservation,38084,2.5
"Brown, Nicholas",Topics - Architectural History,37519,8.7
"Gin, Matthew",Topics - Architectural History,37520,10.2
"Brown, Nicholas",Topics - Architectural History,37521,6.9
"Love, Andrea",Environmental Systems,39136,-21.5
"Marquis, Tracy",Environmental Systems,34758,-24.4
"Costa, Xavier",Adv. Topics in Arch. History,32283,0.3
"Gin, Matthew",Adv. Topics in Arch. History,37932,8.2
"Miklos, Robert",Advanced Arch Communication,32117,-6.7
"Wales, Thomas",Advanced Arch Communication,32117,-6.3
"Wiederspahn, Peter",Advanced Arch Communication,32848,7.3
"Sheldahl, Paxton",Advanced Arch Communication,34389,3.4
"Bishop, Scott",Advanced Arch Communication,34709,-19.1
"Li, Ang",Advanced Arch Communication,35400,0.6
"Lawrence, Amanda",Architectural Studies Capstone,34249,6.8
"Carr, Sara",Option Studio,33042,3.5
"Li, Ang",Option Studio,33043,12.7
"Kana, Patrick",Option Studio,37944,10.1
"Wiederspahn, Peter",Option Studio,37944,10.0
"Turan, Irmak",Option Studio,37948,5.7
"Fannon, David",Comprehensive Design Studio,37524,-1.7
"Fannon, David",Comprehensive Design Studio,37525,-14.8
"Laboy, Michelle",Comprehensive Design Studio,37526,-6.8
"Laboy, Michelle",Comprehensive Design Studio,37527,-6.8
"Ransmeier, Abigail",Comprehensive Design Studio,37528,-4.1
"Ransmeier, Abigail",Comprehensive Design Studio,37529,-4.1
"Marquis, Tracy",Environmental Systems,35745,-24.4
"Love, Andrea",Environmental Systems,39211,-21.5
"Laboy, Michelle",Integrated Building Systems,30699,-7.0
"Bishop, Scott",Design Tactics and Operations,31531,-8.8
"Lawrence, Amanda",Design Tactics and Operations,34391,6.8
"Kennen, Kathryn",Design Tactics and Operations,35401,-4.1
"Kennen, Kathryn",Design Tactics and Operations,37531,1.8
"Meves, Cullen",Design Tactics and Operations,37949,-1.9
"Love, Timothy",Real Estate Dev  Design,33205,8.7
"Illia-Sheldahl, Silvia",Grad Studio 1: Arch Design,33206,1.5
"Love, Timothy",Graduate Topics Architecture,30690,8.7
"Shatkin, Gavin",Graduate Topics Architecture,32741,7.2
"Baranski, Mark",Graduate Topics Architecture,30940,-14.7
"Cephas, J",Graduate Topics Architecture,34402,-0.4
"Carr, Sara",Graduate Topics Architecture,37533,-1.1
"Munn, Jeremy",Case Studies 2,30698,-8.5
"Cephas, J",Master's Degree Project,30697,13.7
"Rupnik, Ivan",Master's Degree Project,30680,1.2
"Fannon, David",Master's Degree Project,37535,9.5
"Adams, Daniel",Master's Degree Project,37536,5.9
"Tames, David",Narrative Basics,32376,1.6
"Brens, Luis",Introduction to Photography,30449,-8.2
"Luong, Tony",Introduction to Photography,30448,7.0
"Mueller Robinson, Dana",Introduction to Photography,37072,6.7
"Greitzer, Andrea",Introduction to Photography,38617,3.0
"Brens, Luis",Photo Tools,30506,-17.4
"Brens, Luis",Photo Tools,37073,-17.0
"Greitzer, Andrea",Photo Tools,38087,-15.7
"Seo, Gapyuel",Animation Basics,35484,-24.5
"Seo, Gapyuel",Animation Tools,35485,-29.9
"Tames, David",Video Basics,30447,-3.3
"Tames, David",Video Tools,30566,-0.2
"Mueller Robinson, Dana",Photography: Concept + Process,34527,2.3
"Seo, Gapyuel",Animation 1,32494,-12.3
"Seo, Gapyuel",Character Design for Animation,37074,-11.8
"Hechtman, Julia",Experimental Video,35487,-2.3
"Mueller Robinson, Dana",Photo: Vis Strat + Context,37075,4.9
"Hechtman, Julia",Media Arts Degree Project 2,32093,6.4
"Chute, Hillary",Art  Design Special Topics,37970,6.0
"Thorne, Jamal",Art  Design at NU,32094,0.7
"Ainslie, Sophia",Observational Drawing,30451,2.4
"Borgstrom, Skylar",Observational Drawing,30214,6.7
"Ainslie, Sophia",Observational Drawing,30613,7.6
"Ainslie, Sophia",Observational Drawing,32530,2.8
"Thorne, Jamal",Observational Drawing,36105,9.9
"Stewart, Brooke",Conceptual Drawing,30055,-3.5
"Groudas, Hannah",Conceptual Drawing,35488,6.1
"Thorne, Jamal",Color and Composition,38024,-4.7
"Brown, Judith",Color and Composition,33221,-5.1
"Thorne, Jamal",Color and Composition,31092,-7.1
"Borgstrom, Skylar",Color and Composition,32517,0.7
"Thibeault, Peter",Color and Composition,32526,-1.5
"Thibeault, Peter",Color and Composition,32863,-11.0
"Ivy, Candice",Color and Composition,33214,-3.8
"Kane, John",Color and Composition,34296,-1.6
"Stewart, Brooke",Color and Composition,38010,6.0
"Menendez, Jose",Color and Composition,38012,4.2
"Borgstrom, Skylar",Color and Composition,38013,-3.6
"Cao, Anqi",Color and Composition Tools,32171,-11.7
"Welch, Leah",Color and Composition Tools,32518,1.8
"Cao, Anqi",Color and Composition Tools,38033,-31.0
"Caras, Benjamin",Form and Structure,30450,5.1
"Caras, Benjamin",Form and Structure,30212,8.0
"Svoronos, Dennis",Form and Structure,35489,-0.8
"Caras, Benjamin",Form and Structure,38704,-5.2
"Svoronos, Dennis",Form and Structure Tools,34252,1.8
"Svoronos, Dennis",Form and Structure Tools,38665,6.2
"Svoronos, Dennis",Form and Structure Tools,38672,-1.0
"Svoronos, Dennis",Form and Structure Tools,38673,-4.7
"Kanouse, Sarah",Movement and Time,31256,8.5
"Hechtman, Julia",Movement and Time,32519,-0.2
"Rettmer, Laine",Movement and Time,37076,5.4
"Kanouse, Sarah",Movement and Time,37077,5.6
"Rettmer, Laine",Movement and Time,38560,7.6
"Maduri, Madison",Movement and Time Tools,32520,6.0
"Pensyl, W Russell",Experience and Interaction,30219,-6.3
"Gradecki, Jennifer",Experience and Interaction,31257,9.9
"Curry, Derek",Experience and Interaction,33196,1.3
"Green, Jesse",Experience and Interaction,34701,-23.5
"Green, Jesse",Experience and Interaction,38014,-11.3
"Jaleel, Mohammad",Experience  Interaction Tools,31258,-7.9
"Terrado, Kate",Design Process Context/Systems,32377,2.2
"Terrado, Kate",Design Process Context/Systems,32525,7.0
"Menendez, Jose",Design Process Context/Systems,32766,8.1
"Hopkins, Jessica",Design Process Context/Systems,33338,5.6
"Dawson, Alexander",Design Process Context/Systems,33472,-1.6
"Richards, Jessie",Design Process Context/Systems,33917,2.4
"Dawson, Alexander",Design Process Context/Systems,34254,-2.5
"Shown, Benjamin",Design Process Context/Systems,37079,-2.8
"Smith, Daryl",Typography 1,30440,2.6
"Domoradova, Olya",Typography 1,32851,-2.6
"Kane, John",Typography 1,33912,-0.9
"Abbot, Sixten",Typography 1,34255,4.5
"Menendez, Jose",Typography 1,37083,2.0
"Aparicio, Ernesto",Typography 1,37084,4.2
"Branagan, John",Type Tools,30067,-10.7
"Kane, John",Graphic Design 1,30442,7.4
"Laughlin, Mark",Graphic Design 1,31142,-7.5
"Dawson, Alexander",Graphic Design 1,32853,0.3
"Smith, Daryl",Graphic Design 1,34256,8.5
"Sivak, Mark",Programming Basics,32378,4.3
"Millard, Richard",Interaction Dsgn 1: Responsive,32496,-7.6
"Millard, Richard",Interaction Dsgn 1: Responsive,32852,2.0
"Alekseeva, Daria",Interaction Design Tools,33191,4.0
"Bhargava, Rahul",Physical Computing,38113,7.4
"Domoradova, Olya",Typography 2,30211,-11.5
"Aparicio, Ernesto",Typography 2,32380,-6.0
"Smith, Daryl",Typography 2,34258,9.3
"Laughlin, Mark",Typography 2,34572,-10.6
"Laughlin, Mark",Typography 2,37086,2.0
"Barrios Ponce, Margarita",Graphic Design 2,30560,6.5
"Barrios Ponce, Margarita",Graphic Design 2,32509,6.2
"Murphy, Colleen",Graphic Design 2,36106,7.3
"Scott, Douglass",Information Design 1,30439,4.4
"Starr, Thomas",Information Design 1,35492,-9.9
"Ciuccarelli, Paolo",Information Design 1,36230,-6.3
"Linkner, Todd",Information Design 1,38392,11.5
"Budnitz, Alexander",Identity and Brand Design,33194,4.7
"Felde, Nathan",Identity and Brand Design,35493,-4.3
"Budnitz, Alexander",Identity and Brand Design,36286,-2.7
"McDonald, Ann",Experience Design 1,33217,-2.8
"McDonald, Ann",Experience Design 1,34564,0.4
"Hirsch, Edward",Experience Design 2,33192,3.4
"Kim, Miso",Interaction Dsgn 2: Mobile,33193,8.8
"Perovich, Laura",Interaction Dsgn 2: Mobile,37088,3.0
"Arnold Mages, Michael",Design Degree Project 1,32527,-1.6
"Stein, Karen",Design Degree Project 1,32782,0.3
"Chornyak, Brooke",Design Degree Project 2,36775,3.6
"Domoradova, Olya",Design Degree Project 2,30593,2.9
"Starr, Thomas",Design Degree Project 2,33328,-7.7
"Kane, John",Typography 3,31093,10.5
"Scott, Douglass",Graphic Design Synthesis,35494,5.5
"Sivak, Mark",Interaction Team Project 2,32379,3.5
"Perovich, Laura",Interaction Team Project 2,37089,-9.5
"Terrado, Kate",Inf Vis Principles  Practices,34260,2.3
"Terrado, Kate",Info Dsgn Critique Seminar,35495,-7.5
"Hull, Carmen",Visual Cognition,37090,-9.3
"Hull, Carmen",Visual Cognition,39278,-2.0
"Geofrey, Steven",Statistics for Designers,38625,10.3
"Geofrey, Steven",Vis Tech 1: Fundamentals,33717,6.5
"Grewal, Navarjun",Visualization Technologies 2,39377,-9.8
"Felde, Nathan",Design Systems,38016,-1.9
"Cruz, Pedro Miguel",Information Design Studio 2,32767,-16.6
"Dubberly, Andrew",Info Design Theory/Crit Think,38883,4.2
"Arnold Mages, Michael",Design for Behavior/Experience,33718,9.1
"Ciliotta Chehade, Estefania",Design for Behavior/Experience,36107,-2.4
"Kim, Miso",Experience Design Studio 2,34262,0.1
"Offenhuber, Dietmar",Design Project and Exhibition,38538,4.1
"Pensyl, W Russell",Interactive Media and Society,32878,-19.4
"Hawley, Elizabeth",Ancient-Medieval AD History,30452,1.8
"Hawley, Elizabeth",Renaissance-Modern AD History,31259,5.0
"Hawley, Elizabeth",Modern Art  Design History,30567,1.3
"Sutton, Gloria",Contemp Art  Design History,30009,3.2
"Chute, Hillary",Survey of Still  Moving Image,30106,4.9
"Scott, Douglass",History of Graphic Design,32162,5.7
"Scott, Douglass",History of Graphic Design,37095,5.4
"Andrews, Edwin",Painting Basics,30246,-1.3
"Cantor, Mira",Painting Basics,33197,-9.2
"Cantor, Mira",Drawing in Mixed Media,34263,-4.0
"Havens, Thomas",East Asian Studies,30401,-3.8
"Thai, Philip",East Asian Studies,37007,-2.7
"Leslin, Chesley",Bioinformatics Programming,33257,1.5
"Leslin, Chesley",Bioinformatics Programming,33259,0.6
"Leslin, Chesley",Bioinformatics Programming,35450,-10.9
"Kaluziak, Stefan",Bioinformatics Methods 1,33255,2.5
"Sweeney, Thadryan",Bioinformatics Methods 1,33256,-2.9
"Kaluziak, Stefan",Bioinformatics Methods 2,33258,7.4
"Kaluziak, Stefan",Bioinformatics Methods 2,35451,-0.5
"Mahmud, Ousman",Bioinformatics Methods 2,33305,-20.6
"Kaluziak, Stefan",Genomics in Bioinformatics,37537,-13.9
"Susienka, Alexander",Professional Develop for Co-op,37540,4.4
"Susienka, Alexander",Professional Develop for Co-op,37541,11.9
"Bajpayee, Ambika",Biomechanics,34458,-2.6
"Chung, Samuel",Quantitative Physiology,32324,-3.2
"Edwards, Aurelie",Quantitative Physiology,35871,2.1
"Jaeggli, Michael",BioE Measure/Experiment/Stats,33101,-0.3
"Markewich, Helen Ann",Lab for BIOE 2365,37481,2.6
"Markewich, Helen Ann",Lab for BIOE 2365,37873,8.1
"Markewich, Helen Ann",Lab for BIOE 2365,37871,-1.2
"Li, Jiahe",Bioelectricity,33103,-0.2
"Yaseen, Mohammad",Bioelectricity,34775,-8.4
"Minkara, Mona",Biomolecular Dynamics/Control,32673,4.3
"Asthagiri, Anand",Biomolecular Dynamics/Control,35546,-0.1
"Markewich, Helen Ann",Capstone Design 2,33881,-2.7
"Ruberti, Jeffrey",Capstone Design 2,33881,-7.8
"Jaeggli, Michael",Capstone Design 2,33881,-0.7
"Lannin, Timothy",Capstone Design 2,33881,-0.9
"Shi, Shiaoming",Special Topics Bioengineering,37483,3.7
"Levine, Herbert",Special Topics Bioengineering,37484,-2.9
"Lu, Mingyang",Special Topics Bioengineering,37484,5.1
"Levine, Erel",Special Topics Bioengineering,37485,1.4
"Sontag, Eduardo",Dynamic Sys in Biological Engr,37486,-3.6
"Carp, Stefan",Biomedical Imaging,37940,-0.4
"Kent, Joel",Design of Medical Devices,33507,-1.7
"Rouhanifard, Sara",Molecular Bioengineering,33104,5.4
"Shi, Shiaoming",Cellular Engineering,32828,0.4
