instructor,course_title,course_id,professor_score
"Milane, Lara",Basic Biotechnology Lab Skills,35759,0.1
"Dhimo, Christa",The Biotechnology Enterprise,35762,14.3
"Dhimo, Christa",The Biotechnology Enterprise,35763,15.4
"Dhimo, Christa",Managing  Leading Biotech Com,34267,19.8
"Graffeo, Anthony",Managing  Leading Biotech Com,34268,6.5
"Cilla, Donald",Econ/Marketing for Biotech Mgr,34269,-0.3
"Ozturk, Sadettin",Cell Culture Proc/Biophrm Prod,35761,-22.1
"Kimani, Martin",Cell Culture Proc/Biophrm Prod,35787,11.2
"Dixon, Daniel",Drug Prodct Processes Biopharm,32666,7.3
"Fernandez, Jason",Drug Prodct Processes Biopharm,32666,7.3
"Dixon, Daniel",Drug Prodct Processes Biopharm,35194,-9.4
"Fernandez, Jason",Drug Prodct Processes Biopharm,35194,-8.7
"Gaur, Anupama",Higher-Order Struct Analytics,35198,-14.0
"Clauson, Ryan",Higher-Order Struct Analytics,35199,-8.6
"Li, Xuesong",Experimental Design/Biostats,34674,7.0
"Paparounas, Demetra",Experimental Design/Biostats,35195,4.5
"Li, Xuesong",Experimental Design/Biostats,35196,12.0
"Harrison, Vanecia",Professional Develop for Co-op,32988,-8.5
"Harrison, Vanecia",Professional Develop for Co-op,34041,-7.3
"Harrison, Vanecia",Professional Develop for Co-op,37915,-14.1
"Broadbelt, Kevin",Biotechnology Applications Lab,32663,2.4
"Broadbelt, Kevin",Biotechnology Applications Lab,32664,-18.4
"Viskatis, Luis",Biotechnology Applications Lab,32665,-0.7
"Broadbelt, Kevin",Biotechnology Applications Lab,35197,6.5
"Viskatis, Luis",Biotechnology Applications Lab,37716,-68.9
"Gates, Jerome",Introduction to Business,31398,9.5
"McCarty, Paulette",Introduction to Business,31398,1.4
"McCarty, Paulette",Introduction to Business,31399,-0.4
"Shimer, William",Introduction to Business,31399,4.0
"Nardone, Anthony",Introduction to Business,31450,5.0
"McCarty, Paulette",Introduction to Business,31450,8.3
"McCarty, Paulette",Introduction to Business,31451,-2.0
"Olson, Sven",Introduction to Business,31451,2.8
"Gates, Jerome",Introduction to Business,31531,-6.1
"McCarty, Paulette",Introduction to Business,31531,-62.9
"McCarty, Paulette",Introduction to Business,31532,-18.5
"Shimer, William",Introduction to Business,31532,-11.6
"McCarty, Paulette",Introduction to Business,31552,4.5
"Olson, Sven",Introduction to Business,31552,6.2
"Rafferty, James",Introduction to Business,34645,-25.3
"McCarty, Paulette",Introduction to Business,34645,-19.4
"McCarty, Paulette",Introduction to Business,31805,-6.6
"Muscolino, Vincent",Introduction to Business,31805,-6.5
"Rafferty, James",Introduction to Business,32172,-15.1
"McCarty, Paulette",Introduction to Business,32172,-8.2
"McCarty, Paulette",Introduction to Business,32711,5.0
"Wargo, Richard",Introduction to Business,32711,12.0
"McCarty, Paulette",Introduction to Business,32712,1.7
"Wargo, Richard",Introduction to Business,32712,3.7
"Nardone, Anthony",Introduction to Business,32963,-10.3
"McCarty, Paulette",Introduction to Business,32963,-17.1
"Coleman, Kerry",Introduction to Business,32964,5.1
"McCarty, Paulette",Introduction to Business,32964,-3.7
"Boviard, Carolyn",Introduction to Business,34644,-9.9
"McCarty, Paulette",Introduction to Business,34644,-20.1
"McCarty, Paulette",Introduction to Business,34843,7.0
"Elias, Gunther",Introduction to Business,35969,5.2
"McCarty, Paulette",Introduction to Business,35969,-17.5
"McCarty, Paulette",Introduction to Business,36122,-8.2
"Shimer, William",Introduction to Business,36122,-10.7
"McEwen, Kayla",Personal Skill Dev - Business,30005,3.5
"Basmajian, Maureen",Personal Skill Dev - Business,30027,-0.8
"McEwen, Kayla",Personal Skill Dev - Business,30019,-3.4
"Hauck, Heather",Personal Skill Dev - Business,30072,-9.1
"McEwen, Kayla",Personal Skill Dev - Business,30126,3.6
"McEwen, Kayla",Personal Skill Dev - Business,34046,-3.3
"McEwen, Kayla",Personal Skill Dev - Business,34619,0.9
"Hersh, Kelsey",Personal Skill Dev - Business,35872,-8.1
"Kane, Mary",Personal Skill Dev - Business,35876,2.0
"Chewning, Esther",Personal Skill Dev - Business,38499,0.5
"Hauck, Heather",Personal Skill Dev - Business,38500,-9.3
"Shea, Margaret",Prof Development for Co-op,36513,2.7
"Richmond, Megan",Prof Development for Co-op,37508,7.5
"Sands, Erica",Prof Development for Co-op,37880,11.1
"Larson, Elizabeth",Prof Development for Co-op,37881,9.4
"Sherman, Aryn",Prof Development for Co-op,37883,9.3
"DiTullio, Jenna",Prof Development for Co-op,37885,11.8
"Bognanni, Charles",Prof Development for Co-op,37886,16.9
"Miller, Maura",Prof Development for Co-op,37887,11.3
"Kakas, Sallyann",Prof Development for Co-op,37889,1.2
"Dropkin-Mackey, Andrea",Prof Development for Co-op,37890,2.9
"Harrington, Kelly",Prof Development for Co-op,37891,-1.9
"Levine, Elinor",Prof Development for Co-op,37892,-9.9
"Mauristhene, Ernest",Prof Development for Co-op,37893,-4.7
"Gonzalez, Frankie",Prof Development for Co-op,37894,4.8
"Roberts, Christina",Prof Development for Co-op,37895,-2.3
"Johnson, Brooke",Prof Development for Co-op,37896,8.1
"Clark, Elisha",Prof Development for Co-op,37897,4.9
"Crittenden, William",Fundamentals of Business,33640,6.1
"Sarikas, Lynne",Career Management,32527,-3.5
"Sarikas, Lynne",Career Management,30798,-3.1
"Tarasewich, Peter",Business Analytics,35504,-17.5
"Tarasewich, Peter",Business Analytics,36215,-13.8
"Hammons, Jonathan",Counseling Thry  Practice,30297,0.8
"Aideyan, Babatunde",Mental Health  Counseling,30234,1.4
"Lifter, Karin",EI: Assessment  Intervention,36570,2.4
"Modrowski, Crosby","Research, Eval  Data Analysis",36120,-6.8
"Li, Chieh",Culture and Diversity,31007,-18.3
"Kates, Todd",Culture and Diversity,30768,-4.0
"Kim-Wong, Chong",Groups: Dynamics  Leadership,32456,11.9
"Kates, Todd",Human Sexuality,34641,1.5
"Robinson-Wood, Tracy",Psychopathology,30811,-5.5
"Roeder, Kathryn",Child  Adol Psychopathology,31006,4.0
"Kates, Todd",CommunityCounseling Psychology,31061,0.0
"Gittins Stone, Daniel",Group Counseling,31962,0.0
"Braga-Kenyon, Paula",Programmed Learning,32453,-2.6
"Braga-Kenyon, Paula",Programmed Learning,33939,16.8
"Davis, Nicole",Behavioral Concepts  Princpls,37685,3.8
"Laprime, Amanda",Behavior Assessment,32118,1.6
"Williams, Ashley",Behavior Assessment,37686,-1.4
"Braga-Kenyon, Paula",Research  Design Methods,32119,1.7
"Braga-Kenyon, Paula",Research  Design Methods,36526,10.3
"Kenyon, Shawn",Service Administration,37687,-3.4
"Laprime, Amanda",Advanced Learning Seminar 2,34532,-1.4
"Kenyon, Shawn",Systematic Inquiry 2,32567,-6.8
"Kenyon, Shawn",Systematic Inquiry 2,33373,-7.0
"Kenyon, Shawn",Systematic Inquiry 2,36024,-4.6
"Codding, Robin",Learning Problems,31374,6.3
"Davis, Nicole",Behavior Management,31003,10.2
"Ferguson, Tyler",Intro Cognitive Assessment,31002,7.4
"Struzziero, Joan",Consultation  Program Eval,34858,3.8
"Ferguson, Tyler",Consultation  Program Eval,33692,1.4
"Robinson-Wood, Tracy",Substance Use and Treatment,33119,-7.5
"Wheeler, Cynthia",Counseling Children 2,33693,1.3
"Cox, Colin",Counseling Children 2,33694,-5.4
"Sanchez, William",Doc Sem - Counseling Psych,31263,-9.8
"Clark, Erika",Adv Clinical Assessment,37688,9.9
"Sanchez, William",Legal/Ethical Issues - Comm/Ed,30991,2.0
"Bradley, Susan",Practicum in Counsel Psych,31001,1.5
"Love, Jamica",College Student Dev Prac 2,31296,-41.1
"DuBois, Matthew",Practicum in School Psych 2,30998,2.0
"Martin, Ryan",Practicum in School Psych 2,31376,-36.3
"Gurdin, Lisa",ABA Practicum 2,33370,9.0
"Gatzunis, Ksenia",ABA Practicum 2,34642,15.4
"Witten, Edward",General Chem for Engineers,30323,9.2
"Dilworth, Ryan",Recitation for CHEM 1151,30701,3.1
"Dilworth, Ryan",Recitation for CHEM 1151,30703,-12.6
"Dransfield, Timothy",General Chemistry,35376,4.0
"Pukhov, Mikhail",Lab for CHEM 1161,35378,-9.1
"Kaufold, Benjamin",Recitation for CHEM 1161,35379,8.6
"Kaufold, Benjamin",Recitation for CHEM 1161,35380,-2.0
"Toher, Christopher",General Chemistry 1,30322,4.3
"Iyengar, Suhasini",Lab for CHEM 1211,31557,11.1
"Pukhov, Mikhail",Lab for CHEM 1211,30293,-6.2
"Pathira Kankanamge, Lakindu",Lab for CHEM 1211,30292,-11.3
"Said, Ahmed",Recitation for CHEM 1211,30291,-1.2
"Said, Ahmed",Recitation for CHEM 1211,33391,6.7
"Said, Ahmed",Recitation for CHEM 1211,32986,-22.4
"Lykourinou, Vasiliki",General Chemistry 2,30321,1.7
"Lykourinou, Vasiliki",General Chemistry 2,30662,5.6
"Lykourinou, Vasiliki",General Chemistry 2,32070,2.7
"Toher, Christopher",General Chemistry 2,30050,-1.4
"Alam, Novera",Lab for CHEM 1214,30289,1.4
"McIsaac, James",Lab for CHEM 1214,30287,3.7
"McIsaac, James",Lab for CHEM 1214,30282,6.8
"Hilston, Samantha",Lab for CHEM 1214,30281,9.9
"Lu, Hao",Lab for CHEM 1214,30280,12.5
"McIsaac, James",Lab for CHEM 1214,30257,4.3
"Pathira Kankanamge, Lakindu",Lab for CHEM 1214,30256,5.1
"Alam, Novera",Lab for CHEM 1214,30048,12.1
"Alam, Novera",Lab for CHEM 1214,30702,-9.6
"Lu, Hao",Lab for CHEM 1214,31846,-3.7
"Hilston, Samantha",Lab for CHEM 1214,32987,-19.5
"Lu, Hao",Lab for CHEM 1214,37904,8.5
"Micheloni, Emily",Recitation for CHEM 1214,30279,2.9
"Bower, Duncan",Recitation for CHEM 1214,30277,-2.0
"Ojeda, Monica",Recitation for CHEM 1214,30274,-1.0
"Micheloni, Emily",Recitation for CHEM 1214,30273,4.4
"Ojeda, Monica",Recitation for CHEM 1214,30669,10.7
"Packer, Morgan",Recitation for CHEM 1214,30047,-12.2
"Dilworth, Ryan",Recitation for CHEM 1214,30008,-13.7
"Ojeda, Monica",Recitation for CHEM 1214,33536,-7.0
"Packer, Morgan",Recitation for CHEM 1214,31592,-0.8
"Packer, Morgan",Recitation for CHEM 1214,31593,4.9
"Micheloni, Emily",Recitation for CHEM 1214,32126,2.1
"Martin, Cassandra",Recitation for CHEM 1214,38813,13.4
"Martin, Cassandra",Recitation for CHEM 1214,38815,15.5
"Mathews, Jude",Organic Chemistry1,30320,12.4
"Chung, Ken",Organic Chemistry1,33120,-12.2
"Fulton, Brian",Organic Chemistry1,35381,-10.5
"Zimmerman, Alan",Lab for CHEM 2311,30319,5.1
"Ren, Mengqi",Lab for CHEM 2311,30318,-27.4
"Ren, Mengqi",Lab for CHEM 2311,31306,-35.6
"Fang, Yang",Lab for CHEM 2311,31851,-9.8
"Cai, Jiansong",Lab for CHEM 2311,32094,-22.1
"Cai, Jiansong",Lab for CHEM 2311,34909,-9.2
"Sheehan, Candice",Lab for CHEM 2311,34910,-1.3
"Sullivan, Patrick",Lab for CHEM 2311,35382,5.8
"Sullivan, Patrick",Lab for CHEM 2311,35383,0.9
"Cai, Jiansong",Lab for CHEM 2311,32136,-10.8
"Sullivan, Patrick",Lab for CHEM 2311,35384,-7.7
"Fang, Yang",Lab for CHEM 2311,33444,-11.4
"Fang, Yang",Lab for CHEM 2311,35385,-7.6
"Ren, Mengqi",Lab for CHEM 2311,35386,-12.5
"Sheehan, Candice",Lab for CHEM 2311,35387,3.3
"Smith, Sam Jackson",Lab for CHEM 2311,37295,11.8
"Wagner, Alicia",Lab for CHEM 2311,37296,14.6
"Sheehan, Candice",Lab for CHEM 2311,37297,4.2
"Zimmerman, Alan",Lab for CHEM 2311,38450,2.9
"Wagner, Alicia",Lab for CHEM 2311,38451,12.0
"Kugabalasooriar, Sanga",Organic Chemistry 2,30317,-10.9
"Mathews, Jude",Organic Chemistry 2,33261,15.1
"Chung, Ken",Organic Chemistry 2,30693,-10.4
"Barnsley, Kelly",Lab for CHEM 2313,30316,12.0
"Huang, Lili",Lab for CHEM 2313,30315,-2.2
"Barnsley, Kelly",Lab for CHEM 2313,30313,2.1
"Li, Bohui",Lab for CHEM 2313,30312,7.0
"Li, Bohui",Lab for CHEM 2313,30311,0.8
"Barnsley, Kelly",Lab for CHEM 2313,31268,-2.1
"Myrthil, Nathalie",Lab for CHEM 2313,31269,2.6
"Smith, Sam Jackson",Lab for CHEM 2313,31270,4.4
"Myrthil, Nathalie",Lab for CHEM 2313,30308,-15.9
"Li, Bohui",Lab for CHEM 2313,30634,0.2
"Huang, Lili",Lab for CHEM 2313,30633,-8.2
"Li, Bohui",Lab for CHEM 2313,30030,0.9
"Myrthil, Nathalie",Lab for CHEM 2313,31271,-13.4
"Chen, Peiru",Lab for CHEM 2313,31272,5.9
"Huang, Lili",Lab for CHEM 2313,31315,-15.0
"Myrthil, Nathalie",Lab for CHEM 2313,31837,-29.1
"Chen, Peiru",Lab for CHEM 2313,31838,6.6
"Barnsley, Kelly",Lab for CHEM 2313,32137,8.0
"Huang, Lili",Lab for CHEM 2313,32138,-2.4
"Chen, Peiru",Lab for CHEM 2313,32139,-5.8
"Oyelaran, Oyindasola",Org Chm 1: Chem Majors,37298,11.0
"Kassu, Mintesinot",Lab for CHEM 2315,37299,12.7
"Oyelaran, Oyindasola",Org Chm 2: Chem Maj,30624,23.0
"Wagner, Alicia",Lab for CHEM 2317,30625,20.6
"Kassu, Mintesinot",Lab for CHEM 2317,30625,23.1
"Mabrouk, Patricia",Analytical Chemistry,37300,-38.1
"Hess, Erica",Lab for CHEM 2321,37301,-49.5
"Hess, Erica",Lab for CHEM 2321,38329,-36.0
"Deravi, Leila",Bioanalytical Chemistry,30307,6.1
"Murga, Leonel",Chem Thermodynamics  Kinetics,37302,-5.3
"Bower, Duncan",Lab for CHEM 3401,37303,5.2
"Lopez, Steven",Quantum Chem and Spectroscopy,31480,7.4
"Miller, Brandon",Lab for CHEM 3403,30045,20.2
"Murga, Leonel",Physical Chemistry,32842,-9.6
"Schwabe, Michael",Lab for CHEM 3431,34034,9.0
"Donnelly, Daniel",Lab for CHEM 3431,32843,2.7
"Schwabe, Michael",Lab for CHEM 3431,32843,3.3
"Donnelly, Daniel",Lab for CHEM 3431,32844,-18.2
"DePasquale, Joseph",Inorganic Chemistry,35388,8.9
"DePasquale, Joseph",Lab for CHEM 3501,35389,11.3
"DePasquale, Joseph",Recitation for CHEM 3501,35390,15.2
"Fulton, Brian",Organic Chemistry 3,32847,-16.4
"Fulton, Brian",Lab for CHEM 4456,32848,-12.6
"Fulton, Brian",Intro to Spectr of Org Compnds,32861,-10.6
"Fulton, Brian",ID of Org Compounds,30660,-14.0
"O'Doherty, George",Chemical Safety,37305,-41.5
"Ivanov, Alexander",Analytical Separations,35438,2.8
"Diem, Max",Optical Methods of Analysis,37906,-20.1
"Agar, Jeffrey",Protein Mass Spectrometry,37307,12.1
"Agar, Jeffrey",Protein Mass Spectrometry,38070,4.5
"Zhou, Zhaohui",Protein Chemistry,34020,2.0
"Skipwith, Christopher",Protein Chemistry,33266,-5.2
"Faraci, William",Protein Chemistry,37308,6.2
"Bou-Assaf, George",Protein Chemistry,38446,3.5
"Lee-Parsons, Carolyn",Prin of Chem Biol for Chemists,30784,14.2
"Hotchkiss, Amy",Lab for CHEM 5621,32563,-2.6
"Stern, Hannah",Lab for CHEM 5621,32563,-4.0
"Fulton, Brian",Prin Spec of Organic Compounds,31302,-10.6
"Ondrechen, Mary Jo",Molecular Modeling,30756,14.1
"O'Doherty, George",Organic Synthesis 2,31484,9.5
"Booth, Raymond",Bioorganic Chemistry,33318,15.7
"Martin, Iain",Topics in Organic Chemistry,37950,13.3
"Frenz, John",Analytical Biotechnology,34253,-24.0
"Frenz, John",Analytical Biotechnology,34255,-16.8
"Ngounou Wetie, Armand Gatien",Analytical Biotechnology,37844,-17.4
"Kirby, Stephanie",Intro to Engr Co-op Education,30668,1.7
"Nguyen, Julie",Intro to Engr Co-op Education,31251,0.0
"Gallaway, Joshua",Conservation Principles,32140,4.9
"Satvat, Behrooz",Transport Processes 1,30166,-0.9
"Satvat, Behrooz",Transport Processes 1,32243,11.0
"Satvat, Behrooz",Chemical Engr Thermodynamics 1,30556,1.1
"Kirby, Stephanie",Professional Issues in Engr,32976,-0.3
"Nguyen, Julie",Professional Issues in Engr,31252,-8.8
"Landherr, Luke",Transprt Procs 2  Separations,31452,5.2
"Bencherif, Sidi",Chem. Eng. Exp. Design 1,37185,-18.6
"Kimani, Martin",Chem. Eng. Exp. Design 1,35221,-5.5
"Kimani, Martin",Chem. Eng. Exp. Design 1,35222,-0.1
"Choi, Sunho",Chemical Engr Thermodynamics 2,32244,-12.8
"Hung, Francisco",Chemical Engr Thermodynamics 2,34220,0.1
"Koppes, Ryan",Chem. Eng. Exp. Design 2,37186,0.0
"Lejeune, Brian",Chemical Engineering Kinetics,30063,-2.3
"Landherr, Luke",Chemical Engr Process Control,30553,5.6
"Ekenseair, Adam",Design 1: Process Analysis,34635,-4.5
"Pfluger, Courtney",Design 2: Process Design,30551,-17.3
"Webster, Thomas",Design 2: Process Design,30551,-23.7
"Pfluger, Courtney",Design 2: Process Design,35830,-1.9
"Webster, Thomas",Design 2: Process Design,35830,1.0
"Pfluger, Courtney",Design 2: Process Design,37189,1.1
"Webster, Thomas",Design 2: Process Design,37189,-0.9
"Pfluger, Courtney",Design 2: Process Design,37868,-17.3
"Webster, Thomas",Design 2: Process Design,37868,-23.7
"Pfluger, Courtney",Design 2: Process Design,37869,1.1
"Carrier, Rebecca",Design 2: Process Design,37869,-37.8
"Webster, Thomas",Design 2: Process Design,37869,-0.9
"Pfluger, Courtney",Design 2: Process Design,37870,1.1
"Koppes, Ryan",Design 2: Process Design,37870,-0.5
"Webster, Thomas",Design 2: Process Design,37870,-0.9
"Pfluger, Courtney",Design 2: Process Design,37871,-1.9
"Koppes, Ryan",Design 2: Process Design,37871,-32.0
"Webster, Thomas",Design 2: Process Design,37871,1.0
"Su, Ming",Materials Charactzn Techniques,37190,0.5
"Auguste, Debra",Drug Delivery: Engrng Analysis,37191,-3.6
"Carter, Tracy",Process Safety/Chem Reactivity,33628,14.2
"Gallaway, Joshua",Electrochemical Engineering,35223,10.6
"Woolston, Benjamin",Biochemical Engineering,37978,8.1
"Coury, Arthur",Adv Topics in Biomaterials,34175,12.7
"Ebong, Eno",Special Topics,37192,5.5
"Satvat, Behrooz",Chemical Engineering Math,35225,9.5
"Lejeune, Brian",Chem Engineering Thermodynamic,37193,-5.8
"Satvat, Behrooz",Chemical Engineering Kinetics,30834,0.9
"Goluch, Edgar",Transport Phenomena,30909,-2.4
"Fenniri, Hicham",Seminar,30908,-6.4
"Fenniri, Hicham",Prof Dev  Comm in Chem Eng 2,37194,-17.7
"Fenniri, Hicham",Prof Dev  Comm in Chem Eng 4,37195,-17.7
"Wei, Vanessa",Elementary Chinese 1,30110,10.9
"Wei, Vanessa",Elementary Chinese 1,31481,1.5
"Wei, Vanessa",Elementary Chinese 2,35842,11.5
"Cai, Qinghong",Intermediate Chinese 1,31520,8.7
"Dong, Hua",Intermediate Chinese 2,34563,5.9
"Cai, Qinghong",Advanced Chinese 1,30028,12.8
"Cai, Qinghong",Advanced Chinese 2,36070,1.8
"Dong, Hua",Special Topics in Chinese,38182,-17.8
"Ormsby, Jessica",Intro to Engr Co-op Education,30236,5.7
"Arruda, Cheryl",Intro to Engr Co-op Education,31679,3.7
"Shillaber, Craig",Materials for the Built Envrmt,30133,-3.3
"Summerfield, Andrew",Lab for CIVE 2260,30132,0.6
"Huang, Yuxiang",Lab for CIVE 2260,30132,-3.6
"Summerfield, Andrew",Lab for CIVE 2260,30131,2.4
"Huang, Yuxiang",Lab for CIVE 2260,30131,-0.0
"Bernal, Dionisio",Structural Analysis,30543,-17.9
"MemarzadehZavareh, Esmaeil",Recitation for CIVE 2320,30628,-5.5
"Onnis-Hayden, Annalisa",Fluid Mechanics and Hydraulics,30542,-1.3
"Pinto, Ameet",Environmental Engineering,32454,-10.4
"Larese-Casanova, Philip",Environ Engineering Chemistry,34393,0.3
"Shillaber, Craig",Geotechnical Engineering,30606,-2.1
"Hojabri Fouladizadeh, Shayan",Lab for CIVE 2340,30608,7.3
"Hojabri Fouladizadeh, Shayan",Lab for CIVE 2340,30607,9.4
"Hojabri Fouladizadeh, Shayan",Lab for CIVE 2340,30029,0.1
"Ormsby, Jessica",Professional Issues in Engr,30540,-2.4
"Caracoglia, Luca",Steel Structure Design,33188,-12.9
"Mueller, Amy",Engineer Microbiology/Ecology,34394,4.4
"Fernandez, Loretta",Environ Pollution Fate  Trans,34395,1.6
"Wang, Qi",Prob  Engr Economy for CE,31255,-8.6
"Larese-Casanova, Philip",Water Treatment Systems Design,34396,4.2
"Larese-Casanova, Philip",Lab for CIVE 4534,34602,-7.1
"Yegian, Mishac",Foundation Engineering/Design,33189,-2.8
"Touran, Ali",Construction Management,30537,-18.6
"Onnis-Hayden, Annalisa",Sr Design Proj - Environmental,30040,-5.9
"Myers, Andrew",Sr Design Proj - Structural,30039,-0.1
"Dulaski, Daniel",Sr Design Proj - Transportatn,30038,-0.5
"Gamez, Eduardo",Construct Proj Control and Org,33384,-5.1
"Bakhshi, Payam",Alterntv Delivery Sys - Const,33385,3.5
"Mirzaee, Sahar",Dynamic Modeling,38059,-17.9
"Beighley, Ralph",Remote Sensing,34397,15.1
"Onnis-Hayden, Annalisa",Environmental Engineering Lab,34171,6.2
"Furth, Peter",Traffic Eng Sust Street Design,34399,5.7
"Gaiotti, Regina",Structural Systems Modeling,32455,-1.4
"Dulaski, Daniel",Hydrologic  Hydraulic Design,33804,-0.9
"Munoz, Samuel",Climate and Atmospheric Change,38186,4.6
"Bernal, Dionisio",Special Topics in Civil Engr,34401,1.7
"Touran, Ali",Construction Equip  Modeling,33295,7.4
"Touran, Ali",Construction Equip  Modeling,33296,7.4
"Pinto, Ameet",Environmental Biol Process,34402,3.3
"Alvarez Corena, Jose",Surface Water Quality Modeling,36178,-7.8
"Eckelman, Matthew",Air Quality Management,37362,13.6
"Eckelman, Matthew",Air Quality Management,37363,13.6
"Chen, Qin",Coastal/Nearshore Hydrodynmics,37364,17.3
"Yegian, Mishac",Earthquake Engineering,34403,9.4
"Sasani, Mehrdad",Behavior of Concrete Structure,35580,-10.4
"Sasani, Mehrdad",Behavior of Concrete Structure,35581,-10.4
"Wang, Ming",Advanced Bridge Design,34404,-29.1
"Sun, Hao",Advanced Structural Mechanics,37365,5.9
"Koutsopoulos, Harilaos",Perf Model Simulation Networks,38715,17.3
"Furth, Peter",Public Transportation,37368,13.5
"Dulaski, Daniel",Design Aspects Roadway Safety,34405,5.0
"Stubbins, Aron",Special Topics in Envir Engr,37371,4.5
"Noemi Voionmaa, Daniel","Intro to Lang, Lit  Cult",31144,-0.7
"Buscaglia, Jose Francisco",Latin Amer Film,33846,-9.9
"Cuenca, Daniel",Latin Amer Film,38555,3.3
"Buscaglia, Jose Francisco",Latin Amer Film,38584,2.4
"Cullen, Jennifer",Japanese Film,34497,-1.1
"Bourns, Stacey",Intro to French Culture,33899,4.8
"Mustafa, Shakir",Intro to Arabic Culture,34600,10.5
"Maiellaro, Luigia",Intro to Italian Culture,33900,6.7
"Corbett, Barbara",Latin American Culture,33862,-20.6
"Cullen, Jennifer",Intro to Japanese Pop Culture,30054,4.8
"Barreto, Amilcar",Nationalism,37603,5.1
"Noemi Voionmaa, Daniel",Latin Amer Literature,37901,-3.9
"Bunning, Lucy",Public Speaking,31830,7.8
"Showalter, Catherine",Public Speaking,35711,-5.2
"Bunning, Lucy",Public Speaking,35712,-9.2
"Birioukova, Olga",Public Speaking,35713,-0.1
"Linnell, Kimberly",Public Speaking,35714,9.5
"Oliveira, Alexandre",Public Speaking,35715,4.8
"Tomeho-Palermino, Maria",Public Speaking,35716,4.2
"McMartin-Miller, Cristine",Public Speaking,35717,2.4
"Birioukova, Olga",Public Speaking,37791,-7.8
"Bunning, Lucy",Public Speaking,37792,-13.0
"Linnell, Kimberly",Public Speaking,37793,2.1
"Bertman, Jacquelyn",Public Speaking Discussion,38257,-0.6
"Bertman, Jacquelyn",Public Speaking Discussion,38259,-6.0
"Luse, Marisa",Public Speaking Discussion,38258,-26.4
"Luse, Marisa",Public Speaking Discussion,38260,-15.4
"Smith, Beth",Public Speaking Discussion,38256,12.5
"Smith, Beth",Public Speaking Discussion,38261,5.0
"Folsom, Christina",Public Speaking Discussion,38262,11.1
"Maliborska, Veronika",Public Speaking Discussion,38262,10.6
"Folsom, Christina",Public Speaking Discussion,38264,3.0
"Maliborska, Veronika",Public Speaking Discussion,38264,2.6
"Rybalkiewicz, Agata",Public Speaking Discussion,38263,5.4
"Rybalkiewicz, Agata",Public Speaking Discussion,38265,-135.4
"Repici, Justin",Public Speaking Discussion,38349,5.4
"Repici, Justin",Public Speaking Discussion,38347,-17.1
"Foster, Lacetia",Public Speaking Discussion,38368,-5.1
"Foster, Lacetia",Public Speaking Discussion,38369,-11.4
"Sangai, Shreya",Public Speaking Discussion,38373,-43.4
"Maliborska, Veronika",Public Speaking Discussion,38373,-42.4
"Sangai, Shreya",Public Speaking Discussion,38375,-24.0
"Maliborska, Veronika",Public Speaking Discussion,38375,-30.5
"Bulpett, Alyssa",Public Speaking Discussion,38376,-31.5
"Maliborska, Veronika",Public Speaking Discussion,38376,-32.2
"Bulpett, Alyssa",Public Speaking Discussion,38377,-5.4
"Maliborska, Veronika",Public Speaking Discussion,38377,-11.3
"Dilliner, Jessica",Public Speaking Discussion,38345,-5.9
"Maliborska, Veronika",Public Speaking Discussion,38345,-4.9
"Dilliner, Jessica",Public Speaking Discussion,38346,2.7
"Maliborska, Veronika",Public Speaking Discussion,38346,0.0
"Granelli, Steven",Intro Communication Studies,30584,1.5
"Weickum, Nikki",Public Speaking,30583,-8.4
"Barr, Timothy",Public Speaking,30582,2.8
"Barr, Timothy",Public Speaking,33094,-11.2
"Doroshenko, Larisa",Public Speaking,32496,1.1
"Weickum, Nikki",Public Speaking,30022,-3.6
"Lind, Katherine",Public Speaking,37933,5.5
"Doroshenko, Larisa",Public Speaking,30697,5.8
"O'Malley, Donica",Public Speaking,33275,11.4
"Barr, Timothy",Business/Professional Speaking,35989,-3.0
"Weickum, Nikki",Business/Professional Speaking,32760,-3.6
"Kurr, Jessica",Business/Professional Speaking,33274,-14.2
"Springer, Sheila",Business/Professional Speaking,37919,-9.6
"Springer, Sheila",Business/Professional Speaking,34371,-19.1
"Hobeika, Marie Odile",Principles of Argumentation,33737,4.7
"Hoppmann, Michael",Principles of Argumentation,33737,5.3
"Schwartz, Joseph",Sex  Relationships,32497,-3.1
"Hobeika, Marie Odile",Persuasion and Rhetoric,31141,-3.4
"Goodale, Gregory",Persuasion and Rhetoric,33095,7.2
"Glowacki, Elizabeth",Communication Theory,35833,2.1
"Dallimore, Elise",Princ of Organizational Com,33892,-6.6
"Reagle, Joseph",Communication in a Digital Age,32409,2.7
"Hoppmann, Michael",Legal Argumentation,34373,9.0
"Lind, Katherine",Social Movement Communication,37613,4.9
"Carr, Michelle",Sound Production Digital Media,37614,-12.2
"Ouillette, Timothy",Sound Production Digital Media,37615,15.6
"Ouillette, Timothy",Sound Production Digital Media,37616,11.9
"Picillo, Susan",Communication and Storytelling,32864,-3.9
"Picillo, Susan",Communication and Storytelling,33276,4.2
"Kurr, Jessica",Elements of Debate,33738,-4.2
"Kurr, Jessica",Elements of Debate,37617,-11.2
"Welles, Brooke",Social Networks,37920,4.2
"Zaremba, Alan","Sports, Media,  Communication",35003,5.1
"Zaremba, Alan","Sports, Media,  Communication",37618,4.8
"Glowacki, Elizabeth",Interviewing,37619,4.5
