instructor,course_title,course_id,professor_score
"Glowacki, Elizabeth",Communication Theory,61108,-1.7
"Wiley, Jesica",Princ of Organizational Com,60513,-9.1
"Schwartz, Joseph",Dark Side Interpersonal Comm,60466,-4.0
"Lind, Katherine",Visual Communication,61109,-5.3
"Doroshenko, Larisa",Communication Research Methods,60319,-2.8
"Williams, Margaret",Global and Intercultural Comm,60436,-1.2
"O'Malley, Donica",Communication and Gender,60512,5.1
"Granelli, Steven",Sport and Spectacle,60925,-9.1
"Desouza, Darcey",Interpersonal Communication,60567,13.1
"Hobeika, Marie Odile",Advocacy Writing,60726,11.3
"Schwartz, Joseph",Communication and Sexualities,60317,-0.7
"Ouillette, Timothy",Specl Effects/Postprod for TV,60318,9.4
"Passmore, John",Criminology,60711,-10.4
"St. Louis, Stacie",Criminal Justice Research Meth,61129,2.3
"Fine, Janet",Topics in CJ and Criminology,61131,4.6
"Razzaq, Leena",CS  Its Applications,60141,-8.9
"Van Der Poel, Andrew",Algorithms  Data,60775,-2.3
"Chandrasekaran, Pandurangan",Algorithms  Data,61415,-33.2
"Yildirim, Caglar",Game Programming,61324,-2.5
"Hailpern, Brent",Algorithms,61250,9.4
"Mihajlovikj, Vidoje",Computer Systems,60591,-6.6
"Delange, Julien",Computer Systems,61251,-6.9
"Saripalli, Kanaka",Fndtns Artificial Intelligence,61336,0.5
"Schedlbauer, Martin",Database Management Sys,61393,13.0
"Aibin, Michal",Algorithms,61311,-6.7
"Vander Laan, Kathleen",Experiential Project,61540,23.4
"Munson, Mark",Concpts of Object-Oriented Des,61361,0.0
"Peters, Daniel",Concpts of Object-Oriented Des,61472,-3.7
"Smith, Jeffrey",Software Engineering,61345,-15.0
"Kharraz, Mohammadamin",Foundations of Cybersecurity,61359,-10.1
"Sierra, Jose",Cyberspace Tech  Applications,61124,8.1
"Sierra, Jose",Found of Information Assurance,61395,4.9
"Guhan, Kumaraguru",Cloud Security,60919,-8.1
"Hoffman, Alana",Special Topics IT Security Gov,60921,3.0
"Casso Dominguez, Carlos",Principles of Macroeconomics,60046,-4.2
"Casso Dominguez, Carlos",Principles of Macroeconomics,61299,12.5
"Bradley, Robert",Principles of Microeconomics,60045,-3.0
"Shi, Xiaolin",Principles of Microeconomics,60715,-1.3
"Bakkal, Ilter",Principles of Microeconomics,60935,-3.6
"Shi, Xiaolin",Principles of Microeconomics,61300,7.3
"Kimelman, Nancy",Contested Economic Issues,60716,-7.9
"Dew, James",Macroeconomic Theory,60324,8.9
"Konan, Martin",Microeconomic Theory,60282,-14.8
"Konan, Martin",Statistics,60718,-38.6
"Hooker, Mark",Applied Econometrics,60511,5.6
"Hooker, Mark",Applied Econometrics,61383,-26.6
"Dupree, Jill",International Economics,61149,14.6
"Simon, Peter",Senior Economics Seminar,60426,-8.8
"Hanser, Philip",Math  Stats for Economists,61396,5.0
"Asheghan, Mohammadmostafa",Circuits/Signals: Biomed Apps,61286,-29.3
"Shazli, Syed",Embedded Des Enabling Robotics,61287,-18.4
"Aboelela, Emad",Computer Architecture  Org,60516,-2.7
"Farhat, Amir",Electronic Design,60542,-2.2
"Salehi, Masoud",Noise  Stochastic Processes,60793,-5.9
"Salehi, Masoud",ECE Capstone 1,60053,-10.0
"Dimarzio, Charles",ECE Capstone 1,60023,6.8
"Shafai, Bahram",ECE Capstone 1,60296,11.6
"Kimani, John",ECE Capstone 1,61387,6.2
"Erdogmus, Deniz",Machine Learn/Pattern Recogntn,60517,5.7
"Rappaport, Carey",Special Topics,61408,4.4
"Cassella, Cristian",Special Topics,61408,6.7
"Jornet, Josep Miquel",Special Topics,61408,6.5
"Siami, Milad",Special Topics,61408,6.0
"Stojanovic, Milica",Special Topics,61408,6.6
"Closas, Pau",Special Topics,61408,5.0
"Fei, Yunsi",Special Topics,61408,5.8
"Johnson, Tristan",Engineering Project Management,60325,13.8
"Kontopidis, George",Engineering Project Management,61332,15.0
"Bleakney, John",Engineering Project Management,60615,5.5
"Chidsey, Patrick",Experiential Project,61469,-2.8
"Harris, Benjamin",Economic Decision Making,60435,-11.9
"Shi, Shiaoming",Economic Decision Making,60437,1.0
"Noorian, Seyed",Financial Management for Engr,60896,-28.4
"Kelly, Kathleen",Travel Writing,61240,0.5
"Sobral Campos, Isabel",Creative Writing,60772,10.8
"Block, Aaron",Creative Writing,60894,15.0
"Palermo, Gregory",Topics in Writing,61115,3.5
"Balestraci, Mary",Advanced Writing in Tech Prof,60251,-13.8
"Templeton, Kathryn",Advanced Writing in Tech Prof,60531,-4.2
"Block, Aaron",Advanced Writing in Tech Prof,60530,4.0
"Nardone, Laurie",Advanced Writing in Tech Prof,60252,-7.1
"Medina, David",Advanced Writing in Tech Prof,60253,4.9
"Clark, Tabitha",Advanced Writing in Tech Prof,60340,-15.2
"Keller, Nicole",Advanced Writing in Tech Prof,60471,-11.5
"Molko, Rachel",Advanced Writing in Tech Prof,60527,-15.7
"Barco-Medina, Genesis",Advanced Writing in Tech Prof,60526,-14.1
"Sobral Campos, Isabel",Advanced Writing in Tech Prof,60664,1.0
"Morelli, Katherine",Advanced Writing in Tech Prof,61289,-8.2
"Oravetz, Kenneth",Advanced Writing in Tech Prof,61347,-21.1
"Noonan, Matthew",Advanced Writing in Bus Admin,60285,-8.2
"Noonan, Matthew",Advanced Writing in Bus Admin,60286,5.8
"Olivier, Faviana",Advanced Writing in Bus Admin,60298,14.1
"Moss, Edward",Advanced Writing in Bus Admin,60458,9.7
"Moss, Edward",Advanced Writing in Bus Admin,60472,14.3
"Ober, David",Advanced Writing in Bus Admin,60525,8.7
"Berry-Woods, Melissa",Advanced Writing in Bus Admin,60524,-25.0
"White, Max",Advanced Writing in Bus Admin,60665,-10.6
"Quinn, William",Advanced Writing in Bus Admin,61118,-3.3
"Carleton, Amy",Advanced Writing in Bus Admin,61290,-67.5
"Przybylowicz, Samantha",Advanced Writing in Bus Admin,61366,11.1
"Edwards, Laurie",Adv Writing in the Health Prof,60254,9.2
"Gonso, Kathleen",Adv Writing in the Health Prof,60299,-1.3
"Dedek, Michael",Adv Writing in the Sciences,60322,-11.7
"Bunting, Galen",Adv Writing in the Sciences,60529,-0.7
"McCarthy, Suzanne",Adv Writing in the Sciences,60522,-33.1
"Dedek, Michael",Adv Writing in the Sciences,61283,-26.6
"Nguyen, Duyen",Adv Writing in Social Sciences,60876,16.1
"Babin, Paul",Adv Writing in Social Sciences,61291,1.7
"Olivier, Faviana",Advanced Writing for Prelaw,60528,7.2
"Zuch, Gregory",Adv Writing Arts/Media/Design,60771,1.0
"Sirois, Carolyn",Adv Writing Arts/Media/Design,61333,7.9
"Flynn, Brigid",Interdisciplinary Adv Writing,60287,-8.0
"Keeling, Bret",Interdisciplinary Adv Writing,60288,-0.5
"Baer, Julie",Interdisciplinary Adv Writing,61292,6.4
"Schlotterback, Eamon",Interdisciplinary Adv Writing,60891,-8.6
"Gonso, Kathleen",Interdisciplinary Adv Writing,61038,8.7
"Benda, Jonathan",Interdisciplinary Adv Writing,60291,17.5
"Riordan, Jefferson",Interdisciplinary Adv Writing,60289,-21.1
"Garrett, Julia",Interdisciplinary Adv Writing,60290,10.4
"Lewis, Rachel",Interdisciplinary Adv Writing,60292,-16.5
"Akbari, Thomas",Interdisciplinary Adv Writing,60293,-4.7
"Riordan, Jefferson",Interdisciplinary Adv Writing,60294,-29.5
"Stephens, Alison",Interdisciplinary Adv Writing,60295,10.8
"Duggan, James",Interdisciplinary Adv Writing,60584,-5.7
"Ober, David",Interdisciplinary Adv Writing,60610,-42.6
"Havstad, Lillian",Interdisciplinary Adv Writing,61025,-33.5
"Akbari, Thomas",Interdisciplinary Adv Writing,61119,-9.0
"Kowalski, Gregory",Fund Energy Sys Integration,60805,0.9
"Forghan, Fariborz",Smart Grid,60839,23.7
"Golden, Stephen",Innovation!,60261,4.2
"Mitteness, Cheryl",Entrep Marketing/Selling,61249,0.0
"Srikrishna, Kuppuswamy",Enterprise Growth  Innovation,60335,-4.1
"Marion, Tucker",Lean Innovation,60719,6.5
"Friar, John",Competing Dynamic/Innov Mkts,60510,6.7
"Marion, Tucker",Innovating  Creating Futures,61234,-4.2
"Showalter, Catherine",Reading in the Field of Study,54515,4.2
"Linnell, Kimberly",Culture  Comm Skills Grad Sch,53519,5.7
"Muscolino, Vincent",Financial Management,60039,4.4
"Muscolino, Vincent",Financial Management,60038,-5.0
"Muscolino, Vincent",Investments,60544,0.8
"Salem, Razan",Emerging Financial Markets,61150,-10.7
"Myers, David",Valuation  Value Creation,61151,3.6
"Kotsev, Rosen",Financial Modeling,60801,-8.0
"Yang, Shiawee",Real Estate Finance  Invstmnt,61153,14.9
"Marks, Joseph",Portfolio Management,60327,17.2
"Maloney, Stephen",Advanced Topics in Finance,61233,-30.9
"Zheng, Kuncheng",Corporate Finance,61462,4.4
"Maroun, George",Fin Mkts  Banking Postcrisis,61323,15.0
"Miller, Edward",Global Corp  Social Rspnsblty,52897,-7.1
"Bricker, Alisa",Game Design and Analysis,61340,6.3
"Turner, Catherine",Intro to Health Informatics,61344,0.0
"Chapin, Allison",Origins of Today,61241,-2.1
"Burds, Jeffrey",Espionage 2: Cold War Spies,61305,11.0
"Fraunholtz, Peter",The World Since 1945,60174,1.7
"Luongo, Katherine",The World Since 1945,61306,12.3
"Whitworth, William","Hitler, Germany  Holocaust",61094,-20.5
"Burds, Jeffrey",Assassinations - World History,61307,1.8
"O'Connor, Catherine",Interprof Ethics Ind/Pop Hlth,61263,-4.1
"Case, Patricia",Interdisc Spec Topics: Pop-up,61409,5.0
"Bernstein, Eugene",Alternative Medicine,60306,-24.0
"Gale, Kevan",Mindfulness: Theory  Practice,61458,17.0
"Duffy, Lisa",Healthcare Research,60787,-14.6
"Eddleston, Kimberly",Honors Seminar,61281,0.0
"Odom, Curtis",Managing People  Organizatns,61248,12.3
"Katz, Ralph",Creating Innovative Organizatn,60125,-6.2
"Kamarthi, Sagar",Special Topics in Indstrl Engr,61358,15.7
"Radhakrishnan, Srinivasan",Special Topics in Indstrl Engr,61358,11.9
"Guschin, Andrei",Lean Concepts and Applications,60438,-17.1
"Zaarour, Nizar",Engineering Probs  Stats,61355,15.6
"Fard, Nasser",Engineering Probs  Stats,61391,-2.5
"Dehghani Dehghani, Mohammad Mohammad",Engineering Probs  Stats,61491,11.2
"Dehghani Dehghani, Mohammad Mohammad",Simulation Analysis,60539,9.1
"Fard, Nasser",Stat Methods in Engineering,60155,-27.6
"Fard, Nasser",Rel Anlys  Risk Assessment,60284,-147.3
"Pei, Jinxiang",Special Topics in Indstrl Engr,61261,-10.3
"Bugrara, Khaled",Application Modeling  Design,61403,8.6
"Wang, Wuping",Data Mgt and Database Design,61375,0.7
"Guschin, Andrei",Business Analysis  Info Engr,61380,2.0
"Shi, Shiaoming",Account/Budgets for Engineers,61027,9.3
"Shi, Shiaoming",Account/Budgets for Engineers,61268,9.7
"Sternberg, Jeffrey",Digital Methods Soc Sci  Hum,61178,7.2
"Kowalcky, Linda",Experiential Integration,60602,-32.1
"Puffer, Sheila",Managing the Global Ent,60119,-24.7
"Mihajlovikj, Vidoje",Intro to Web Development,60777,-2.1
"Schedlbauer, Martin",Software Project Management,60879,1.5
"Carroll, Matthew",Spotlight: Jrnlsm  Democracy,61137,16.9
"Workman, Michael",Visual Storytelling in Jrnl,61138,-23.1
"Cooper, Adam",Intro to Lang  Linguistics,60333,-2.3
"Rainho, Marco",Mathematical Thinking,60139,3.7
"Wu, Shu-Shih",Calculus 2 for Sci/Engr,60051,-8.2
"Rainho, Marco",Calculus 2 for Sci/Engr,60218,2.4
"Webber, Matthew",Linear Algebra,60050,-21.7
"Lee, Lee-Peng",Diff Eq and Lin Alg for Engr,60020,-0.6
"Lee, Lee-Peng",Diff Eq and Lin Alg for Engr,60189,4.6
"Dummit, Evan",Probability and Statistics,60503,-1.8
"Dummit, Evan",Probability and Statistics,60228,7.3
"Suciu, Alexandru",Group Theory,60442,-8.6
"Glasscock, Daniel",Number Theory 1,60811,15.6
"Wu, Shu-Shih",Combinatorial Mathematics,60140,7.2
"Tsvelikhovskiy, Boris",Statistics  Stochastic Procss,60262,-22.0
"Bade, Nathaniel",Intro to Math Methods  Modls,61356,10.8
"Abedi, Mehdi",Fluid Mechanics,60017,-4.8
"Wan, Kai-tak",Fluid Mechanics,60149,-16.4
"Abedi, Mehdi",Fluid Mechanics,60248,0.7
"Tjiptowidjojo, Yustianto",Mechanical Engineering Design,60007,-11.9
"Tjiptowidjojo, Yustianto",Mechanical Engineering Design,60150,-6.8
"Minus, Marilyn",MechBehavior  ProcessMaterial,61253,16.3
"Dasgupta, Siben",Mechatronic Systems,61247,-47.9
"Nayeb Hashemi, Hamid",Advanced Mechanics of Material,60540,-2.1
"Jin, Xuemin",Math Mthods for Mech Engneer 1,60443,5.9
"Gouldstone, Andrew",Capstone Design 1,60006,5.1
"Smyser, Bridget",Capstone Design 1,60006,6.1
"Nelson, Carl",Law for Managers/Entrepreneurs,60219,-19.8
"Moy, Kenneth",Business Law  Prof Ethics,60114,13.1
"Wertheim, Edward",Negotiations,60126,4.9
"Spencer, Denise",Business Statistics,60181,4.7
"Nasralah, Tareq",Information Analysis,60804,-4.9
"Dedeke, Adenekan",Management Information Systems,60034,-2.6
"Dedeke, Adenekan",Management Information Systems,60033,-5.3
"Ashley, Katherine",Modeling Business Analytics,61246,15.1
"Tarasewich, Peter",Info Visual/Dashboard Business,61461,4.3
"Andersen, Richard",Introduction to Marketing,60032,-16.4
"Andersen, Richard",Introduction to Marketing,60031,-13.8
"Mathras Fay, Daniele",Marketing Research,60543,7.4
"Keeney, Ashley",Consumer Behavior,61146,7.5
"Rivas, Ronald",International Marketing,61260,0.7
"Andersen, Richard",New Product Development,60546,1.9
"Ozery, Shamir",Digital Marketing,61147,-17.3
"Lassk, Felicia",Customer-Centric Rsrch Methods,60549,-0.7
"Clark, Bruce",Cust Value  the Enterprise,61460,12.7
"Ahnert, Laurel",Film 101,61110,-2.6
"Mulliken, Seth",Intro to Film Production,61111,-153.4
"Mulliken, Seth",Global Media,60320,-23.4
"Ahnert, Laurel",American Film and Culture,61112,10.5
"Doran, Molly",Beethoven,60184,-9.9
"Robison, Brian",Fundamentals of Music Theory,61350,1.5
"Ho, Hubert",Fundamentals of Music Theory,61350,1.1
"Ward, Robert",Guitar Class,60441,11.3
"Lomanno, Mark",Black Popular Music,60904,-7.5
"McCool, Jane",Wellness,60332,13.8
"Despard, Brecia",Stats for Health Science,61321,-3.2
"King, Christopher",Organizational Behavior,60037,-7.5
"Larson, Barbara",Organizational Behavior,60036,17.4
"Gregory-Mina, Heidi",Organizational Behavior,60258,-14.6
"Albano, Sondra",Organizational Behavior,60266,11.9
"Caouette, Justin",Intro Contmporary Moral Issues,60504,-6.2
"Yelle, Benjamin",Technology and Human Values,60704,-5.2
"Caouette, Justin",Moral Soc Prblms in Hlthcare,60281,-20.7
"Wells, Mark",Moral Soc Prblms in Hlthcare,61322,8.4
"Yelle, Benjamin",The Ethics of Food,61098,3.5
"Winborne, Sheila",The Problem of Evil in Film,61099,9.0
"Stump, Jacob",Ancient Phil/Political Thought,61303,17.6
"Welden, Trafford",Technology and Human Values,53625,-4.6
"Janero, David",Special Topics Pharm Science,61402,1.8
"Thakur, Ganesh",Special Topics Pharm Science,61402,-2.4
"Bauer, Allison",American Healthcare System,61295,-1.9
"Milbauer, Deboorah",Community and Public Health,61296,4.4
"Phaneuf, Tiffany",Global Persect: Discrim  Hlth,60886,-23.7
"Sullivan, Annemarie",Health Ed  Program Planning,60545,-1.1
"Tanmcgrory, Aswita","Race, Ethnicity,  Hlth in US",60323,-3.0
"Schwartz, Randy",Project Mgmt in Public Health,60573,-0.7
"Schwartz, Randy",Budget Principles Pub Health,60571,-1.0
"Schwartz, Randy",Grant Writing in Public Health,60572,1.2
"Fotovatian, Assad",Physics for Life Sciences 2,60026,9.8
"Roberts, Wesley",Lab for PHYS 1147,60229,7.8
"Timilsina, Sudip",Lab for PHYS 1147,60014,9.5
"Ahmed, Hamza",Lab for PHYS 1147,60013,-2.8
"Beaver, Nathaniel",Lab for PHYS 1147,61278,-3.0
"Milner, Samuel",Lab for PHYS 1147,60012,-27.6
"Nguyen, Anh",Lab for PHYS 1147,60011,-22.1
"Whitener, Joshua",Lab for PHYS 1147,61312,20.1
"Waguespack, Matthew",Lab for PHYS 1147,61328,4.4
"Webber, Matthew",Physics for Engineering 1,60049,-16.0
"Baktay, Joshua",Lab for PHYS 1151,60048,6.4
"Kayal, Sayantani",Lab for PHYS 1151,60015,-6.0
"Krishna, Amrutha",Lab for PHYS 1151,60533,-10.1
"Zeng, Jiancheng",Lab for PHYS 1151,61360,7.9
"Webber, Matthew",Interact Learn for PHYS 1151,60171,-3.0
"Kelley, Thomas",Modern Physics,61243,9.3
"Stepanyants, Armen",Thermo  Statistical Mechanics,61128,15.4
"Kumarakuru, Haridas",Advanced Physics Lab,60216,-34.1
"Kumarakuru, Haridas",Advanced Physics Lab,61171,-21.2
"Haner, Justin",International Relations,60283,8.0
"Stump, Jacob",Ancient Phil/Political Thought,61308,-4.4
"Cilke, Carl",Quantitative Techniques,61105,-0.8
"Kammerer, Edward",LGBT Issues in Public Policy,61106,-2.8
"Kammerer, Edward",Law and Society,61107,-48.2
"Kenney, Kathleen",Managing Ppl Public/Nonprofit,61097,-2.7
"Stanica, Cristina",Techniques of Policy Analysis,61398,5.0
"Rochefort, David",Health Policy and Politics,60312,-1.6
"Prokosch, Mark",Foundations of Psychology,60047,2.8
"Kimball, Grayson",Stats in Psychological Resrch,60154,-16.7
"Haber, Amanda",Developmental Psychology,60207,3.4
"Gobrogge, Kyle",Abnormal Psychology,60315,3.1
"Richters, David",Sensation  Perception,60316,-7.4
"Ricci, Lesley",Biological Psychology,61125,2.0
"Eidson, Robert",Cognition,60256,-9.7
"Eidson, Robert",Laboratory in Cognition,61284,-2.1
"Nielson, Catherine",Lab in Social Psychology,61285,15.8
"Ricci, Lesley",Seminar Biological Psychology,61127,-11.8
"Donlan, Pamela",Psychosocial Aspects,61167,-5.4
"Watkins, Maureen",Integumentary Sys  Adv Modal,60127,-0.8
"Watkins, Maureen",Integumentary Sys  Adv Modal,61329,-0.2
"Nolan, David",Assistive Technology,60427,1.4
"Bendix, Katherine",Assistive Technology,60427,1.4
"Nolan, David",Lab for PT 6215,60428,-6.7
"Corrente, James",Lab for PT 6215,60428,-16.1
"Bendix, Katherine",Lab for PT 6215,60428,-9.6
"Troy, Lisa",Lab for PT 6215,60428,-14.1
"Aaronson, Mala",Lab for PT 6215,60428,-14.7
"Nolan, David",Lab for PT 6215,60429,20.6
"Corrente, James",Lab for PT 6215,60429,20.6
"Bendix, Katherine",Lab for PT 6215,60429,20.6
"Troy, Lisa",Lab for PT 6215,60429,20.6
"Aaronson, Mala",Lab for PT 6215,60429,20.6
"Nolan, David",Adv PT Topics in Orthopedics,60430,4.6
"Dunlea, Kristina",Adv Special Topics in PT,60431,-67.4
"Clark, Stephen",Adv Special Topics in PT,60432,-16.9
"Brisbin, Luke",Screening for Medical Conditns,61330,4.6
"Hickey, Mary",Screening for Medical Conditns,61330,5.8
"Golub-Victor, Ann","Hlth Ed, Promotion,  Wellness",60210,-7.9
"Hayward, Lorna","Hlth Ed, Promotion,  Wellness",61369,0.9
"Donlan, Pamela",Recitation for PT 6243,60212,-12.1
"Donlan, Pamela",Recitation for PT 6243,60214,-2.6
"Golub-Victor, Ann",Recitation for PT 6243,61254,-6.8
"Golub-Victor, Ann",Recitation for PT 6243,61255,-4.3
"Stefanik, Joshua",Functional Anatomy 1,61168,5.0
"Yen, Sheng-Che",Functional Anatomy 1,61168,5.7
"Lopes, Alexandre",EBP and Research Design,61368,1.2
"Maxwell, Jessica",EBP and Research Design,61368,3.3
"Power, Michael",Supply Chain  Operations Mgmt,60260,-9.6
"Eroglu, Cuneyt",Demand Planning  Forecasting,60800,13.4
"Cheron, Jennifer",Autism Spectrum Disorders,61266,-22.3
"Martin, Elizabeth",Seminar in Comm Disorders,61294,13.6
"Carpenito, Thomas",Stats for SLP  Audiology,60607,1.7
"Petersen, Camille",Introduction to Sociology,61327,-5.8
"Templeton, Boris",Environment and Society,60508,8.6
"Deniz Rasit, Ezgi",Social Theory,61121,-24.2
"Robinson, Hilary",Law/Society in a Digital World,61122,-22.0
"Petersen, Camille","Race, Class, and Gender",61123,-27.3
"Joyce, Theodore",Strategy in Action,60035,1.3
"Rivas, Ronald",Strategy in Action,60018,6.5
"Rivas, Ronald",Strategy in Action,60594,-0.4
"Baraldi Borgida, Monica",Strategic Decision Making,60142,-16.0
"Hinson, John",Introduction to Acting,60321,15.9
"Boehm, Samantha",The Professional Voice,61164,-11.5
"Allen, Gregory",The Eloquent Presenter,60519,5.2
"Allen, Gregory",The Eloquent Presenter,60520,-17.3
"Vidrin, Ilya",The Eloquent Presenter,61349,-14.3
"O'Leary, Bridget",The Eloquent Presenter,61351,9.9
"McSherry, Frances",19th/20th-C Fashion in Europe,61304,-21.7
"Braga-Kenyon, Paula",Programmed Learning,54507,-12.8
"Williams, Ashley",Behavior Assessment,54609,-40.3
"Braga-Kenyon, Paula",Research  Design Methods,54141,-17.9
"Kenyon, Shawn",Service Administration,54610,-23.4
"Davis, Nicole",Advanced Learning Seminar 1,53118,2.8
"Laprime, Amanda",Advanced Learning Seminar 1,54503,21.2
"Dudley, Laura",Applied Programming Seminar 1,54508,9.9
"Williams, Ashley",Applied Programming Seminar 1,54509,-3.3
"Kenyon, Shawn",Applied Programming Seminar 2,53749,-1.7
"Budil, David",Research Skills/Ethics in Chem,52742,0.0
"Mihajlovikj, Vidoje",Object-Oriented Design,53716,-8.0
"Razzaq, Leena",Object-Oriented Design,54112,-19.7
"Bonaci, Tamara",Object-Oriented Design,54545,-48.6
"Jahanjou, Hamidreza",Object-Oriented Design,54565,-13.9
"Cheng, Zhuoqun",Object-Oriented Design,54566,5.2
"Mihajlovikj, Vidoje",Recitation for CS 5004,53717,-9.5
"Mihajlovikj, Vidoje",Recitation for CS 5004,53742,1.4
"Jelani, Andrew",Recitation for CS 5004,54546,1.9
"Miller, Mark",Recitation for CS 5004,54567,-0.6
"Miller, Mark",Recitation for CS 5004,54568,16.8
"Slaughter, Adrienne",Algorithms,54553,-6.2
"Slaughter, Adrienne",Computer Systems,54554,-32.7
"Feinberg, Daniel",Database Management Sys,53718,10.7
"Chhay, Bruce",Database Management Sys,54547,20.8
"Shah, Michael",Computer Graphics,54022,11.4
"Slaughter, Adrienne",Found of Software Engineering,54556,-0.5
"Feinberg, Daniel",Mobile Application Development,54116,-0.8
"Mathapathi, Shivakumar",Mobile Application Development,54607,-23.7
"Mullen, Anthony",Web Development,54448,5.2
"Saripalli, Kanaka",Fundamentals - Computer Netwkg,54449,-43.2
"Ezzat, Ahmed",Algorithms,53743,-51.3
"Van Der Poel, Andrew",Algorithms,54491,2.6
"Sun, Zhifeng",Algorithms,54548,21.8
"Martell, Craig",Algorithms,54555,-16.1
"Sellke, Sarah",Algorithms,54573,13.0
"Martell, Craig",Algorithms,54602,13.3
"Slaughter, Adrienne",Experiential Project,55099,21.3
"Arunagiri, Sara",Machine Learning,54095,-21.7
"Pavlu, Virgil",Information Retrieval,54450,20.1
"Arunagiri, Sara",Data Mining Techniques,54096,-30.9
"Aguiar, Everaldo",Data Mining Techniques,54557,23.5
"Mesch, Francisco",Grad Co-op Seminar,54559,4.6
"Selinger, Ethan",Grad Co-op Seminar,54577,11.9
"Selinger, Ethan",Grad Co-op Seminar,54632,15.4
"Mesch, Francisco",Grad Co-op Seminar,54632,15.5
"Hand, Paul",Deep Learning,54774,21.6
"Evans, Abigail",Special Topics Software Engr,54560,28.8
"Peters, Daniel",Object-Oriented Design w/C#,54124,-14.1
