First Name,Last Name,ID,Department,Institution Name,Institution ID,Number of Ratings,Average Rating (Out of 5),Would Take Again (Percent),Level of Difficulty (Out of 5),Popular Tags
Ryan,Ellis,2329054,Communication Studies,Northeastern University,696,7.0,4.4,0.86,3.4,"['Participation matters', 'Gives good feedback', 'Caring', 'Get ready to read', ""Skip class? You won't pass.""]"
John,Ellsworth,1734024,Business,Northeastern University,696,2.0,5.0,,2.0,[]
Omar,Elwakil,1861798,Management,Northeastern University,696,2.0,4.5,,3.0,[]
Lee,Emrich,2753460,English,Northeastern University,696,3.0,4.7,1.0,2.0,"['Get ready to read', 'Gives good feedback', 'Accessible outside class']"
Liu,Engelbrechten,3030172,Engineering,Northeastern University,696,4.0,1.0,0.0,5.0,"['Tough grader', 'Lots of homework', 'Test heavy', 'Get ready to read', 'Beware of pop quizzes']"
John,Engen,1065891,Chemistry,Northeastern University,696,7.0,4.6,0.67,4.4,"['Get ready to read', ""Skip class? You won't pass."", 'Amazing lectures', 'Inspirational', 'Respected']"
Christen,Enos,934092,English,Northeastern University,696,22.0,4.1,0.75,2.6,"['Gives good feedback', 'Participation matters', 'Tough grader', 'Clear grading criteria', 'Group projects']"
Michael,Enright,2877060,Business,Northeastern University,696,1.0,5.0,1.0,4.0,"['Get ready to read', 'Respected']"
Slava,Epstein,1995030,Biology,Northeastern University,696,4.0,4.0,1.0,3.0,"['Amazing lectures', 'Clear grading criteria', 'Tests? Not many', 'Lots of homework', 'Respected']"
Randall,Erb,1813072,Mechanical Engineering,Northeastern University,696,9.0,4.7,1.0,3.3,"['Gives good feedback', 'Caring', 'Clear grading criteria', 'EXTRA CREDIT', 'Amazing lectures']"
Deniz,Erdogmus,2286099,Electrical Engineering,Northeastern University,696,3.0,3.0,0.34,3.3,"['Get ready to read', 'Group projects', 'Amazing lectures', 'Inspirational', 'Lecture heavy']"
Awatef,Ergai,2130847,Industrial Engineering,Northeastern University,696,5.0,3.5,0.75,2.8,"['Caring', 'Respected', 'EXTRA CREDIT', 'Group projects', 'Lecture heavy']"
Awatef,Ergei,2066098,Industrial Engineering,Northeastern University,696,0.0,,,,[]
Ozlem,Ergun,1936742,Industrial Engineering,Northeastern University,696,3.0,5.0,1.0,3.0,"['Amazing lectures', 'Inspirational', 'Respected', 'Would take again', 'Lots of homework']"
Devon,Erickson,1890091,Accounting,Northeastern University,696,13.0,4.6,,2.7,"['Caring', 'Respected', 'Would take again', 'Gives good feedback', 'Tough grader']"
Diana,Erinna,826118,Modern Languages,Northeastern University,696,12.0,3.3,0.0,4.1,"['Tough grader', 'Lots of homework', ""Skip class? You won't pass."", 'Participation matters', 'Hilarious']"
Cuneyt,Eroglu,1527958,Business Administration,Northeastern University,696,31.0,4.2,0.95,2.4,"['Caring', 'Hilarious', 'Accessible outside class', 'Respected', 'Clear grading criteria']"
Bilge,Erten,2126354,Economics,Northeastern University,696,11.0,3.8,0.72,2.5,"['Lecture heavy', 'Get ready to read', 'Participation matters', 'Would take again', 'Gives good feedback']"
Celine,Esch,2475349,Biology,Northeastern University,696,1.0,2.0,0.0,3.0,"['Tough grader', 'Test heavy', 'Graded by few things']"
Rhea,Eskew,405251,Psychology,Northeastern University,696,13.0,3.4,,3.6,"['EXTRA CREDIT', 'Tests? Not many', 'Lecture heavy']"
Jonathan,Esole,2281628,Mathematics,Northeastern University,696,12.0,2.7,0.34,3.3,"['Beware of pop quizzes', 'Tough grader', 'Gives good feedback', 'Test heavy', 'EXTRA CREDIT']"
Tabitha,Espina,2718242,English,Northeastern University,696,7.0,5.0,1.0,2.0,"['Gives good feedback', 'Caring', 'Inspirational', 'Respected', 'Accessible outside class']"
James,Estabrook ,2011980,Biology,Northeastern University,696,2.0,5.0,1.0,1.0,"['Participation matters', 'Hilarious', ""Skip class? You won't pass."", 'Caring']"
Eric,Estevez,1550994,International Politics,Northeastern University,696,2.0,5.0,,4.0,[]
Neenah,Estrella-Luna,1753998,Public Policy,Northeastern University,696,2.0,5.0,,4.0,"['Tough grader', 'Get ready to read', 'Gives good feedback']"
Joseph,Ethier,2822751,Anthropology,Northeastern University,696,1.0,1.0,0.0,3.0,[]
David,Etlin,2192657,Philosophy,Northeastern University,696,2.0,3.0,0.5,2.5,"['Get ready to read', 'Graded by few things']"
Elaine M,Evans,1295911,Human Resources Management,Northeastern University,696,8.0,3.5,,3.8,[]
Emily,Exilus,2674500,Speech & Hearing Sciences,Northeastern University,696,1.0,2.0,0.0,3.0,"['Tough grader', 'Graded by few things']"
Ahmed,Ezzat,2567862,Computer Science,Northeastern University,696,1.0,1.0,0.0,3.0,['Lecture heavy']
Daniel,Faber,2931517,Sociology,Northeastern University,696,2.0,4.5,1.0,2.5,"['Get ready to read', 'EXTRA CREDIT', 'Inspirational', 'Lecture heavy']"
Danny,Faber,391268,Sociology,Northeastern University,696,52.0,4.4,0.83,2.5,"['Amazing lectures', 'Get ready to read', 'Inspirational', 'Respected', 'Graded by few things']"
Samira,Faegh,2946827,Engineering,Northeastern University,696,3.0,4.7,1.0,3.0,"['Clear grading criteria', 'Caring', 'Lots of homework', 'Respected', 'Test heavy']"
Paul,Fahey,2247207,Political Science,Northeastern University,696,0.0,,,,[]
Stacy,Fahrenthold,1521212,History,Northeastern University,696,3.0,4.7,,3.3,[]
Olubunmi,Faleye,866571,Finance,Northeastern University,696,15.0,3.6,0.5,3.5,"['Tough grader', ""Skip class? You won't pass."", 'Get ready to read', 'Participation matters', 'Group projects']"
Don,Fallis,2748857,Philosophy,Northeastern University,696,4.0,4.5,1.0,1.3,"['Participation matters', 'Clear grading criteria', 'Get ready to read', ""Skip class? You won't pass."", 'So many papers']"
Li,Fan,2970099,Finance,Northeastern University,696,1.0,5.0,1.0,3.0,"['Group projects', 'Inspirational', 'Caring']"
Mohammad,Fanaei,2868569,Engineering,Northeastern University,696,10.0,1.2,0.1,3.6,"['Graded by few things', 'Tough grader', 'Lots of homework', 'Lecture heavy', 'Test heavy']"
Qianqian,Fang,2473232,Biomedical,Northeastern University,696,0.0,,,,[]
Cao,Fang,2837695,Finance,Northeastern University,696,0.0,,,,[]
Hillary,Farber,946979,Criminal Justice,Northeastern University,696,7.0,3.9,,4.3,[]
Nasser,Fard,2912776,Industrial Engineering,Northeastern University,696,1.0,1.0,0.0,5.0,"['Tough grader', 'Hilarious', 'Beware of pop quizzes']"
Nassar,Fard,494529,Engineering,Northeastern University,696,28.0,1.9,0.16,3.7,"['Graded by few things', 'Tough grader', 'Caring', 'Test heavy', 'Amazing lectures']"
Sultan,Fareena,2045177,Marketing,Northeastern University,696,6.0,2.2,0.34,3.7,"['Tough grader', 'Participation matters', ""Skip class? You won't pass."", 'Group projects', 'Lots of homework']"
Amir,Farhat,123486,Engineering,Northeastern University,696,15.0,3.4,0.5,3.6,"['Tough grader', 'Lots of homework', 'Test heavy', 'Amazing lectures', 'Respected']"
Joan,Farre-Mensa,2493689,Finance,Northeastern University,696,2.0,1.5,0.0,5.0,"['Get ready to read', 'Lecture heavy', 'Tough grader', 'Test heavy']"
Amy,Farrell,928335,Criminal Justice,Northeastern University,696,4.0,5.0,,3.3,"['Group projects', 'Tests? Not many', 'Gives good feedback']"
Eileen,Farrell,1089080,English,Northeastern University,696,5.0,4.0,,2.6,[]
Sina,Fazelpour,2795169,Philosophy,Northeastern University,696,2.0,5.0,1.0,3.5,"['Hilarious', 'Respected', 'Tough grader', 'Caring']"
Christopher,Featherman,2095506,English,Northeastern University,696,4.0,3.0,0.5,2.5,"['So many papers', 'Get ready to read', 'Participation matters', ""Skip class? You won't pass."", 'Clear grading criteria']"
Adrian,Feiguin,2245035,Physics,Northeastern University,696,2.0,4.5,1.0,3.0,"['Clear grading criteria', 'Gives good feedback', 'Caring', 'Lecture heavy', 'Accessible outside class']"
Daniel,Feinberg,2562592,Computer Science,Northeastern University,696,1.0,5.0,1.0,2.0,"['Gives good feedback', 'Inspirational', 'Respected']"
Allen,Feinstein,122854,Music,Northeastern University,696,21.0,3.9,0.72,2.5,"['Caring', 'Gives good feedback', 'Accessible outside class', 'Group projects', 'Inspirational']"
Nathan,Felde,2620502,Graphic Design,Northeastern University,696,2.0,5.0,1.0,4.0,"['Respected', 'Gives good feedback', 'Inspirational', 'Caring', 'Graded by few things']"
Adam ,Feldman,2054920,Music,Northeastern University,696,0.0,,,,[]
Heidi,Feldman,2645558,Communication Studies,Northeastern University,696,4.0,3.0,0.5,4.3,"['Tough grader', 'Amazing lectures', 'Gives good feedback', 'Lots of homework', 'So many papers']"
John,Felix,2300438,Environmental Science,Northeastern University,696,4.0,1.5,0.0,2.5,"['Get ready to read', 'Amazing lectures', 'Graded by few things']"
Harriet,Fell,333037,Computer Science,Northeastern University,696,28.0,3.0,,3.1,"['Respected', 'Lecture heavy']"
Peter,Fell,3019840,Economics,Northeastern University,696,0.0,,,,[]
Matthias,Felleisen,95525,Computer Science,Northeastern University,696,53.0,3.6,0.48,4.4,"['Tough grader', 'Lots of homework', 'Get ready to read', 'Respected', 'Amazing lectures']"
Carol,Femia,1835279,Nursing,Northeastern University,696,14.0,3.1,0.58,4.1,"['Tough grader', 'Caring', 'Respected', 'Test heavy', 'Amazing lectures']"
WanZhe,Feng,2217516,Mathematics,Northeastern University,696,6.0,1.3,0.0,4.2,"['Tough grader', 'Lecture heavy', 'Test heavy', 'Graded by few things', 'Get ready to read']"
Barbara,Fenton,844415,Physical Therapy,Northeastern University,696,2.0,4.3,,2.5,[]
Esther,Fenton,1566974,Sociology,Northeastern University,696,4.0,3.6,0.5,2.8,"['Gives good feedback', 'Respected', 'Graded by few things']"
Nasim,Ferdows,2953503,Health Science,Northeastern University,696,0.0,,,,[]
Eduarda,Fernandes,2705501,Nursing,Northeastern University,696,0.0,,,,[]
Loretta,Fernandez,2790963,Civil Engineering,Northeastern University,696,3.0,4.0,0.67,2.3,"['Caring', 'Accessible outside class', 'Gives good feedback']"
Marisol,Fernandez-Garcia,323344,Modern Languages,Northeastern University,696,15.0,4.2,1.0,2.4,"['Caring', 'Gives good feedback', 'Respected']"
Neranga,Fernando,1841538,Mathematics,Northeastern University,696,43.0,4.5,0.84,2.1,"['Hilarious', 'Would take again', 'Respected', 'Gives good feedback', 'Accessible outside class']"
Vincent,Ferraro,563942,Sociology,Northeastern University,696,26.0,4.2,,2.3,[]
Lorrie,Ferraro,1459945,Human Resources Management,Northeastern University,696,2.0,1.0,,4.5,[]
Melissa,Ferrick,2970501,Music,Northeastern University,696,1.0,5.0,1.0,3.0,"['Amazing lectures', 'Inspirational', 'Caring']"
Lori,Ferris,2745301,Architecture,Northeastern University,696,0.0,,,,[]
Craig,Ferris,2815468,Pharmacy,Northeastern University,696,0.0,,,,[]
Lisa,Ferruccio,1656949,Sociology,Northeastern University,696,3.0,4.8,,4.0,[]
Kirsten,Fertuck,2218600,Biochemistry,Northeastern University,696,38.0,2.6,0.37,3.8,"['Participation matters', ""Skip class? You won't pass."", 'Lecture heavy', 'Tough grader', 'Clear grading criteria']"
Maxim,Fetissenko,904987,Communication Studies,Northeastern University,696,14.0,2.9,,3.0,[]
Greg,Fiete,2470027,Physics,Northeastern University,696,2.0,5.0,1.0,3.0,"['Accessible outside class', 'Gives good feedback', 'Caring', 'Lecture heavy', 'Graded by few things']"
Jessica,Fine,1456569,Computer Science,Northeastern University,696,1.0,5.0,,4.0,[]
Janet,Fine,2128095,Criminal Justice,Northeastern University,696,1.0,5.0,1.0,3.0,"['Group projects', 'Accessible outside class']"
Joesph,Finigan,1692567,Mathematics,Northeastern University,696,1.0,4.0,,1.0,[]
Joseph,Finigan,2094871,Mathematics,Northeastern University,696,0.0,,,,[]
Daryl,Finizio,1312595,Law,Northeastern University,696,3.0,5.0,,3.3,[]
David,Fink,2961283,Management,Northeastern University,696,1.0,2.0,0.0,3.0,['Get ready to read']
Sarah,Finn,1945361,English,Northeastern University,696,14.0,4.5,0.91,2.1,"['Caring', 'Gives good feedback', 'Clear grading criteria', 'Participation matters', 'Group projects']"
David,Fionda,2607221,Accounting,Northeastern University,696,2.0,4.0,0.5,4.0,"['Lecture heavy', 'Participation matters', ""Skip class? You won't pass."", 'Group projects', 'Hilarious']"
Lori,Fiorentino,2814114,Regulatory Affairs,Northeastern University,696,0.0,,,,[]
Joanna ,Fister,2066425,Business,Northeastern University,696,3.0,3.5,0.5,2.7,"['Get ready to read', 'Clear grading criteria', 'Inspirational', 'Hilarious', 'Graded by few things']"
Branden,Fitelson,2252158,Philosophy,Northeastern University,696,14.0,5.0,1.0,2.5,"['Inspirational', 'Amazing lectures', 'Respected', 'Accessible outside class', 'EXTRA CREDIT']"
Joan,Fitzgerald,289733,Social Science,Northeastern University,696,14.0,2.5,0.4,3.5,"['Participation matters', 'Get ready to read', ""Skip class? You won't pass."", 'Graded by few things', 'Tough grader']"
Brian,Fitzgerald,1997803,Accounting,Northeastern University,696,19.0,4.6,0.88,3.1,"['Gives good feedback', 'Accessible outside class', 'Caring', 'Amazing lectures', 'Lots of homework']"
Stephen,Flaherty,3007777,Health Management,Northeastern University,696,3.0,3.0,0.67,1.7,"['Tough grader', 'Group projects', 'EXTRA CREDIT', 'Clear grading criteria']"
Jared,Flake,2951058,Accounting,Northeastern University,696,9.0,4.4,0.78,3.1,"['Accessible outside class', 'Clear grading criteria', 'Caring', 'Lecture heavy', 'EXTRA CREDIT']"
Eunice,Flanders,833037,English,Northeastern University,696,5.0,3.5,0.0,3.8,"['Lots of homework', 'So many papers', ""Skip class? You won't pass."", 'Lecture heavy']"
Laure,Flapan,2281626,Mathematics,Northeastern University,696,3.0,1.7,0.0,4.7,"['Tough grader', 'Graded by few things']"
Anne,Fleche,200004,English,Northeastern University,696,24.0,2.4,,3.2,"['Tough grader', 'Participation matters']"
Zoe,Fleischmann,2231093,Biology,Northeastern University,696,0.0,,,,[]
David,Floreen,2092429,Political Science,Northeastern University,696,0.0,,,,[]
Marcial,Flores,371045,Spanish,Northeastern University,696,32.0,4.0,,2.3,"['Participation matters', 'Gives good feedback', 'Hilarious']"
Marciel,Flores,2129069,Spanish,Northeastern University,696,0.0,,,,[]
Brigid,Flynn,1749055,English,Northeastern University,696,2.0,3.5,0.5,3.0,"['Caring', 'Gives good feedback', 'Accessible outside class']"
Taylor,Flynn,2539633,Law,Northeastern University,696,0.0,,,,[]
David,Fogel,2663092,Finance,Northeastern University,696,0.0,,,,[]
Jason,Foley,2718098,International Studies,Northeastern University,696,2.0,4.5,1.0,5.0,"['Clear grading criteria', 'Get ready to read', 'Amazing lectures', 'Gives good feedback', 'Respected']"
Eric,Folmar,2031435,Physical Therapy,Northeastern University,696,1.0,5.0,,3.0,"['Would take again', 'Gives good feedback', 'Inspirational']"
Paul,Fombelle,1503196,Marketing,Northeastern University,696,54.0,3.7,0.57,3.5,"['Participation matters', 'Tough grader', 'Get ready to read', 'Amazing lectures', ""Skip class? You won't pass.""]"
Ellen,Fontana,2962223,Communication Studies,Northeastern University,696,0.0,,,,[]
Mark,Fontenot,2868024,Computer Science,Northeastern University,696,36.0,2.9,0.5,3.5,"['EXTRA CREDIT', 'Hilarious', 'Tough grader', 'Lots of homework', 'Group projects']"
William,Forbes,2951141,Business,Northeastern University,696,3.0,4.7,1.0,2.3,"['Get ready to read', 'Group projects', 'Amazing lectures', 'Caring', 'Lecture heavy']"
Brian,Ford,815366,Computer Science,Northeastern University,696,4.0,3.0,,2.8,[]
Syrio,Forel ,1947136,Theater,Northeastern University,696,1.0,4.5,,4.0,"['Tests? Not many', 'Would take again', 'Gives good feedback']"
Stanley,Forman,927849,Civil Engineering,Northeastern University,696,33.0,2.8,,3.4,[]
Murray,Forman,192940,Communication,Northeastern University,696,44.0,3.1,0.34,3.6,"['Tough grader', 'Respected', 'Lecture heavy', 'Graded by few things', 'Get ready to read']"
James,Forren,2023638,Architecture,Northeastern University,696,0.0,,,,[]
Shannon,Forrester,2959176,Creative Studies,Northeastern University,696,0.0,,,,[]
Tess,Forsell,1443541,Economics,Northeastern University,696,6.0,3.7,,3.2,[]
David,Forsyth,261813,Chemistry,Northeastern University,696,22.0,4.2,,3.4,[]
Lisa,Foster,2882503,Advisor,Northeastern University,696,0.0,,,,[]
Dimitrios,Fotiadis,1556053,Mathematics,Northeastern University,696,36.0,3.2,0.55,3.3,"['Hilarious', 'Caring', 'Test heavy', 'Graded by few things', ""Skip class? You won't pass.""]"
Angelos,Fotopoulos,2406098,Physics,Northeastern University,696,6.0,3.5,0.34,3.2,"['Lecture heavy', 'Group projects', 'Lots of homework', 'Test heavy']"
Assad,Fotovatian,2428661,Physics,Northeastern University,696,46.0,4.3,0.87,2.5,"['Hilarious', 'Caring', 'Clear grading criteria', 'Accessible outside class', 'Test heavy']"
Randon,Fou,2684314,Strategies For Success,Northeastern University,696,0.0,,,,[]
Brooke,Foucault Welles,1829057,Communication Studies,Northeastern University,696,4.0,4.3,1.0,4.0,"['Participation matters', 'Gives good feedback', 'Caring']"
Chuck,Fountain,365808,Journalism,Northeastern University,696,49.0,3.9,0.5,3.3,"['Lecture heavy', 'Get ready to read', 'Inspirational', ""Skip class? You won't pass."", 'Would take again']"
William,Fowler,807552,History,Northeastern University,696,19.0,4.5,,3.0,"['Amazing lectures', 'Would take again', 'Respected']"
James,Fox,406982,Criminal Justice,Northeastern University,696,24.0,2.8,1.0,3.8,"[""Skip class? You won't pass."", 'Amazing lectures', 'Gives good feedback', 'So many papers', 'Respected']"
kimberly,fralic ,1976002,History,Northeastern University,696,0.0,,,,[]
John,Frampton,162780,Mathematics,Northeastern University,696,22.0,2.2,,3.0,[]
Naarendorp,Franklin,1606110,Psychology,Northeastern University,696,1.0,4.5,,3.0,[]
Mitch,Franklin,1827769,Accounting,Northeastern University,696,10.0,2.1,0.0,4.0,"['Tough grader', 'Get ready to read', 'Graded by few things']"
Peter,Fraunholtz,282675,History,Northeastern University,696,39.0,2.3,0.0,4.0,"['Get ready to read', 'So many papers', 'Lots of homework', 'Lecture heavy', 'Tough grader']"
Kirk,Frazee,1657928,Business Administration,Northeastern University,696,1.0,1.5,,4.0,[]
Kathryn,Frazier,1985568,Psychology,Northeastern University,696,4.0,4.9,1.0,1.8,"['Participation matters', 'EXTRA CREDIT', 'Amazing lectures', 'Clear grading criteria', 'Would take again']"
Richard,Freeland,2324923,History,Northeastern University,696,1.0,2.0,1.0,5.0,"['Tough grader', 'Get ready to read', 'Gives good feedback']"
Kimberly,Freeman,1137659,English,Northeastern University,696,3.0,4.5,,3.3,[]
Elmer,Freeman,1621424,Health Science,Northeastern University,696,5.0,2.2,1.0,4.8,"['Tough grader', 'Get ready to read', ""Skip class? You won't pass."", 'Group projects', 'Respected']"
Susan,Freeman,125140,Engineering,Northeastern University,696,55.0,4.5,0.82,2.6,"['Group projects', 'Lots of homework', 'Caring', 'Accessible outside class', 'Would take again']"
Clark,Freifeld,2234215,Computer Science,Northeastern University,696,27.0,3.3,0.56,3.7,"['Lots of homework', 'Tough grader', 'Caring', 'Accessible outside class', 'Gives good feedback']"
Mike,Frengel,1125477,Music,Northeastern University,696,7.0,4.7,1.0,2.6,"['Caring', 'Respected', 'Gives good feedback', 'Lots of homework', 'Inspirational']"
John,Frenz,2659107,Chemistry,Northeastern University,696,1.0,1.0,0.0,4.0,"['Get ready to read', 'Lots of homework', 'So many papers']"
John,Friar,596882,Business,Northeastern University,696,20.0,4.1,0.5,2.5,"['Participation matters', 'Inspirational', 'Lots of homework', 'Lecture heavy', 'Tough grader']"
Robert,Fried,2706059,Education,Northeastern University,696,0.0,,,,[]
Marcus,Fries,642955,Mathematics,Northeastern University,696,11.0,3.7,,4.0,[]
Natasha,Frost,696173,Criminal Justice,Northeastern University,696,8.0,4.3,0.0,3.0,"['Get ready to read', 'So many papers', 'Lecture heavy']"
Lakisha,Frye,2668677,Nursing,Northeastern University,696,0.0,,,,[]
Yun,Fu,2979902,Engineering,Northeastern University,696,0.0,,,,[]
Carolin,Fuchs,2429034,Modern Languages,Northeastern University,696,5.0,4.2,0.8,2.8,"['Participation matters', 'Lots of homework', 'Tough grader', ""Skip class? You won't pass."", 'Clear grading criteria']"
Canek,Fuentes-Hernandez,2776801,Engineering,Northeastern University,696,1.0,1.0,0.0,5.0,"['Lots of homework', 'Graded by few things']"
Marc,fuller,2766190,Biomedical,Northeastern University,696,0.0,,,,[]
Brian,Fulton,1694875,Chemistry,Northeastern University,696,37.0,2.4,0.29,3.7,"['Graded by few things', 'Test heavy', 'Lecture heavy', 'Get ready to read', 'Tough grader']"
Peter,Furth,1129289,Civil Engineering,Northeastern University,696,21.0,2.9,0.43,3.2,"['Tough grader', 'Lots of homework', 'Inspirational', 'Amazing lectures', ""Skip class? You won't pass.""]"
Robert,Futrelle,447175,Computer Science,Northeastern University,696,18.0,1.5,,2.4,[]
Michal,Fux,2352647,Psychology,Northeastern University,696,2.0,1.5,0.0,5.0,"['Lecture heavy', 'Test heavy', 'Graded by few things']"
Laurel,Gabard-Durnam,2686861,Psychology,Northeastern University,696,1.0,5.0,1.0,2.0,"['Get ready to read', 'Participation matters', 'Caring']"
Florencia,Gabriele,2356274,Economics,Northeastern University,696,0.0,,,,[]
Florencia,Gabriella,1097561,Political Science,Northeastern University,696,2.0,2.8,0.0,3.5,"['Tough grader', 'Lots of homework', 'So many papers']"
Terrence,Gaffney,2205,Mathematics,Northeastern University,696,38.0,3.1,0.5,3.7,"['Lots of homework', 'Tough grader', 'Accessible outside class', ""Skip class? You won't pass."", 'Respected']"
Lee,Gagan,1026151,Finance,Northeastern University,696,0.0,,,,[]
Erica,Gagne,2561598,Psychology,Northeastern University,696,1.0,5.0,1.0,2.0,['Participation matters']
Timothy,Gagnon,829418,Accounting,Northeastern University,696,24.0,1.8,0.08,4.7,"['Test heavy', 'Lecture heavy', 'Tough grader', 'Lots of homework', 'Graded by few things']"
Nisal,Gajadeera,2754349,Chemistry,Northeastern University,696,0.0,,,,[]
Ronen,Gal-Or,1647212,Accounting,Northeastern University,696,20.0,4.9,1.0,2.4,"[""Skip class? You won't pass."", 'Amazing lectures', 'Participation matters', 'Caring', 'Respected']"
Federico,Galetto,1517573,Mathematics,Northeastern University,696,4.0,3.8,1.0,2.5,"['Caring', 'Tough grader', 'Gives good feedback', 'Lecture heavy', 'Accessible outside class']"
Jeff,Galkowski,2406270,Mathematics,Northeastern University,696,0.0,,,,[]
Susan,Gallagher,2073207,Nursing,Northeastern University,696,3.0,4.7,1.0,3.3,"[""Skip class? You won't pass."", 'Test heavy', 'Caring', 'Respected', 'Lecture heavy']"
Sean,Gallagher,2555686,Marketing,Northeastern University,696,138.0,4.2,0.82,3.2,"['Participation matters', 'Get ready to read', 'Group projects', 'Caring', 'Amazing lectures']"
Chris,Gallagher,1883686,English,Northeastern University,696,1.0,1.0,0.0,5.0,"['Tough grader', 'Get ready to read', 'Participation matters']"
Joshua,Gallaway,2456301,Chemical Engineering,Northeastern University,696,7.0,4.9,1.0,3.4,"['Respected', 'Amazing lectures', 'Caring', 'Accessible outside class', 'Participation matters']"
Ann,Galligan,607739,Communication,Northeastern University,696,4.0,2.6,,2.8,[]
Unmesh,Gandhi,2815281,Management,Northeastern University,696,0.0,,,,[]
Auroop,Ganguly,1713481,Engineering,Northeastern University,696,3.0,3.6,1.0,3.0,"['Inspirational', 'So many papers', 'Get ready to read', 'Lots of homework']"
Rachel,Gans-Boriskin,1431923,Communication Studies,Northeastern University,696,63.0,4.8,,2.8,[]
Tony,Gao,1048739,Marketing,Northeastern University,696,5.0,4.4,,2.6,[]
Rosanna,Garcia,486209,Marketing,Northeastern University,696,15.0,4.0,,2.5,[]
Matt,Garcia,2657701,Mathematics,Northeastern University,696,23.0,2.5,0.4,4.1,"['Graded by few things', 'Lecture heavy', 'Test heavy', 'Tough grader', 'Amazing lectures']"
Denise,Garcia,1029676,Political Science,Northeastern University,696,34.0,3.2,0.43,3.5,"['Get ready to read', 'Group projects', 'So many papers', 'Participation matters', ""Skip class? You won't pass.""]"
Lori,Gardinier,160902,Social Science,Northeastern University,696,30.0,4.7,0.91,2.4,"['Amazing lectures', 'Inspirational', 'Caring', 'Participation matters', 'Respected']"
Julie,Garey,2085198,Political Science,Northeastern University,696,18.0,3.8,0.59,2.8,"['Participation matters', 'Get ready to read', 'Accessible outside class', 'Group projects', 'Tough grader']"
Priya,Garg,2274290,Finance,Northeastern University,696,8.0,2.3,0.38,4.3,"['Lecture heavy', 'Test heavy', 'Tough grader', 'Clear grading criteria', 'Participation matters']"
Kelly,Garneau,1122514,English,Northeastern University,696,14.0,4.3,1.0,2.6,"['Participation matters', 'Gives good feedback', 'Caring', 'Get ready to read', 'Group projects']"
Julia,Garrett,2580199,English,Northeastern University,696,8.0,4.3,0.88,3.0,"['Participation matters', 'Gives good feedback', 'Clear grading criteria', 'Caring', 'Get ready to read']"
Janet,Garvey,2683986,International Studies,Northeastern University,696,0.0,,,,[]
Myles,Garvey,2638331,Computer Science,Northeastern University,696,5.0,2.0,0.2,2.0,"['Lecture heavy', 'Tough grader', 'Participation matters', 'Group projects', 'Amazing lectures']"
Angelica,Gascon,1367444,Spanish,Northeastern University,696,2.0,3.5,,2.0,[]
Irene,Gassko,358291,Computer Science,Northeastern University,696,11.0,1.8,0.0,4.0,"['Tough grader', 'Lots of homework', 'Participation matters', 'Get ready to read', 'Hilarious']"
Jerome,Gates,2563566,Business Administration,Northeastern University,696,1.0,5.0,1.0,3.0,"['Participation matters', 'Gives good feedback', 'Respected']"
Samuel John,Gatley,936169,Pharmacy,Northeastern University,696,2.0,1.3,,3.5,[]
Wolfgang,Gatterbauer,2303072,Computer Science,Northeastern University,696,3.0,3.0,0.34,4.7,"['Test heavy', 'Graded by few things', 'Participation matters', 'Gives good feedback', 'Lots of homework']"
Anu,Gaur,2683277,Biology,Northeastern University,696,5.0,1.0,0.0,4.6,"['Group projects', 'Lots of homework', 'So many papers', 'Tough grader', ""Skip class? You won't pass.""]"
Megan,Gay,1360499,Economics,Northeastern University,696,3.0,4.7,,3.7,[]
Caleb,Gayle,2856535,Journalism,Northeastern University,696,1.0,5.0,1.0,4.0,"['Get ready to read', 'Participation matters', 'Respected']"
Edward,Geisinger,2620958,Biology,Northeastern University,696,6.0,4.7,1.0,3.0,"['Get ready to read', 'Group projects', 'Gives good feedback', 'Lecture heavy', 'Accessible outside class']"
Shahinaz ,Geneid,3016418,Criminal Justice,Northeastern University,696,0.0,,,,[]
Chris,Genter,771133,Architecture,Northeastern University,696,7.0,4.6,,3.3,[]
Lauren,Gentile,938137,Counseling & Educational Psych,Northeastern University,696,4.0,3.4,,2.3,[]
Nicole,Georgallas,2156095,Communication Studies,Northeastern University,696,1.0,4.0,1.0,2.0,"['Gives good feedback', 'Caring']"
Prasanth,George,1918608,Mathematics,Northeastern University,696,77.0,4.9,0.99,2.6,"['Amazing lectures', 'Respected', 'Clear grading criteria', 'Hilarious', 'Caring']"
Francis Frank,Georges,2284148,Economics,Northeastern University,696,51.0,4.3,0.83,1.6,"['Lecture heavy', 'Clear grading criteria', 'Caring', 'Test heavy', 'Respected']"
Eric,Gerber,2837478,Computer Science,Northeastern University,696,2.0,5.0,1.0,3.0,"['Caring', 'Respected', 'Group projects', 'Gives good feedback']"
Eric,Gerber,2973318,Mathematics,Northeastern University,696,3.0,5.0,1.0,2.3,"['Clear grading criteria', 'Amazing lectures', 'Lots of homework', 'Hilarious', 'Caring']"
Madison,Gerdes,2925829,Criminal Justice,Northeastern University,696,0.0,,,,[]
Andrea,Germiniasi,1085321,Economics,Northeastern University,696,17.0,2.9,,4.2,[]
Roy ,Gernhardt,3025748,Economics,Northeastern University,696,3.0,5.0,1.0,2.7,"['Caring', 'EXTRA CREDIT', 'Amazing lectures', 'Clear grading criteria', 'Gives good feedback']"
