First Name,Last Name,ID,Department,Institution Name,Institution ID,Number of Ratings,Average Rating (Out of 5),Would Take Again (Percent),Level of Difficulty (Out of 5),Popular Tags
Abbie,Levesque,2650627,English,Northeastern University,696,6.0,4.8,1.0,1.8,"['Get ready to read', 'Participation matters', 'Gives good feedback', 'Caring', 'Accessible outside class']"
Amie,Levesque,649854,Sociology,Northeastern University,696,12.0,4.1,1.0,3.3,"['Tough grader', 'Get ready to read', 'Participation matters', 'Inspirational']"
Matsuko,Levin,1415841,Modern Languages,Northeastern University,696,5.0,3.3,,2.6,[]
Jack,Levin,122266,Sociology,Northeastern University,696,51.0,4.6,1.0,2.2,"['Amazing lectures', 'Would take again', 'Tests? Not many', 'Inspirational', 'Respected']"
Mila,Levine,978726,Business Administration,Northeastern University,696,4.0,3.0,,3.3,[]
Benjamin,Levy,2279534,Mathematics,Northeastern University,696,4.0,3.8,0.5,3.3,"['Caring', 'Accessible outside class', 'Respected', 'Tough grader', ""Skip class? You won't pass.""]"
Benjamin,Levy,2478921,Sociology,Northeastern University,696,19.0,5.0,1.0,2.4,"['Caring', 'Get ready to read', 'Amazing lectures', 'Clear grading criteria', 'Gives good feedback']"
Michaela,Lewis,2661999,Nursing,Northeastern University,696,0.0,,,,[]
Lisa,Lewis,2382063,Psychology,Northeastern University,696,10.0,4.7,0.9,2.3,"['Caring', 'Amazing lectures', 'Inspirational', 'Participation matters', ""Skip class? You won't pass.""]"
Jonothan,Lewis,2704725,Communication Studies,Northeastern University,696,4.0,4.5,0.75,2.8,"['Group projects', 'Respected', 'Tough grader', 'Get ready to read', 'Amazing lectures']"
Laura,Lewis,1181577,Chemical Engineering,Northeastern University,696,8.0,1.4,0.17,3.6,"['Tough grader', 'Participation matters', ""Skip class? You won't pass."", 'Get ready to read', 'Group projects']"
Rachel,Lewis,1312964,Writing,Northeastern University,696,6.0,4.6,1.0,2.5,"['Gives good feedback', 'Participation matters', 'Amazing lectures', 'Clear grading criteria', 'Caring']"
Christy,Leyland,2668676,Nursing,Northeastern University,696,1.0,5.0,1.0,4.0,"['Gives good feedback', 'Caring', 'Accessible outside class']"
Jack,Li,866590,Finance,Northeastern University,696,2.0,2.8,,3.5,[]
Yan,LI,1267612,History,Northeastern University,696,4.0,4.5,,2.0,[]
Ang,Li,2709472,Architecture,Northeastern University,696,2.0,2.0,0.0,5.0,"['Tough grader', 'Lecture heavy', 'Participation matters', 'Graded by few things']"
Dezhou,Li,2758614,Mathematics,Northeastern University,696,1.0,3.0,1.0,3.0,[]
Fan,Li,2809597,Finance,Northeastern University,696,1.0,5.0,1.0,3.0,"['EXTRA CREDIT', 'Group projects', 'Amazing lectures']"
Zhenyu,Liao,2621178,Organizational Leadership,Northeastern University,696,6.0,5.0,1.0,2.8,"['Group projects', 'Respected', 'Participation matters', 'Amazing lectures', 'Clear grading criteria']"
Dirk,Libaers,2194887,Entrepreneurship,Northeastern University,696,2.0,4.5,1.0,1.5,"['Group projects', 'Graded by few things', 'Clear grading criteria']"
Samuel,Liberty,2393410,Creative Studies,Northeastern University,696,4.0,2.8,0.5,3.5,"['Participation matters', 'Group projects', 'Get ready to read', 'Amazing lectures', 'Hilarious']"
Silvia,Libro,2577589,Biology,Northeastern University,696,9.0,3.2,0.56,3.2,"['Test heavy', 'Graded by few things', 'Lecture heavy', 'Accessible outside class', 'Group projects']"
Robert,Lieb,545909,Business,Northeastern University,696,13.0,3.5,1.0,3.6,"['Tough grader', 'Get ready to read', 'Participation matters', 'Lecture heavy', 'Respected']"
Karl,Lieberherr,430930,Computer Science,Northeastern University,696,28.0,3.0,0.43,3.8,"['Lots of homework', 'Tough grader', 'Accessible outside class', 'Test heavy', 'Get ready to read']"
Peter,Lifton,2582527,Psychology,Northeastern University,696,1.0,5.0,1.0,3.0,"['Clear grading criteria', 'Gives good feedback', 'Respected']"
Leticia,Lima Angelini,2441182,Biology,Northeastern University,696,0.0,,,,[]
Yinbang,Lin,1947290,Mathematics,Northeastern University,696,2.0,1.8,,3.5,"['Tough grader', 'Participation matters']"
Yingzi,Lin,2514740,Engineering,Northeastern University,696,0.0,,,,[]
Xue,Lin,2234143,Computer Engineering,Northeastern University,696,3.0,5.0,1.0,2.7,"['Caring', 'Lots of homework', 'Respected', 'Lecture heavy', 'Accessible outside class']"
Huiming,Lin,2742218,Biotechnology,Northeastern University,696,1.0,5.0,1.0,3.0,"['EXTRA CREDIT', 'Amazing lectures', 'Caring']"
Katherine,Lind,2422101,Communication Studies,Northeastern University,696,6.0,4.3,0.84,2.3,"['Caring', 'Hilarious', 'Get ready to read', 'Participation matters', ""Skip class? You won't pass.""]"
John,Lindhe,126132,Mathematics,Northeastern University,696,69.0,4.4,0.91,2.1,"['Respected', 'Clear grading criteria', 'Amazing lectures', 'Accessible outside class', 'Gives good feedback']"
Xiao,Ling,2768186,Business Administration,Northeastern University,696,5.0,4.8,1.0,1.8,"['Participation matters', 'Caring', 'Tough grader', 'Group projects', 'Clear grading criteria']"
Charles,Linshaw,1930228,Theater,Northeastern University,696,3.0,4.2,,3.0,"['Participation matters', 'Gives good feedback', 'Tough grader', ""Skip class? You won't pass."", 'Caring']"
Charles,Linskey,2737322,Graphic Design,Northeastern University,696,0.0,,,,[]
Albert,Lionelle,2918257,Computer Science,Northeastern University,696,1.0,1.0,0.0,5.0,"['Tough grader', 'Lots of homework']"
Anna,Lionello,2343874,International Studies,Northeastern University,696,2.0,4.5,1.0,2.5,"['Gives good feedback', 'Participation matters', 'Group projects', 'Clear grading criteria', 'Accessible outside class']"
Gabor,Lippner,2282946,Mathematics,Northeastern University,696,4.0,3.3,0.5,3.5,"['Lecture heavy', 'Tough grader', ""Skip class? You won't pass."", 'Gives good feedback', 'Inspirational']"
Jim,Lipsky,295008,Sign Language,Northeastern University,696,23.0,4.1,0.75,2.9,"['Participation matters', 'Respected', 'Tough grader', ""Skip class? You won't pass."", 'Caring']"
Michelle,Little,2661997,Nursing,Northeastern University,696,0.0,,,,[]
Heather,Littlefield,522184,Linguistics,Northeastern University,696,29.0,4.5,1.0,3.7,"['EXTRA CREDIT', 'Lots of homework', 'Caring', 'Tough grader', 'Get ready to read']"
Changchang,Liu,2552194,Mathematics,Northeastern University,696,0.0,,,,[]
rongbing,liu,2425802,Finance,Northeastern University,696,2.0,4.0,1.0,2.5,"['Group projects', ""Skip class? You won't pass."", 'Caring', 'Respected']"
Xiaoping,Liu,2478260,Business Administration,Northeastern University,696,13.0,2.8,0.39,3.2,"['Graded by few things', 'Test heavy', 'Caring', 'Lecture heavy', 'Tough grader']"
Weiling,Liu,2552449,Finance,Northeastern University,696,10.0,4.1,0.7,3.3,"['Test heavy', 'Accessible outside class', 'Respected', 'Lecture heavy', 'Tough grader']"
Handan,Liu,2729088,Information Science,Northeastern University,696,76.0,4.6,0.9,3.0,"['Gives good feedback', 'Amazing lectures', 'Clear grading criteria', 'Inspirational', 'Respected']"
Yang,Liu,2758405,Computer & Informational Tech.,Northeastern University,696,2.0,1.0,0.0,5.0,"['Tough grader', 'Group projects']"
Xiaotao,Liu,1263343,Accounting,Northeastern University,696,19.0,3.1,0.29,3.1,"['Test heavy', 'Lecture heavy', 'Graded by few things', 'Tough grader', 'Accessible outside class']"
Ioannis,Livanis,1566834,International Politics,Northeastern University,696,43.0,3.9,0.83,2.2,"['Get ready to read', 'Lecture heavy', 'Accessible outside class', 'Beware of pop quizzes', 'Respected']"
Grigorios,Livanis,1053417,Mathematics,Northeastern University,696,20.0,3.9,0.67,3.8,"['Gives good feedback', 'Tough grader', 'Amazing lectures', 'Clear grading criteria', 'Inspirational']"
Carol,Livermore,2517781,Mechanical Engineering,Northeastern University,696,6.0,5.0,1.0,3.3,"['Gives good feedback', 'Respected', 'Caring', ""Skip class? You won't pass."", 'Amazing lectures']"
Angelica,Llavata-Gascon,1129499,Modern Languages,Northeastern University,696,11.0,2.6,0.0,2.9,"['Participation matters', 'Beware of pop quizzes', 'Test heavy', 'Graded by few things']"
Sarah,Lockwood,2857779,Criminal Justice,Northeastern University,696,4.0,4.8,1.0,2.0,"['EXTRA CREDIT', 'Group projects', 'Caring', 'Amazing lectures', 'Get ready to read']"
Todd,Loeb,2947335,Management,Northeastern University,696,1.0,1.0,0.0,1.0,[]
Emma,Logan,2831952,Fine Arts,Northeastern University,696,0.0,,,,[]
Schmidt,Logan,2908799,Computer Science,Northeastern University,696,0.0,,,,[]
Diomedes,Logothetis,2903549,Pharmacy,Northeastern University,696,0.0,,,,[]
Jane,Lohmann,1740084,Not Specified,Northeastern University,696,9.0,2.5,0.0,3.2,"['Lots of homework', 'Tough grader', 'Get ready to read', 'Gives good feedback', 'Would take again']"
Friedrich,Lohr,2351533,International Affairs,Northeastern University,696,2.0,4.5,1.0,2.0,"['Respected', 'Participation matters', 'Hilarious', 'Graded by few things']"
Mark,Lomanno,2304091,Music,Northeastern University,696,8.0,2.7,0.38,3.8,"['Get ready to read', 'Tough grader', 'Participation matters', ""Skip class? You won't pass."", 'Clear grading criteria']"
Marissa,Lombardi,2055460,International Studies,Northeastern University,696,5.0,3.5,1.0,2.4,"['Get ready to read', 'Participation matters', 'Group projects', 'Tests? Not many', 'Gives good feedback']"
Fabrizio,Lombardi,1180706,Computer Engineering,Northeastern University,696,9.0,2.4,0.0,3.8,[]
Bryan,Loney,1890490,Psychology,Northeastern University,696,7.0,4.5,,2.6,"['Amazing lectures', 'Would take again', 'Tough grader', 'Get ready to read', 'Respected']"
Guido,Lopez,2314663,Mathematics,Northeastern University,696,2.0,1.0,0.5,3.5,"['Tough grader', ""Skip class? You won't pass."", 'Clear grading criteria', 'Lots of homework']"
Melinda,Lopez,2673358,Theater,Northeastern University,696,0.0,,,,[]
Steven,Lopez,2675786,Chemistry,Northeastern University,696,23.0,2.6,0.35,4.2,"['Test heavy', 'Lecture heavy', 'Graded by few things', 'Tough grader', 'Accessible outside class']"
Sara,Lopez-Pintado,2942757,Mathematics,Northeastern University,696,2.0,4.5,1.0,3.0,"['Respected', 'Lecture heavy', 'Accessible outside class']"
Yndia,Lorick-Wilmot,1003890,Sociology,Northeastern University,696,2.0,4.0,,4.5,[]
Ralph,Loring,717248,Nursing,Northeastern University,696,10.0,2.6,1.0,4.1,"['Caring', 'Tough grader', 'Get ready to read', 'Participation matters', 'Would take again']"
Ivan,Loseu,1713473,Mathematics,Northeastern University,696,2.0,4.8,,3.0,"['Clear grading criteria', 'Would take again', 'Caring']"
Dan,Lothian,2757967,Journalism,Northeastern University,696,3.0,4.7,1.0,2.3,"['Participation matters', 'So many papers', 'Respected']"
Katie,Lotterhos,2589977,Marine Sciences,Northeastern University,696,11.0,4.3,0.82,3.1,"['Online Savvy', 'Clear grading criteria', 'Inspirational', 'Caring', 'Lecture heavy']"
Sam,Lotuff,186460,Communication,Northeastern University,696,13.0,4.5,1.0,3.4,"[""Skip class? You won't pass."", 'Gives good feedback', 'Clear grading criteria', 'Tests? Not many', 'Caring']"
Deirdre,Loughridge,2295701,Music,Northeastern University,696,3.0,3.0,0.34,4.7,"['Get ready to read', 'Participation matters', 'Amazing lectures', 'So many papers', 'Caring']"
Timothy,Love,122686,Architecture,Northeastern University,696,7.0,4.3,0.0,3.0,"['Amazing lectures', 'Would take again', 'Lecture heavy', 'Graded by few things']"
Jennifer,Love,1969352,Engineering,Northeastern University,696,15.0,3.6,0.56,2.1,"['Group projects', 'Lots of homework', 'Gives good feedback', 'Caring', 'Respected']"
David,Lovece,1892871,Computer & Informational Tech.,Northeastern University,696,1.0,1.0,,5.0,[]
William,Lovely,1629866,Business Administration,Northeastern University,696,41.0,4.3,0.86,3.5,"['Group projects', 'Amazing lectures', 'Participation matters', 'Inspirational', 'Tough grader']"
LaKeisha,Lowe,2931444,Finance,Northeastern University,696,2.0,1.5,0.0,5.0,"['Tough grader', 'Lots of homework', 'So many papers']"
John,Lowery,2857321,Business,Northeastern University,696,4.0,3.5,0.75,2.5,"['Group projects', 'Clear grading criteria', 'Gives good feedback', 'Caring', 'Respected']"
John,Lowrey,2815283,Business,Northeastern University,696,11.0,4.1,0.73,3.1,"['Accessible outside class', 'Participation matters', 'Group projects', 'Lecture heavy', 'Amazing lectures']"
Xuezhu Jenny,Lu,2767189,Mathematics,Northeastern University,696,1.0,1.0,0.0,3.0,[]
Mingyang,Lu,2893485,Biomedical,Northeastern University,696,2.0,4.0,1.0,3.5,"['Tough grader', 'Participation matters', 'Gives good feedback']"
Amy,Lubitow,1004624,Sociology,Northeastern University,696,8.0,4.8,1.0,2.0,"['Clear grading criteria', 'Gives good feedback', 'Caring']"
Donna,Lubrano,2249485,Business,Northeastern University,696,7.0,2.1,0.29,4.1,"['Tough grader', 'So many papers', 'Participation matters', ""Skip class? You won't pass."", 'Group projects']"
Peter,Lucash,3019842,Management,Northeastern University,696,0.0,,,,[]
Mary,Ludden,2380729,Management,Northeastern University,696,5.0,5.0,1.0,4.0,"['Amazing lectures', 'Respected', 'Caring', 'Gives good feedback', 'Get ready to read']"
Maria,Luengo-Prado,164423,Economics,Northeastern University,696,21.0,3.9,1.0,3.6,['Caring']
Festo,Lugolobi,1613796,Environmental Science,Northeastern University,696,3.0,4.2,1.0,2.0,"['Get ready to read', 'Tests? Not many', 'Inspirational', 'Respected', 'Accessible outside class']"
Jennapher,Lunde-Seefeldt,1993421,Political Science,Northeastern University,696,3.0,5.0,1.0,3.3,"['Amazing lectures', 'Gives good feedback', 'Clear grading criteria', 'Respected']"
Razvan,Lungeau,2769354,Entrepreneurship,Northeastern University,696,7.0,4.0,0.72,2.4,"['Participation matters', 'Group projects', 'Lots of homework', 'Hilarious']"
Tony,Luong,2294194,Visual Arts,Northeastern University,696,1.0,5.0,1.0,3.0,"['Gives good feedback', 'Lots of homework', 'Respected']"
Katherine,Luongo,1255814,History,Northeastern University,696,24.0,2.8,0.55,3.8,"['Get ready to read', 'Tough grader', ""Skip class? You won't pass."", 'Lots of homework', 'Amazing lectures']"
Robert,Lupi,366698,Mathematics,Northeastern University,696,85.0,4.5,0.92,2.8,"['Amazing lectures', ""Skip class? You won't pass."", 'Lecture heavy', 'Respected', 'Clear grading criteria']"
Richard,Lush,2100587,Business,Northeastern University,696,3.0,3.1,0.5,3.3,"['Tough grader', 'Participation matters', 'Group projects', 'Would take again', 'Gives good feedback']"
Getty,Lustila,2638336,Philosophy,Northeastern University,696,26.0,5.0,0.97,2.7,"['Gives good feedback', 'Amazing lectures', 'Get ready to read', 'Caring', 'Inspirational']"
Tun,Lwin,2074989,International Studies,Northeastern University,696,8.0,2.6,0.29,3.0,"['Get ready to read', 'Graded by few things', 'Group projects', 'Caring', 'Tough grader']"
Vasiliki,Lykourinou,1960822,Chemistry,Northeastern University,696,67.0,3.0,0.49,2.9,"['Caring', 'EXTRA CREDIT', 'Accessible outside class', 'Participation matters', 'Clear grading criteria']"
Mervin,Lynch,1085679,Education,Northeastern University,696,3.0,2.0,,3.0,[]
Robert,Lyons,122834,Music,Northeastern University,696,4.0,3.1,1.0,2.0,"['Participation matters', 'Group projects', 'Amazing lectures', 'Caring', 'Respected']"
Stephen,Lyons,1862895,Linguistics,Northeastern University,696,1.0,5.0,,1.0,[]
Juyi,Lyu,3002907,Economics,Northeastern University,696,1.0,1.0,0.0,5.0,[]
Linlin,Ma,1917998,Finance,Northeastern University,696,6.0,4.2,0.34,3.2,"[""Skip class? You won't pass."", 'Clear grading criteria', 'Tests? Not many', 'Would take again', 'Gives good feedback']"
Liyuan,Ma,1921328,Chemical Engineering,Northeastern University,696,1.0,1.0,,4.0,[]
Fengbo,Ma,2830589,Industrial Engineering,Northeastern University,696,0.0,,,,[]
Kayse,Maass,2584570,Industrial Engineering,Northeastern University,696,2.0,3.5,0.5,4.5,"['Clear grading criteria', 'Caring', 'Accessible outside class']"
Patricia,Mabrouk,185256,Chemistry,Northeastern University,696,21.0,2.3,0.0,3.6,"['Tough grader', 'Lecture heavy', 'Group projects', 'EXTRA CREDIT', 'Tests are tough']"
Brian,MacAuley,2000733,Media Studies,Northeastern University,696,0.0,,,,[]
Christopher ,MacDonald-Dennis,2972395,Education,Northeastern University,696,2.0,2.0,0.0,2.0,['Graded by few things']
Ben,Machlin,2577227,English,Northeastern University,696,3.0,5.0,1.0,3.0,"['Gives good feedback', 'Caring', 'Clear grading criteria']"
Adriana,MacIas,1155618,English,Northeastern University,696,1.0,5.0,,3.0,[]
Keith,Mackay,2363752,Computer Science,Northeastern University,696,2.0,4.5,1.0,3.0,"['Gives good feedback', 'Graded by few things']"
Rebecca,MacKenzie,2265636,Computer Science,Northeastern University,696,7.0,4.0,0.72,2.7,"['Amazing lectures', 'Hilarious', 'Respected', 'Inspirational', 'Caring']"
Kathleen,Mackenzie,2561745,Psychology,Northeastern University,696,2.0,4.0,1.0,3.0,"['Participation matters', 'Gives good feedback', 'Caring']"
Dawn,Mackiewicz,2153615,Communication Studies,Northeastern University,696,4.0,3.0,0.5,2.8,"['Participation matters', 'Caring', 'Get ready to read', 'Group projects', 'Hilarious']"
Heatherjean,MacNeil,2887841,Management,Northeastern University,696,2.0,4.5,0.5,3.5,"['Participation matters', 'Group projects', 'Caring']"
Steven,Macpherson,2635969,Management,Northeastern University,696,0.0,,,,[]
Yvonne,Macrae,2041496,Management,Northeastern University,696,2.0,2.5,0.5,3.0,"['Lots of homework', 'Tough grader', 'Get ready to read', 'Participation matters']"
Emanuele,Macri,2102692,Mathematics,Northeastern University,696,1.0,4.0,1.0,3.0,"['Tough grader', 'Participation matters', 'Gives good feedback']"
Krishna,Madaparthi,2751793,Sign Language,Northeastern University,696,4.0,3.5,0.5,3.3,"['Participation matters', 'Lots of homework', 'Group projects', 'Gives good feedback', 'So many papers']"
Eric,Madfis,1047098,Sociology,Northeastern University,696,11.0,4.2,,2.7,[]
Kamen,Madjarov,987018,Economics,Northeastern University,696,7.0,2.6,0.0,4.0,"['Tough grader', 'Test heavy']"
Jennifer,Madonna,2602433,Education,Northeastern University,696,0.0,,,,[]
Michael,Maggard,255273,Business,Northeastern University,696,35.0,2.2,,3.3,[]
Sandy,Magill,2399017,Criminal Justice,Northeastern University,696,2.0,4.0,0.5,4.0,"['Tough grader', 'Get ready to read', 'Participation matters', 'Gives good feedback', 'So many papers']"
Meica,Magnani,2721774,Philosophy,Northeastern University,696,7.0,4.7,1.0,2.6,"['Get ready to read', 'Participation matters', 'Group projects', 'Gives good feedback', 'Caring']"
Dylan,Maguire,2287335,Political Science,Northeastern University,696,3.0,2.7,0.34,3.0,"['Participation matters', 'Tough grader', 'Get ready to read', 'EXTRA CREDIT', 'Gives good feedback']"
Balasubrama,Maheswaran,1302816,Physics,Northeastern University,696,194.0,4.2,0.65,3.2,"['Group projects', 'Lots of homework', 'Beware of pop quizzes', 'Caring', 'Respected']"
Corrine,Mahoney,1372272,Counseling & Educational Psych,Northeastern University,696,1.0,5.0,,3.0,[]
Rebecca,Mahoney,2369133,English,Northeastern University,696,2.0,5.0,1.0,3.5,"['Gives good feedback', 'Inspirational', 'Respected']"
Luigia (Gina),Maiellaro,700236,Languages,Northeastern University,696,28.0,3.3,1.0,3.5,"['Tough grader', 'Lecture heavy', 'Lots of homework', ""Skip class? You won't pass."", 'Get ready to read']"
Luigia (Gina),Maiellaro,2244922,Modern Languages,Northeastern University,696,5.0,3.6,0.6,2.8,"['Caring', 'Tough grader', 'Lots of homework', 'Participation matters', 'EXTRA CREDIT']"
Jean,Makolo,2503754,Finance,Northeastern University,696,16.0,2.4,0.38,3.6,"['Lecture heavy', 'Tough grader', 'Group projects', 'Test heavy', 'Lots of homework']"
Lee,Makowski,2757950,Biomedical,Northeastern University,696,1.0,5.0,1.0,2.0,"['Participation matters', 'Amazing lectures', 'Respected']"
Sary,Malak,1824280,Civil Engineering,Northeastern University,696,3.0,4.5,,2.3,"['Respected', 'Amazing lectures', 'Tests? Not many', 'Lots of homework', 'Hilarious']"
Mario,Maletta,164327,Accounting,Northeastern University,696,18.0,4.9,1.0,3.0,"['Amazing lectures', 'Gives good feedback', 'Respected', 'Group projects', 'Caring']"
Veronika,Maliborska,2340331,English,Northeastern University,696,0.0,,,,[]
Andrew,Mall,3006745,Music,Northeastern University,696,0.0,,,,[]
Carol,Mallory,2682570,Law,Northeastern University,696,0.0,,,,[]
Lauren,Maloney,2127948,Finance,Northeastern University,696,1.0,5.0,,3.0,"['Beware of pop quizzes', 'Caring']"
Craig ,Maloney,1987958,Mechanical Engineering,Northeastern University,696,8.0,3.3,0.5,3.1,"['Lots of homework', 'Tough grader', 'Amazing lectures', 'EXTRA CREDIT', 'Clear grading criteria']"
Mikhail,Malyutov,318789,Mathematics,Northeastern University,696,15.0,1.4,,3.5,['Would take again']
Hiu Ying,Man,2847490,Mathematics,Northeastern University,696,4.0,3.5,0.5,3.0,"['Accessible outside class', 'Graded by few things', 'Clear grading criteria', 'Caring', 'Respected']"
Jafar,Mana,2316123,Business,Northeastern University,696,10.0,1.7,0.2,2.0,"['Graded by few things', 'Lots of homework', 'Tough grader', 'Group projects', 'Lecture heavy']"
Jodie,Manasevit,981116,Visual Arts,Northeastern University,696,4.0,2.4,,3.5,[]
Peter,Mancusi,2959454,Communication Studies,Northeastern University,696,4.0,5.0,1.0,2.0,"['Respected', 'Amazing lectures', 'Caring', 'Group projects', 'Clear grading criteria']"
Ryan,Maness,2074561,Political Science,Northeastern University,696,6.0,2.6,0.34,2.8,"['Get ready to read', 'Graded by few things', 'Clear grading criteria', 'Lots of homework', 'Caring']"
Roman,Manetsch,2215616,Chemistry,Northeastern University,696,1.0,4.0,1.0,4.0,"['Gives good feedback', 'Caring', 'Respected']"
Santina,Mangiafico,2987731,Law,Northeastern University,696,0.0,,,,[]
Liliana ,Mangiafico,2895905,Law,Northeastern University,696,2.0,5.0,1.0,2.5,"['Participation matters', 'Get ready to read', 'Amazing lectures', 'Inspirational', 'Respected']"
Marisa,Mann,2617864,Nursing,Northeastern University,696,1.0,2.0,0.0,5.0,"['Tough grader', 'Get ready to read', 'Test heavy']"
Emily,Mann,1437826,Human Services,Northeastern University,696,13.0,3.5,0.67,3.9,"['Tough grader', 'Gives good feedback', 'So many papers', 'Lecture heavy', 'Accessible outside class']"
Peter,Manning,329814,Criminal Justice,Northeastern University,696,13.0,2.3,,3.2,"['Tests? Not many', 'Gives good feedback', 'Inspirational', 'Lots of homework', 'Caring']"
James,Manning,1377189,Biochemistry,Northeastern University,696,3.0,2.2,,3.3,[]
Pete,Manolios,2585220,Computer Science,Northeastern University,696,6.0,1.0,0.0,4.0,"['Test heavy', 'Tough grader', 'Lots of homework', 'Get ready to read']"
Panagiotis,Manolios,1407172,Computer Science,Northeastern University,696,12.0,2.3,0.2,4.2,"['Lots of homework', 'Tough grader', 'Test heavy', 'Get ready to read', ""Skip class? You won't pass.""]"
Joseph,Manseau,2563876,Business,Northeastern University,696,2.0,5.0,1.0,3.5,"['Group projects', 'Amazing lectures', 'Gives good feedback', 'Hilarious', 'Caring']"
Valentina,Marano,2001215,International Business,Northeastern University,696,16.0,3.9,0.62,3.1,"['Participation matters', 'Group projects', 'Get ready to read', 'Gives good feedback', 'Caring']"
Janice,Maras,2312186,Health Science,Northeastern University,696,10.0,3.9,0.7,1.7,"['Group projects', 'Hilarious', 'Caring', 'Graded by few things', 'Respected']"
Jason,Marchant,2033776,Computer Science,Northeastern University,696,1.0,5.0,1.0,4.0,[]
Larissa,Marchiori,3003461,Strategies For Success,Northeastern University,696,2.0,5.0,1.0,2.5,"['Get ready to read', 'Group projects', 'Hilarious', 'Caring', 'Test heavy']"
James,Marcotte,2684221,Mathematics,Northeastern University,696,20.0,4.4,0.85,2.4,"['Amazing lectures', 'Hilarious', 'Clear grading criteria', 'Group projects', 'Test heavy']"
Edwin,Marengo,2933091,Electrical Engineering,Northeastern University,696,1.0,3.0,0.0,3.0,[]
Donald,Margotta,975231,Finance,Northeastern University,696,9.0,3.9,0.84,3.9,"['Respected', 'Get ready to read', 'Tough grader', 'Participation matters', 'Accessible outside class']"
Alina,Marian,2376674,Mathematics,Northeastern University,696,0.0,,,,[]
Natoli,Marie,1605841,Political Science,Northeastern University,696,1.0,3.0,0.0,3.0,"['Get ready to read', ""Skip class? You won't pass."", 'Amazing lectures']"
Tucker,Marion,1956920,Entrepreneurship,Northeastern University,696,1.0,3.5,,3.0,[]
Summer,Marion,2309936,Political Science,Northeastern University,696,0.0,,,,[]
Helen,Markewich,2653384,Engineering,Northeastern University,696,13.0,1.9,0.24,4.2,"['Tough grader', 'Lots of homework', 'So many papers', 'Accessible outside class', 'Lecture heavy']"
Robert,Markiewicz,484070,Physics,Northeastern University,696,9.0,2.4,,3.7,[]
Elizabeth,Markle,1642487,Music,Northeastern University,696,2.0,4.0,,2.0,[]
Alycia,Markowski,2078155,Physical Therapy,Northeastern University,696,1.0,5.0,,1.0,"['Group projects', 'Tests? Not many']"
Mindy,Marks,2363165,Economics,Northeastern University,696,4.0,2.3,0.5,4.0,"['Lots of homework', 'Lecture heavy', 'Test heavy', 'Get ready to read', ""Skip class? You won't pass.""]"
Joseph,Marks,2476635,Finance,Northeastern University,696,17.0,4.8,0.89,3.2,"['Amazing lectures', 'Accessible outside class', 'Caring', 'Hilarious', 'Respected']"
Samuel,Maron,2640890,Sociology,Northeastern University,696,11.0,5.0,1.0,2.2,"['Participation matters', 'Caring', 'Amazing lectures', 'Clear grading criteria', 'Respected']"
James,Maroney,656587,Accounting,Northeastern University,696,16.0,4.7,,2.9,['Amazing lectures']
Kimberly,Maroon,2987377,Fine Arts,Northeastern University,696,1.0,4.0,1.0,3.0,"['Participation matters', 'Group projects', 'Gives good feedback']"
Rose,Marota,2811361,Business,Northeastern University,696,0.0,,,,[]
George,Maroun,2132437,Economics,Northeastern University,696,1.0,3.0,,4.0,['Tests? Not many']
Julius,Marpaung,2368395,Electrical Engineering,Northeastern University,696,18.0,1.3,0.06,4.3,"['Tough grader', 'Graded by few things', 'Lots of homework', ""Skip class? You won't pass."", 'Lecture heavy']"
Wesley,Marple,866608,Finance,Northeastern University,696,9.0,2.8,,4.1,[]
Stacy,Marsella,2737122,Computer Science,Northeastern University,696,2.0,4.5,1.0,3.5,"[""Skip class? You won't pass."", 'Group projects', 'Lots of homework']"
Richard,Marsh,1352717,Biology,Northeastern University,696,2.0,2.5,,3.0,[]
Eric,Marshall,2785291,English,Northeastern University,696,5.0,5.0,1.0,2.0,"['Gives good feedback', 'Caring', 'Respected', 'Participation matters', 'Amazing lectures']"
Ineke,Marshall,974343,Criminal Justice,Northeastern University,696,16.0,2.0,0.38,3.4,"['Tough grader', 'Get ready to read', 'EXTRA CREDIT', 'Group projects', 'Lecture heavy']"
Craig,Martell,2704368,Computer Science,Northeastern University,696,0.0,,,,[]
Jennifer,Martin,216703,English,Northeastern University,696,9.0,3.8,,2.7,[]
Glover,Martin,1227041,Biology,Northeastern University,696,5.0,1.5,,4.2,[]
Kristina,Martin,2474479,Accounting,Northeastern University,696,11.0,2.8,0.46,3.2,"['Beware of pop quizzes', 'Get ready to read', 'Participation matters', 'EXTRA CREDIT', 'Group projects']"
Dayna,Martinez,1925723,Industrial Engineering,Northeastern University,696,5.0,3.3,0.5,3.0,"['Tough grader', 'Tests? Not many', 'Gives good feedback', 'Lots of homework', 'Lecture heavy']"
César,Martínez,2999395,Engineering,Northeastern University,696,0.0,,,,[]
Courtney,Martinez,2920441,Biology,Northeastern University,696,2.0,5.0,1.0,2.0,"['Clear grading criteria', 'Participation matters', 'EXTRA CREDIT', 'Gives good feedback', 'Caring']"
Ramiro,Martinez,1762997,Criminal Justice,Northeastern University,696,15.0,1.7,0.23,2.4,"['Participation matters', 'Get ready to read', 'Respected', 'Lecture heavy', 'Graded by few things']"
